Country	Total	ID	id_row
Afghanistan	2.5	Q889	0
Albania	-1.2	Q222	1
Algeria	21.1	Q262	2
Angola	-23.2	Q916	3
Argentina	4.5	Q414	4
Armenia	0.4	Q399	5
Australia	6.1	Q408	6
Austria	13.4	Q40	7
Azerbaijan	9.5	Q227	8
Bahamas, The	3.1	Q778	9
Bahrain	20.2	Q398	10
Bangladesh	24.5	Q902	11
Barbados	-8.2	Q244	12
Belarus	14.8	Q184	13
Belgium	12.1	Q31	14
Belize	-2.0	Q242	15
Benin	0.6	Q962	16
Bhutan	23.7	Q917	17
Bolivia	0.7	Q750	18
Botswana	26.9	Q963	19
Brazil	5.3	Q155	20
Brunei Darussalam	34.8	Q921	21
Bulgaria	14.6	Q219	22
Burkina Faso	-6.4	Q965	23
Burundi	-19.7	Q967	24
Cabo Verde	15.1	Q1011	25
Cambodia	9.3	Q424	26
Cameroon	1.4	Q1009	27
Canada	6.8	Q16	28
Chile	2.7	Q298	29
China	19.9	Q148	30
Colombia	0.2	Q739	31
Comoros	2.4	Q970	32
Congo, Dem. Rep.	-0.3	Q974	33
Congo, Rep.	-40.0	Q971	34
Costa Rica	16.4	Q800	35
Cote d'Ivoire	16.4	Q1008	36
Croatia	14.3	Q224	37
Cyprus	7.5	Q229	38
Czech Republic	10.3	Q213	39
Denmark	19.2	Q35	40
Djibouti	16.8	Q977	41
Dominican Republic	18.3	Q786	42
Ecuador	7.2	Q736	43
Egypt, Arab Rep.	1.8	Q79	44
El Salvador	4.6	Q792	45
Estonia	14.8	Q191	46
Eswatini	11.7	Q1050	47
Ethiopia	4.4	Q115	48
Finland	10.2	Q33	49
France	9.2	Q142	50
Gabon	20.3	Q1000	51
Gambia, The	-8.2	Q1005	52
Georgia	7.7	Q230	53
Germany	14.3	Q183	54
Ghana	-6.6	Q117	55
Greece	-3.1	Q41	56
Guatemala	1.0	Q774	57
Guinea	-13.0	Q1006	58
Guinea-Bissau	-7.6	Q1007	59
Guyana	5.0	Q734	60
Haiti	16.6	Q790	61
Honduras	22.3	Q783	62
Hungary	12.3	Q28	63
Iceland	14.3	Q189	64
India	18.5	Q668	65
Indonesia	13.8	Q252	66
Iraq	-2.0	Q796	67
Ireland	15.4	Q27	68
Israel	15.6	Q801	69
Italy	6.1	Q38	70
Jamaica	17.7	Q766	71
Japan	7.5	Q17	72
Jordan	1.5	Q810	73
Kazakhstan	7.9	Q232	74
Kenya	-2.9	Q114	75
Korea, Rep.	20.1	Q884	76
Kuwait	16.7	Q817	77
Kyrgyz Republic	6.9	Q813	78
Lao PDR	-2.7	Q819	79
Latvia	4.0	Q211	80
Lebanon	-21.8	Q822	81
Lesotho	0.6	Q1013	82
Liberia	-82.1	Q1014	83
Lithuania	10.3	Q37	84
Luxembourg	13.1	Q32	85
Madagascar	15.4	Q1019	86
Malawi	2.1	Q1020	87
Malaysia	-6.2	Q833	88
Maldives	7.1	Q826	89
Malta	-0.2	Q233	90
Mauritius	1.5	Q1027	91
Mexico	4.0	Q96	92
Micronesia, Fed. Sts.	7.2	Q702	93
Monaco	7.1	Q235	94
Montenegro	-12.9	Q236	95
Mozambique	21.0	Q1029	96
Myanmar	4.3	Q836	97
Namibia	23.3	Q1030	98
Nepal	4.3	Q837	99
Netherlands	35.7	Q55	100
New Caledonia	18.8	Q33788	101
Nicaragua	12.8	Q811	102
Niger	15.6	Q1032	103
Nigeria	4.6	Q1033	104
North Macedonia	0.3	Q221	105
Norway	17.4	Q20	106
Oman	-11.6	Q842	107
Pakistan	12.7	Q843	108
Panama	26.7	Q804	109
Paraguay	9.2	Q733	110
Peru	7.0	Q419	111
Philippines	28.6	Q928	112
Poland	10.8	Q36	113
Portugal	4.8	Q45	114
Qatar	27.0	Q846	115
Romania	1.8	Q218	116
Russian Federation	8.4	Q159	117
Rwanda	-4.2	Q1037	118
Saudi Arabia	14.7	Q851	119
Senegal	10.2	Q1041	120
Serbia	-1.7	Q403	121
Sierra Leone	-13.0	Q1044	122
Singapore	35.7	Q334	123
Slovak Republic	5.1	Q214	124
Slovenia	10.6	Q215	125
South Africa	1.0	Q258	126
South Sudan	-5.9	Q958	127
Spain	10.0	Q29	128
Sri Lanka	20.7	Q854	129
St. Lucia	0.0	Q760	130
St. Vincent and the Grenadines	-4.7	Q757	131
Sudan	4.5	Q1049	132
Sweden	18.7	Q34	133
Switzerland	16.8	Q39	134
Tajikistan	13.0	Q863	135
Tanzania	16.6	Q924	136
Thailand	15.7	Q869	137
Timor-Leste	-22.2	Q574	138
Togo	-4.2	Q945	139
Tunisia	-6.9	Q948	140
Turkey	11.9	Q43	141
Uganda	-13.9	Q1036	142
Ukraine	-0.9	Q212	143
United Kingdom	4.1	Q145	144
United States	5.9	Q30	145
Uruguay	6.7	Q77	146
Uzbekistan	27.5	Q265	147
Vanuatu	25.3	Q686	148
Venezuela, RB	7.4	Q717	149
Vietnam	13.2	Q881	150
Zambia	10.2	Q953	151
Zimbabwe	-16.9	Q954	152
