Country	Total	ID	id_row
Albania	39.9	Q222	0
Algeria	17.7	Q262	1
Andorra	100.0	Q228	2
Armenia	48.2	Q399	3
Australia	75.6	Q408	4
Austria	96.7	Q40	5
Bahrain	96.0	Q398	6
Belarus	80.5	Q184	7
Belgium	97.1	Q31	8
Bolivia	22.9	Q750	9
Bosnia and Herzegovina	21.6	Q225	10
Brazil	49.3	Q155	11
Bulgaria	64.4	Q219	12
Canada	82.3	Q16	13
Channel Islands	90.0	Q42314	14
Chile	77.5	Q298	15
China	72.1	Q148	16
Hong Kong SAR, China	91.8	Q8646	17
Colombia	17.0	Q739	18
Croatia	58.5	Q224	19
Cuba	44.3	Q241	20
Cyprus	75.5	Q229	21
Czech Republic	94.5	Q213	22
Denmark	94.8	Q35	23
Djibouti	36.4	Q977	24
Ecuador	42.0	Q736	25
Egypt, Arab Rep.	60.7	Q79	26
Estonia	97.4	Q191	27
Finland	99.2	Q33	28
France	88.4	Q142	29
Georgia	27.2	Q230	30
Germany	97.2	Q183	31
Greece	90.4	Q41	32
Greenland	94.8	Q223	33
Hungary	95.7	Q28	34
Iceland	81.8	Q189	35
Iraq	41.1	Q796	36
Ireland	82.4	Q27	37
Israel	93.7	Q801	38
Italy	96.2	Q38	39
Japan	98.8	Q17	40
Jordan	80.6	Q810	41
Korea, Rep.	99.9	Q884	42
Kuwait	100.0	Q817	43
Lao PDR	58.1	Q819	44
Latvia	85.8	Q211	45
Lebanon	21.8	Q822	46
Libya	26.1	Q1016	47
Liechtenstein	99.7	Q347	48
Lithuania	91.3	Q37	49
Luxembourg	96.6	Q32	50
Madagascar	16.6	Q1019	51
Maldives	88.6	Q826	52
Malta	18.7	Q233	53
Marshall Islands	93.0	Q709	54
Micronesia, Fed. Sts.	50.4	Q702	55
Mongolia	100.0	Q711	56
Mozambique	38.8	Q1029	57
New Caledonia	97.5	Q33788	58
Nicaragua	88.7	Q811	59
Nigeria	9.6	Q1033	60
North Macedonia	26.7	Q221	61
Norway	76.3	Q20	62
Paraguay	58.5	Q733	63
Peru	42.8	Q419	64
Philippines	51.6	Q928	65
Poland	93.3	Q36	66
Portugal	84.7	Q45	67
Puerto Rico	32.5	Q1183	68
Qatar	96.0	Q846	69
Romania	76.5	Q218	70
Russian Federation	61.3	Q159	71
Samoa	48.5	Q683	72
San Marino	77.2	Q238	73
Saudi Arabia	77.8	Q851	74
Senegal	21.5	Q1041	75
Serbia	24.7	Q403	76
Sierra Leone	13.3	Q1044	77
Singapore	100.0	Q334	78
Slovak Republic	82.5	Q214	79
Slovenia	83.0	Q215	80
Spain	96.6	Q29	81
Sweden	93.4	Q34	82
Switzerland	99.5	Q39	83
Tanzania	25.4	Q924	84
Tunisia	78.1	Q948	85
Turkey	65.2	Q43	86
Tuvalu	6.3	Q672	87
Ukraine	68.5	Q212	88
United Arab Emirates	96.3	Q878	89
United Kingdom	97.8	Q145	90
United States	90.0	Q30	91
Venezuela, RB	23.8	Q717	92
West Bank and Gaza	61.2	Q407199	93
