Country	Date	cases	deaths	Cumulative_number_for_14_days_of_COVID-19_cases_per_100000	ID
Bhutan	08/04/20	0	0	1.70359091	Q917
Bhutan	08/03/20	1	0	1.83463636	Q917
Bhutan	08/02/20	1	0	1.96568182	Q917
Bhutan	08/01/20	0	0	1.83463636	Q917
Bhutan	07/31/20	0	0	1.96568182	Q917
Bhutan	07/30/20	2	0	2.22777273	Q917
Bhutan	07/29/20	0	0	1.96568182	Q917
Bhutan	07/28/20	4	0	1.96568182	Q917
Bhutan	07/27/20	2	0	1.4415	Q917
Bhutan	07/26/20	1	0	1.4415	Q917
Bhutan	07/25/20	0	0	1.31045454	Q917
Bhutan	07/24/20	0	0	1.57254545	Q917
Bhutan	07/23/20	0	0	1.57254545	Q917
Bhutan	07/22/20	2	0	1.57254545	Q917
Bhutan	07/21/20	1	0	1.31045454	Q917
Bhutan	07/20/20	2	0	1.17940909	Q917
Bhutan	07/19/20	0	0	1.17940909	Q917
Bhutan	07/18/20	1	0	1.17940909	Q917
Bhutan	07/17/20	2	0	1.17940909	Q917
Bhutan	07/16/20	0	0	0.91731818	Q917
Bhutan	07/15/20	0	0	0.91731818	Q917
Bhutan	07/14/20	0	0	0.91731818	Q917
Bhutan	07/13/20	2	0	1.04836364	Q917
Bhutan	07/12/20	0	0	0.78627273	Q917
Bhutan	07/11/20	2	0	0.91731818	Q917
Bhutan	07/10/20	0	0	1.31045454	Q917
Bhutan	07/09/20	0	0	1.31045454	Q917
Bhutan	07/08/20	0	0	1.31045454	Q917
Bhutan	07/07/20	0	0	1.4415	Q917
Bhutan	07/06/20	2	0	1.57254545	Q917
Bhutan	07/05/20	0	0	1.31045454	Q917
Bhutan	07/04/20	1	0	1.31045454	Q917
Bhutan	07/03/20	0	0	1.31045454	Q917
Bhutan	07/02/20	0	0	1.31045454	Q917
Bhutan	07/01/20	0	0	1.31045454	Q917
Bhutan	06/30/20	1	0	1.31045454	Q917
Bhutan	06/29/20	0	0	1.31045454	Q917
Bhutan	06/28/20	1	0	1.31045454	Q917
Bhutan	06/27/20	5	0	1.70359091	Q917
Bhutan	06/26/20	0	0	1.04836364	Q917
Bhutan	06/25/20	0	0	1.04836364	Q917
Bhutan	06/24/20	1	0	1.4415	Q917
Bhutan	06/23/20	1	0	1.31045454	Q917
Bhutan	06/22/20	0	0	1.17940909	Q917
Bhutan	06/21/20	0	0	2.62090909	Q917
Bhutan	06/20/20	1	0	2.62090909	Q917
Bhutan	06/19/20	0	0	2.48986363	Q917
Bhutan	06/18/20	0	0	2.62090909	Q917
Bhutan	06/17/20	0	0	2.62090909	Q917
Bhutan	06/16/20	1	0	2.62090909	Q917
Bhutan	06/15/20	0	0	3.01404545	Q917
Bhutan	06/14/20	4	0	3.01404545	Q917
Bhutan	06/13/20	0	0	3.80031818	Q917
Bhutan	06/12/20	0	0	4.06240909	Q917
Bhutan	06/11/20	3	0	4.45554545	Q917
Bhutan	06/10/20	0	0	4.19345454	Q917
Bhutan	06/09/20	0	0	4.19345454	Q917
Bhutan	06/08/20	11	0	4.19345454	Q917
Bhutan	06/07/20	0	0	3.14509091	Q917
Bhutan	06/06/20	0	0	3.14509091	Q917
Bhutan	06/05/20	1	0	3.53822727	Q917
Bhutan	06/04/20	0	0	3.40718182	Q917
Bhutan	06/03/20	0	0	3.40718182	Q917
Bhutan	06/02/20	4	0	3.40718182	Q917
Bhutan	06/01/20	0	0	2.883	Q917
Bhutan	05/31/20	10	0	2.883	Q917
Bhutan	05/30/20	2	0	1.57254545	Q917
Bhutan	05/29/20	3	0	1.4415	Q917
Bhutan	05/28/20	1	0	1.70359091	Q917
Bhutan	05/27/20	0	0	2.09672727	Q917
Bhutan	05/26/20	0	0	2.09672727	Q917
Bhutan	05/25/20	3	0	2.35881818	Q917
Bhutan	05/24/20	0	0	2.22777273	Q917
Bhutan	05/23/20	3	0	2.22777273	Q917
Bhutan	05/22/20	0	0	1.83463636	Q917
Bhutan	05/21/20	0	0	1.83463636	Q917
Bhutan	05/20/20	0	0	1.83463636	Q917
Bhutan	05/19/20	0	0	1.83463636	Q917
Bhutan	05/18/20	0	0	1.83463636	Q917
Bhutan	05/17/20	0	0	1.83463636	Q917
Bhutan	05/16/20	1	0	1.83463636	Q917
Bhutan	05/15/20	5	0	1.70359091	Q917
Bhutan	05/14/20	4	0	1.04836364	Q917
Bhutan	05/13/20	0	0	0.52418182	Q917
Bhutan	05/12/20	2	0	0.52418182	Q917
Bhutan	05/11/20	2	0	0.26209091	Q917
Bhutan	05/10/20	0	0	0.0	Q917
Bhutan	05/09/20	0	0	0.0	Q917
Bhutan	05/08/20	0	0	0.0	Q917
Bhutan	05/07/20	0	0	0.0	Q917
Bhutan	05/06/20	0	0	0.13104545	Q917
Bhutan	05/05/20	0	0	0.13104545	Q917
Bhutan	05/04/20	0	0	0.26209091	Q917
Bhutan	05/03/20	0	0	0.26209091	Q917
Bhutan	05/02/20	0	0	0.26209091	Q917
Bhutan	05/01/20	0	0	0.26209091	Q917
Bhutan	04/30/20	0	0	0.26209091	Q917
Bhutan	04/29/20	0	0	0.26209091	Q917
Bhutan	04/28/20	0	0	0.26209091	Q917
Bhutan	04/27/20	0	0	0.26209091	Q917
Bhutan	04/26/20	0	0	0.26209091	Q917
Bhutan	04/25/20	0	0	0.26209091	Q917
Bhutan	04/24/20	0	0	0.26209091	Q917
Bhutan	04/23/20	1	0	0.26209091	Q917
Bhutan	04/22/20	0	0	0.13104545	Q917
Bhutan	04/21/20	1	0	0.13104545	Q917
Bhutan	04/20/20	0	0	0.0	Q917
Bhutan	04/19/20	0	0	0.0	Q917
Bhutan	04/18/20	0	0	0.0	Q917
Bhutan	04/17/20	0	0	0.0	Q917
Bhutan	04/16/20	0	0	0.0	Q917
Bhutan	04/15/20	0	0	0.13104545	Q917
Bhutan	04/14/20	0	0	0.13104545	Q917
Bhutan	04/13/20	0	0	0.13104545	Q917
Bhutan	04/12/20	0	0	0.13104545	Q917
Bhutan	04/11/20	0	0	0.26209091	Q917
Bhutan	04/10/20	0	0	0.26209091	Q917
Bhutan	04/09/20	0	0	0.26209091	Q917
Bhutan	04/08/20	0	0	0.39313636	Q917
Bhutan	04/07/20	0	0	0.39313636	Q917
Bhutan	04/06/20	0	0	0.39313636	Q917
Bhutan	04/05/20	0	0	0.39313636	Q917
Bhutan	04/04/20	0	0	0.39313636	Q917
Bhutan	04/03/20	0	0	0.52418182	Q917
Bhutan	04/02/20	1	0	0.52418182	Q917
Bhutan	04/01/20	0	0	0.39313636	Q917
Bhutan	03/31/20	0	0	0.39313636	Q917
Bhutan	03/30/20	0	0	0.39313636	Q917
Bhutan	03/29/20	1	0	0.39313636	Q917
Bhutan	03/28/20	0	0	0.26209091	Q917
Bhutan	03/27/20	0	0	0.39313636	Q917
Bhutan	03/26/20	1	0		Q917
Bhutan	03/25/20	0	0		Q917
Bhutan	03/24/20	0	0		Q917
Bhutan	03/23/20	0	0		Q917
Bhutan	03/22/20	0	0		Q917
Bhutan	03/21/20	1	0		Q917
Bhutan	03/20/20	0	0		Q917
Bhutan	03/19/20	0	0		Q917
Bhutan	03/18/20	0	0		Q917
Bhutan	03/17/20	0	0		Q917
Bhutan	03/15/20	0	0		Q917
Bhutan	03/13/20	0	0		Q917
Bhutan	03/06/20	1	0		Q917
Bolivia	10/28/20	172	14	19.12603571	Q750
Bolivia	10/27/20	99	13	19.60375232	Q750
Bolivia	10/26/20	74	18	19.79483896	Q750
Bolivia	10/25/20	167	19	20.11621195	Q750
Bolivia	10/24/20	167	24	20.7242149	Q750
Bolivia	10/23/20	217	26	21.50593298	Q750
Bolivia	10/22/20	191	32	21.90547778	Q750
Bolivia	10/21/20	147	24	22.31370833	Q750
Bolivia	10/20/20	119	21	24.17246021	Q750
Bolivia	10/19/20	61	18	25.21475099	Q750
Bolivia	10/18/20	148	24	27.28196102	Q750
Bolivia	10/17/20	243	32	29.03648383	Q750
Bolivia	10/16/20	178	30	31.2947805	Q750
Bolivia	10/15/20	219	26	33.26644722	Q750
Bolivia	10/14/20	227	25	37.18372338	Q750
Bolivia	10/13/20	121	18	38.10441356	Q750
Bolivia	10/12/20	111	16	40.58853991	Q750
Bolivia	10/11/20	237	30	42.30831969	Q750
Bolivia	10/10/20	257	34	43.46352529	Q750
Bolivia	10/09/20	263	36	46.47748278	Q750
Bolivia	10/08/20	238	36	49.64778389	Q750
Bolivia	10/07/20	361	27	52.24482507	Q750
Bolivia	10/06/20	239	28	53.16551525	Q750
Bolivia	10/05/20	299	28	53.78220396	Q750
Bolivia	10/04/20	350	28	52.97442861	Q750
Bolivia	10/03/20	503	44	53.57374581	Q750
Bolivia	10/02/20	405	36	54.69420839	Q750
Bolivia	10/01/20	670	34	55.92758581	Q750
Bolivia	09/30/20	333	31	55.19798226	Q750
Bolivia	09/29/20	407	42	58.09902492	Q750
Bolivia	09/28/20	309	30	61.75572839	Q750
Bolivia	09/27/20	370	28	66.09860661	Q750
Bolivia	09/26/20	604	35	69.92033945	Q750
Bolivia	09/25/20	628	34	73.07326905	Q750
Bolivia	09/24/20	537	38	75.08836454	Q750
Bolivia	09/23/20	467	39	79.43124277	Q750
Bolivia	09/22/20	310	37	81.48976705	Q750
Bolivia	09/21/20	206	31	86.04978919	Q750
Bolivia	09/20/20	419	36	88.84660277	Q750
Bolivia	09/19/20	632	39	90.94855583	Q750
Bolivia	09/18/20	547	33	99.80802741	Q750
Bolivia	09/17/20	586	31	95.05691863	Q750
Bolivia	09/16/20	667	53	95.70835036	Q750
Bolivia	09/15/20	828	50	95.72572188	Q750
Bolivia	09/14/20	809	47	94.0059421	Q750
Bolivia	09/13/20	810	47	92.31221959	Q750
Bolivia	09/12/20	967	57	93.48479671	Q750
Bolivia	09/11/20	860	47	96.20343848	Q750
Bolivia	09/10/20	1037	49	97.72344586	Q750
Bolivia	09/09/20	704	43	98.22721974	Q750
Bolivia	09/08/20	835	46	99.50402593	Q750
Bolivia	09/07/20	528	1610	100.92848999	Q750
Bolivia	09/06/20	661	55	102.61352675	Q750
Bolivia	09/05/20	1652	140	105.48851213	Q750
Bolivia	09/04/20	0	0	103.03912881	Q750
Bolivia	09/03/20	661	102	111.85517161	Q750
Bolivia	09/02/20	669	74	123.75465795	Q750
Bolivia	09/01/20	630	61	133.54350548	Q750
Bolivia	08/31/20	614	28	135.70625883	Q750
Bolivia	08/30/20	945	92	140.7787406	Q750
Bolivia	08/29/20	1280	55	155.90932835	Q750
Bolivia	08/28/20	1035	65	156.84739004	Q750
Bolivia	08/27/20	1095	62	147.85763211	Q750
Bolivia	08/26/20	851	86	153.4860023	Q750
Bolivia	08/25/20	999	69	160.79940923	Q750
Bolivia	08/24/20	722	67	166.33223609	Q750
Bolivia	08/23/20	992	76	168.26047402	Q750
Bolivia	08/22/20	1370	61	169.75442413	Q750
Bolivia	08/21/20	1015	72	170.60562827	Q750
Bolivia	08/20/20	2031	61	172.92472524	Q750
Bolivia	08/19/20	1796	49	170.74460037	Q750
Bolivia	08/18/20	879	75	168.30390281	Q750
Bolivia	08/17/20	1198	45	175.37410856	Q750
Bolivia	08/16/20	2687	119	176.7812011	Q750
Bolivia	08/15/20	1388	57	170.84882945	Q750
Bolivia	08/14/20	0	0	172.29935077	Q750
Bolivia	08/13/20	1743	66	187.06513675	Q750
Bolivia	08/12/20	1693	49	182.40957129	Q750
Bolivia	08/11/20	1636	72	172.18643594	Q750
Bolivia	08/10/20	944	53	178.66601026	Q750
Bolivia	08/09/20	1164	63	180.43790457	Q750
Bolivia	08/08/20	1468	59	186.17918959	Q750
Bolivia	08/07/20	1282	80	183.88614988	Q750
Bolivia	08/06/20	1780	65	182.45300007	Q750
Bolivia	08/05/20	1515	92	182.43562856	Q750
Bolivia	08/04/20	1693	75	181.14145084	Q750
Bolivia	08/03/20	1360	89	178.67469601	Q750
Bolivia	08/02/20	2004	87	179.40429955	Q750
Bolivia	08/01/20	1555	83	179.68224376	Q750
Bolivia	07/31/20	1700	86	183.07837453	Q750
Bolivia	07/30/20	1207	88	185.14558457	Q750
Bolivia	07/29/20	516	73	186.3963335	Q750
Bolivia	07/28/20	2382	64	195.95935135	Q750
Bolivia	07/27/20	1148	48	184.50283859	Q750
Bolivia	07/26/20	1825	62	183.1044318	Q750
Bolivia	07/25/20	1204	66	181.45413808	Q750
Bolivia	07/24/20	1117	79	183.60820568	Q750
Bolivia	07/23/20	1778	55	183.71243475	Q750
Bolivia	07/22/20	1366	55	180.76796332	Q750
Bolivia	07/21/20	1409	67	177.90166369	Q750
Bolivia	07/20/20	1444	45	176.19056967	Q750
Bolivia	07/19/20	2036	57	174.29707476	Q750
Bolivia	07/18/20	1946	65	167.49612746	Q750
Bolivia	07/17/20	1938	42	161.79827122	Q750
Bolivia	07/16/20	1351	44	156.26544436	Q750
Bolivia	07/15/20	1617	32	153.28622990000005	Q750
Bolivia	07/14/20	1063	59	148.74357927	Q750
Bolivia	07/13/20	987	53	144.73075979	Q750
Bolivia	07/12/20	1635	52	143.52343964	Q750
Bolivia	07/11/20	1452	64	140.20548068	Q750
Bolivia	07/10/20	1129	61	135.58465824	Q750
Bolivia	07/09/20	1439	47	134.60316776	Q750
Bolivia	07/08/20	1036	54	131.64132481	Q750
Bolivia	07/07/20	1212	42	130.42531891	Q750
Bolivia	07/06/20	1226	56	129.49594297	Q750
Bolivia	07/05/20	1253	58	126.45592821	Q750
Bolivia	07/04/20	1290	49	124.57111906	Q750
Bolivia	07/03/20	1301	70	121.85247729	Q750
Bolivia	07/02/20	1008	78	117.6225139	Q750
Bolivia	07/01/20	1094	52	115.83324807	Q750
Bolivia	06/30/20	601	57	113.36649324	Q750
Bolivia	06/29/20	848	44	113.47940807	Q750
Bolivia	06/28/20	1253	36	111.47299833	Q750
Bolivia	06/27/20	920	21	108.51984113	Q750
Bolivia	06/26/20	1016	37	107.16486313	Q750
Bolivia	06/25/20	1098	30	106.01834328	Q750
Bolivia	06/24/20	896	26	102.01420955	Q750
Bolivia	06/23/20	1105	47	100.2683725	Q750
Bolivia	06/22/20	876	33	93.3284531	Q750
Bolivia	06/21/20	1036	25	88.19517103	Q750
Bolivia	06/20/20	977	18	84.66875391	Q750
Bolivia	06/19/20	814	18	80.37799022	Q750
Bolivia	06/18/20	802	20	78.58003864	Q750
Bolivia	06/17/20	810	27	77.23374639	Q750
Bolivia	06/16/20	614	21	74.19373163	Q750
Bolivia	06/15/20	617	26	73.62915746	Q750
Bolivia	06/14/20	913	26	71.65749074	Q750
Bolivia	06/13/20	764	26	71.20583141	Q750
Bolivia	06/12/20	884	21	67.5578137	Q750
Bolivia	06/11/20	637	25	65.25608824	Q750
Bolivia	06/10/20	695	12	65.21265946	Q750
Bolivia	06/09/20	306	10	63.31047879	Q750
Bolivia	06/08/20	285	11	64.10088263	Q750
Bolivia	06/07/20	630	27	64.64808529	Q750
Bolivia	06/06/20	483	12	62.09447289	Q750
Bolivia	06/05/20	607	15	61.30406905	Q750
Bolivia	06/04/20	647	24	58.35959761	Q750
Bolivia	06/03/20	460	33	56.54427451	Q750
Bolivia	06/02/20	549	30	54.44232145	Q750
Bolivia	06/01/20	390	3	51.19384854	Q750
Bolivia	05/31/20	861	10	50.08207171	Q750
Bolivia	05/30/20	344	7	44.76638876	Q750
Bolivia	05/29/20	619	13	43.55906862	Q750
Bolivia	05/28/20	632	6	40.12819482	Q750
Bolivia	05/27/20	476	13	36.23697593	Q750
Bolivia	05/26/20	397	11	33.25776146	Q750
Bolivia	05/25/20	348	10	32.19809917	Q750
Bolivia	05/24/20	336	10	30.20906095	Q750
Bolivia	05/23/20	392	15	28.77591113	Q750
Bolivia	05/22/20	268	16	26.97795955	Q750
Bolivia	05/21/20	438	10	26.34389932	Q750
Bolivia	05/20/20	218	15	23.26914154	Q750
Bolivia	05/19/20	175	5	22.42662316	Q750
Bolivia	05/18/20	262	4	21.6622766	Q750
Bolivia	05/17/20	249	1	20.46364221	Q750
Bolivia	05/16/20	205	12	20.39415615	Q750
Bolivia	05/15/20	224	10	19.15209298	Q750
Bolivia	05/14/20	184	14	17.70157165	Q750
Bolivia	05/13/20	133	6	16.59848058	Q750
Bolivia	05/12/20	275	4	15.78201948	Q750
Bolivia	05/11/20	119	4	13.94932486	Q750
Bolivia	05/10/20	171	8	13.64532339	Q750
Bolivia	05/09/20	185	4	12.67251867	Q750
Bolivia	05/08/20	195	11	11.96897239	Q750
Bolivia	05/07/20	84	5	10.54450833	Q750
Bolivia	05/06/20	121	4	10.36210745	Q750
Bolivia	05/05/20	87	6	9.40667424	Q750
Bolivia	05/04/20	124	5	8.94632915	Q750
Bolivia	05/03/20	241	5	8.25146863	Q750
Bolivia	05/02/20	62	4	6.39271675	Q750
Bolivia	05/01/20	57	3	6.09740103	Q750
Bolivia	04/30/20	57	4	5.81077107	Q750
Bolivia	04/29/20	39	2	5.69785623	Q750
Bolivia	04/28/20	64	3	5.73259926	Q750
Bolivia	04/27/20	84	4	5.385169	Q750
Bolivia	04/26/20	59	2	4.91613815	Q750
Bolivia	04/25/20	104	1	4.61213668	Q750
Bolivia	04/24/20	31	3	3.77830406	Q750
Bolivia	04/23/20	63	3	3.54378863	Q750
Bolivia	04/22/20	11	3	3.46561683	Q750
Bolivia	04/21/20	34	1	3.50904561	Q750
Bolivia	04/20/20	44	1	3.30927321	Q750
Bolivia	04/19/20	27	1	3.15292959	Q750
Bolivia	04/18/20	28	0	3.07475778	Q750
Bolivia	04/17/20	24	2	2.8923569	Q750
Bolivia	04/16/20	44	1	2.76207055	Q750
Bolivia	04/15/20	43	0	2.44938332	Q750
Bolivia	04/14/20	24	1	2.14538184	Q750
Bolivia	04/13/20	30	3	2.03246701	Q750
Bolivia	04/12/20	24	4	1.90218066	Q750
Bolivia	04/11/20	8	1	1.7545228	Q750
Bolivia	04/10/20	4	1	1.79795159	Q750
Bolivia	04/09/20	54	3	1.9542952	Q750
Bolivia	04/08/20	16	1	1.54606465	Q750
Bolivia	04/07/20	11	3	1.44183557	Q750
Bolivia	04/06/20	26	1	1.35497801	Q750
Bolivia	04/05/20	18	0	1.18994863	Q750
Bolivia	04/04/20	7	1	1.04229077	Q750
Bolivia	04/03/20	9	1	1.01623351	Q750
Bolivia	04/02/20	8	1	0.96411897	Q750
Bolivia	04/01/20	8	1	0.89463291	Q750
Bolivia	03/31/20	11	3	0.83383262	Q750
Bolivia	03/30/20	15	3	0.74697506	Q750
Bolivia	03/29/20	7	0	0.61668871	Q750
Bolivia	03/28/20	13	0	0.61668871	Q750
Bolivia	03/27/20	22	0	0.51245963	Q750
Bolivia	03/26/20	7	0	0.3387445	Q750
Bolivia	03/25/20	4	0		Q750
Bolivia	03/24/20	1	0		Q750
Bolivia	03/23/20	7	0		Q750
Bolivia	03/22/20	1	0		Q750
Bolivia	03/21/20	4	0		Q750
Bolivia	03/20/20	3	0		Q750
Bolivia	03/19/20	0	0		Q750
Bolivia	03/18/20	1	0		Q750
Bolivia	03/17/20	1	0		Q750
Bolivia	03/15/20	0	0		Q750
Bolivia	03/14/20	7	0		Q750
Bolivia	03/13/20	1	0		Q750
Bolivia	03/12/20	2	0		Q750
Bonaire, Saint Eustatius and Saba	10/28/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/27/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/26/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/25/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/24/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/23/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/22/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/21/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/20/20	0	1		Q27561
Bonaire, Saint Eustatius and Saba	10/19/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/18/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/17/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/16/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/15/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/14/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/13/20	2	0		Q27561
Bonaire, Saint Eustatius and Saba	10/12/20	1	0		Q27561
Bonaire, Saint Eustatius and Saba	10/11/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/10/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/09/20	2	0		Q27561
Bonaire, Saint Eustatius and Saba	10/08/20	4	0		Q27561
Bonaire, Saint Eustatius and Saba	10/07/20	17	1		Q27561
Bonaire, Saint Eustatius and Saba	10/06/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/05/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/04/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/03/20	18	0		Q27561
Bonaire, Saint Eustatius and Saba	10/02/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	10/01/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/30/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/29/20	21	0		Q27561
Bonaire, Saint Eustatius and Saba	09/28/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/27/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/26/20	7	0		Q27561
Bonaire, Saint Eustatius and Saba	09/25/20	9	0		Q27561
Bonaire, Saint Eustatius and Saba	09/24/20	5	0		Q27561
Bonaire, Saint Eustatius and Saba	09/23/20	8	0		Q27561
Bonaire, Saint Eustatius and Saba	09/22/20	20	0		Q27561
Bonaire, Saint Eustatius and Saba	09/21/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/20/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/19/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/18/20	4	0		Q27561
Bonaire, Saint Eustatius and Saba	09/17/20	4	0		Q27561
Bonaire, Saint Eustatius and Saba	09/16/20	1	0		Q27561
Bonaire, Saint Eustatius and Saba	09/15/20	1	1		Q27561
Bonaire, Saint Eustatius and Saba	09/14/20	1	0		Q27561
Bonaire, Saint Eustatius and Saba	09/13/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/12/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/11/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/10/20	2	0		Q27561
Bonaire, Saint Eustatius and Saba	09/09/20	4	0		Q27561
Bonaire, Saint Eustatius and Saba	09/08/20	1	0		Q27561
Bonaire, Saint Eustatius and Saba	09/07/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/06/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/05/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/04/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/03/20	3	0		Q27561
Bonaire, Saint Eustatius and Saba	09/02/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	09/01/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/31/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/30/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/29/20	1	0		Q27561
Bonaire, Saint Eustatius and Saba	08/28/20	1	0		Q27561
Bonaire, Saint Eustatius and Saba	08/27/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/26/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/25/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/24/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/23/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/22/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/21/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/20/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/19/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/18/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/17/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/16/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/15/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/14/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/13/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/12/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/11/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/10/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/09/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/08/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/07/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/06/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/05/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/04/20	2	0		Q27561
Bonaire, Saint Eustatius and Saba	08/03/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/02/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	08/01/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/31/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/30/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/29/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/28/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/27/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/26/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/25/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/24/20	1	0		Q27561
Bonaire, Saint Eustatius and Saba	07/23/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/22/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/21/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/20/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/19/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/18/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/17/20	1	0		Q27561
Bonaire, Saint Eustatius and Saba	07/16/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/15/20	2	0		Q27561
Bonaire, Saint Eustatius and Saba	07/14/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/13/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/12/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/11/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/10/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/09/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/08/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/07/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/06/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/05/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/04/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/03/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/02/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	07/01/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	06/30/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	06/29/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	06/28/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	06/27/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	06/26/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	06/25/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	06/24/20	0	0		Q27561
Bonaire, Saint Eustatius and Saba	06/23/20	0	0		Q27561
