Country	deaths	ID	id_row
Afghanistan	4156.0	Q889	0
Albania	5.0	Q222	1
Algeria	192.0	Q262	2
American Samoa		Q16641	3
Andorra		Q228	4
Angola	9736.0	Q916	5
Antigua and Barbuda	2.0	Q781	6
Argentina	541.0	Q414	7
Armenia	13.0	Q399	8
Australia	58.0	Q408	9
Austria	9.0	Q40	10
Azerbaijan	68.0	Q227	11
Bahamas	5.0	Q778	12
Bahrain	4.0	Q398	13
Bangladesh	16130.0	Q902	14
Barbados	9.0	Q244	15
Belarus	14.0	Q184	16
Belgium	51.0	Q31	17
Belize	9.0	Q242	18
Benin	3905.0	Q962	19
Bermuda		Q23635	20
Bhutan	25.0	Q917	21
Bolivia	331.0	Q750	22
Bosnia and Herzegovina	3.0	Q225	23
Botswana	292.0	Q963	24
Brazil	3711.0	Q155	25
Brunei	1.0	Q921	26
Bulgaria	10.0	Q219	27
Burkina Faso	8171.0	Q965	28
Burundi	3533.0	Q967	29
Cambodia	946.0	Q424	30
Cameroon	7701.0	Q1009	31
Canada	92.0	Q16	32
Cape Verde	42.0	Q1011	33
Central African Republic	3249.0	Q929	34
Chad	13485.0	Q657	35
Chile	87.0	Q298	36
China	5348.0	Q148	37
Colombia	382.0	Q739	38
Comoros	168.0	Q970	39
Congo	1196.0	Q971	40
Costa Rica	40.0	Q800	41
Cote d'Ivoire	7127.0	Q1008	42
Croatia	4.0	Q224	43
Cuba	250.0	Q241	44
Cyprus	2.0	Q229	45
Czech Republic	22.0	Q213	46
Democratic Republic of Congo	25419.0	Q974	47
Denmark	22.0	Q35	48
Djibouti	172.0	Q977	49
Dominica	2.0	Q784	50
Dominican Republic	395.0	Q786	51
Ecuador	282.0	Q736	52
Egypt	1355.0	Q79	53
El Salvador	165.0	Q792	54
England	210.0	Q21	55
Equatorial Guinea	129.0	Q983	56
Eritrea	2201.0	Q986	57
Estonia	2.0	Q191	58
Ethiopia	33327.0	Q115	59
Fiji	14.0	Q712	60
Finland	5.0	Q33	61
France	157.0	Q142	62
Gabon	225.0	Q1000	63
Gambia	450.0	Q1005	64
Georgia	16.0	Q230	65
Germany	249.0	Q183	66
Ghana	5686.0	Q117	67
Greece	26.0	Q41	68
Greenland		Q223	69
Grenada	4.0	Q769	70
Guam		Q16635	71
Guatemala	1200.0	Q774	72
Guinea	4101.0	Q1006	73
Guinea-Bissau	751.0	Q1007	74
Guyana	38.0	Q734	75
Haiti	2231.0	Q790	76
Honduras	206.0	Q783	77
Hungary	11.0	Q28	78
Iceland		Q189	79
India	257784.0	Q668	80
Indonesia	14941.0	Q252	81
Iran	338.0	Q794	82
Iraq	118.0	Q796	83
Ireland	9.0	Q27	84
Israel	21.0	Q801	85
Italy	109.0	Q38	86
Jamaica	47.0	Q766	87
Japan	1368.0	Q17	88
Jordan	40.0	Q810	89
Kazakhstan	78.0	Q232	90
Kenya	12625.0	Q114	91
Kiribati	7.0	Q710	92
Kuwait	14.0	Q817	93
Kyrgyzstan	36.0	Q813	94
Laos	643.0	Q819	95
Latvia	4.0	Q211	96
Lebanon	33.0	Q822	97
Lesotho	793.0	Q1013	98
Liberia	1490.0	Q1014	99
Libya	47.0	Q1016	100
Lithuania	8.0	Q37	101
Luxembourg	1.0	Q32	102
Macedonia	1.0	Q221	103
Madagascar	13184.0	Q1019	104
Malawi	4521.0	Q1020	105
Malaysia	343.0	Q833	106
Maldives	2.0	Q826	107
Mali	8346.0	Q912	108
Malta	1.0	Q233	109
Marshall Islands		Q709	110
Mauritania	811.0	Q1025	111
Mauritius	3.0	Q1027	112
Mexico	1208.0	Q96	113
Micronesia (country)	1.0	Q702	114
Moldova	29.0	Q217	115
Mongolia	41.0	Q711	116
Montenegro		Q236	117
Morocco	462.0	Q1028	118
Mozambique	6702.0	Q1029	119
Myanmar	3765.0	Q836	120
Namibia	353.0	Q1030	121
Nepal	3553.0	Q837	122
Netherlands	44.0	Q55	123
New Zealand	12.0	Q664	124
Nicaragua	75.0	Q811	125
Niger	12167.0	Q1032	126
Nigeria	86844.0	Q1033	127
North Korea	132.0	Q423	128
Northern Ireland	7.0	Q26	129
Northern Mariana Islands		Q16644	130
Norway	19.0	Q20	131
Oman	14.0	Q842	132
Pakistan	20785.0	Q843	133
Palestine	32.0	Q219060	134
Panama	60.0	Q804	135
Papua New Guinea	1284.0	Q691	136
Paraguay	101.0	Q733	137
Peru	965.0	Q419	138
Philippines	4214.0	Q928	139
Poland	68.0	Q36	140
Portugal	51.0	Q45	141
Puerto Rico	66.0	Q1183	142
Qatar	3.0	Q846	143
Romania	65.0	Q218	144
Russia	471.0	Q159	145
Rwanda	2753.0	Q1037	146
Saint Lucia	2.0	Q760	147
Saint Vincent and the Grenadines	4.0	Q757	148
Samoa	1.0	Q683	149
Sao Tome and Principe	19.0	Q1039	150
Saudi Arabia	129.0	Q851	151
Scotland	20.0	Q22	152
Senegal	3811.0	Q1041	153
Serbia	11.0	Q403	154
Seychelles	2.0	Q1042	155
Sierra Leone	3108.0	Q1044	156
Singapore	30.0	Q334	157
Slovakia	9.0	Q214	158
Slovenia	3.0	Q215	159
Solomon Islands	24.0	Q685	160
Somalia	6631.0	Q1045	161
South Africa	73.0	Q258	162
South Korea	193.0	Q884	163
South Sudan	6860.0	Q958	164
Spain	102.0	Q29	165
Sri Lanka	249.0	Q854	166
Sudan	4295.0	Q1049	167
Suriname	20.0	Q730	168
Swaziland	262.0	Q1050	169
Sweden	34.0	Q34	170
Switzerland	15.0	Q39	171
Syria	66.0	Q858	172
Taiwan	151.0	Q865	173
Tajikistan	546.0	Q863	174
Tanzania	11699.0	Q924	175
Thailand	2570.0	Q869	176
Timor	57.0	Q574	177
Togo	1927.0	Q945	178
Tonga	1.0	Q678	179
Trinidad and Tobago	19.0	Q754	180
Tunisia	77.0	Q948	181
Turkey	418.0	Q43	182
Turkmenistan	44.0	Q874	183
Uganda	7260.0	Q1036	184
Ukraine	181.0	Q212	185
United Arab Emirates	21.0	Q878	186
United Kingdom	253.0	Q145	187
United States	795.0	Q30	188
United States Virgin Islands	1.0	Q11703	189
Uruguay	29.0	Q77	190
Uzbekistan	297.0	Q265	191
Vanuatu	16.0	Q686	192
Venezuela	317.0	Q717	193
Vietnam	1731.0	Q881	194
Wales	15.0	Q25	195
Yemen	3030.0	Q805	196
Zambia	4554.0	Q953	197
Zimbabwe	3579.0	Q954	198
