Country	Total	ID	id_row
Afghanistan	7.0	Q889	0
Albania	-11.1	Q222	1
Algeria	-99.0	Q262	2
Angola	-610.1	Q916	3
Argentina	-1279.5	Q414	4
Armenia	121.8	Q399	5
Azerbaijan	14.9	Q227	6
Bangladesh	3855.5	Q902	7
Belarus	784.8	Q184	8
Belize	13.0	Q242	9
Benin	48.4	Q962	10
Bhutan	77.9	Q917	11
Bolivia	224.8	Q750	12
Bosnia and Herzegovina	28.7	Q225	13
Botswana	-11.9	Q963	14
Brazil	-1144.1	Q155	15
Bulgaria	-76.2	Q219	16
Burkina Faso	20.1	Q965	17
Burundi	1.9	Q967	18
Cabo Verde	5.3	Q1011	19
Cambodia	470.4	Q424	20
Cameroon	251.4	Q1009	21
Central African Republic	-1.2	Q929	22
Chad	-1.7	Q657	23
China	-1954.7	Q148	24
Colombia	818.0	Q739	25
Comoros	29.4	Q970	26
Congo, Dem. Rep.	-32.9	Q974	27
Congo, Rep.	314.9	Q971	28
Costa Rica	11.7	Q800	29
Cote d'Ivoire	-66.2	Q1008	30
Djibouti	69.8	Q977	31
Dominica	-8.0	Q784	32
Dominican Republic	29.8	Q786	33
Ecuador	-684.1	Q736	34
Egypt, Arab Rep.	2078.7	Q79	35
El Salvador	-33.4	Q792	36
Eritrea	-14.7	Q986	37
Ethiopia	173.3	Q115	38
Fiji	-20.6	Q712	39
Gabon	179.2	Q1000	40
Gambia, The	6.2	Q1005	41
Georgia	118.4	Q230	42
Ghana	-260.8	Q117	43
Grenada	4.3	Q769	44
Guatemala	-2.2	Q774	45
Guinea	62.8	Q1006	46
Guinea-Bissau	5.4	Q1007	47
Guyana	19.1	Q734	48
Haiti	-3.4	Q790	49
Honduras	14.4	Q783	50
India	1668.1	Q668	51
Indonesia	-319.7	Q252	52
Iran, Islamic Rep.	-26.0	Q794	53
Jamaica	24.1	Q766	54
Jordan	365.4	Q810	55
Kazakhstan	289.9	Q232	56
Kenya	1582.9	Q114	57
Kosovo	-4.3	Q1246	58
Kyrgyz Republic	16.3	Q813	59
Lao PDR	693.6	Q819	60
Lebanon	-104.7	Q822	61
Lesotho	-8.8	Q1013	62
Liberia	42.9	Q1014	63
North Macedonia	39.2	Q221	64
Madagascar	40.3	Q1019	65
Malawi	20.8	Q1020	66
Maldives	538.7	Q826	67
Mali	138.3	Q912	68
Mauritania	45.2	Q1025	69
Mauritius	-34.4	Q1027	70
Mexico	-543.7	Q96	71
Moldova	-51.8	Q217	72
Mongolia	170.2	Q711	73
Montenegro	188.2	Q236	74
Morocco	-369.8	Q1028	75
Mozambique	141.9	Q1029	76
Myanmar	51.0	Q836	77
Nepal	100.2	Q837	78
Nicaragua	13.4	Q811	79
Niger	79.3	Q1032	80
Nigeria	718.5	Q1033	81
Pakistan	3987.9	Q843	82
Papua New Guinea	79.0	Q691	83
Paraguay	-2.3	Q733	84
Peru	-16.2	Q419	85
Philippines	-323.6	Q928	86
Romania	-42.0	Q218	87
Russian Federation	-69.9	Q159	88
Rwanda	26.4	Q1037	89
Samoa	2.1	Q683	90
Sao Tome and Principe	0.0	Q1039	91
Senegal	890.5	Q1041	92
Serbia	307.5	Q403	93
Sierra Leone	6.9	Q1044	94
Solomon Islands	-1.1	Q685	95
Somalia	0.0	Q1045	96
South Africa	0.0	Q258	97
Sri Lanka	940.8	Q854	98
St. Lucia	-3.2	Q760	99
St. Vincent and the Grenadines	4.3	Q757	100
Sudan	-97.5	Q1049	101
Eswatini	13.8	Q1050	102
Syrian Arab Republic	44.4	Q858	103
Tajikistan	-62.7	Q863	104
Tanzania	71.0	Q924	105
Thailand	-625.3	Q869	106
Timor-Leste	3.9	Q574	107
Togo	25.9	Q945	108
Tonga	-4.6	Q678	109
Tunisia	-68.7	Q948	110
Turkey	198.7	Q43	111
Turkmenistan	-11.5	Q874	112
Uganda	615.3	Q1036	113
Ukraine	-5.0	Q212	114
Uzbekistan	397.3	Q265	115
Vanuatu	7.2	Q686	116
Venezuela, RB	121.1	Q717	117
Vietnam	1730.7	Q881	118
Yemen, Rep.	-0.2	Q805	119
Zambia	299.7	Q953	120
Zimbabwe	8.2	Q954	121
