Country	deaths	ID	id_row
Afghanistan	4385.0	Q889	0
Albania	430.0	Q222	1
Algeria	2762.0	Q262	2
American Samoa	5.0	Q16641	3
Andorra	7.0	Q228	4
Angola	108.0	Q916	5
Antigua and Barbuda	4.0	Q781	6
Argentina	5769.0	Q414	7
Armenia	1091.0	Q399	8
Australia	2350.0	Q408	9
Austria	1521.0	Q40	10
Azerbaijan	3430.0	Q227	11
Bahamas	39.0	Q778	12
Bahrain	29.0	Q398	13
Bangladesh	8606.0	Q902	14
Barbados	6.0	Q244	15
Belarus	5684.0	Q184	16
Belgium	1436.0	Q31	17
Belize	11.0	Q242	18
Benin		Q962	19
Bermuda	5.0	Q23635	20
Bhutan	25.0	Q917	21
Bolivia	704.0	Q750	22
Bosnia and Herzegovina	499.0	Q225	23
Botswana	50.0	Q963	24
Brazil	468.0	Q155	25
Brunei	26.0	Q921	26
Bulgaria	3012.0	Q219	27
Burkina Faso		Q965	28
Burundi	126.0	Q967	29
Cambodia	285.0	Q424	30
Cameroon		Q1009	31
Canada	901.0	Q16	32
Cape Verde	15.0	Q1011	33
Central African Republic	205.0	Q929	34
Chad		Q657	35
Chile	1016.0	Q298	36
China	142787.0	Q148	37
Colombia	1774.0	Q739	38
Comoros	11.0	Q970	39
Congo	210.0	Q971	40
Costa Rica	26.0	Q800	41
Cote d'Ivoire	1005.0	Q1008	42
Croatia	1248.0	Q224	43
Cuba		Q241	44
Cyprus	129.0	Q229	45
Czech Republic	2617.0	Q213	46
Democratic Republic of Congo	2816.0	Q974	47
Denmark	688.0	Q35	48
Djibouti	24.0	Q977	49
Dominica	4.0	Q784	50
Dominican Republic	281.0	Q786	51
Ecuador	875.0	Q736	52
Egypt	2869.0	Q79	53
El Salvador	23.0	Q792	54
England	6140.0	Q21	55
Equatorial Guinea	3.0	Q983	56
Eritrea	55.0	Q986	57
Estonia	343.0	Q191	58
Ethiopia	27.0	Q115	59
Fiji	49.0	Q712	60
Finland	1161.0	Q33	61
France	6220.0	Q142	62
Gabon	44.0	Q1000	63
Gambia	94.0	Q1005	64
Georgia	1701.0	Q230	65
Germany	18139.0	Q183	66
Ghana	784.0	Q117	67
Greece	2006.0	Q41	68
Greenland	4.0	Q223	69
Grenada	9.0	Q769	70
Guam	28.0	Q16635	71
Guatemala	24.0	Q774	72
Guinea	340.0	Q1006	73
Guinea-Bissau	93.0	Q1007	74
Guyana	35.0	Q734	75
Haiti		Q790	76
Honduras	283.0	Q783	77
Hungary	2714.0	Q28	78
Iceland	47.0	Q189	79
India	8037.0	Q668	80
Indonesia	19363.0	Q252	81
Iran	3937.0	Q794	82
Iraq	2188.0	Q796	83
Ireland	429.0	Q27	84
Israel	277.0	Q801	85
Italy	7071.0	Q38	86
Jamaica	176.0	Q766	87
Japan	3998.0	Q17	88
Jordan	189.0	Q810	89
Kazakhstan	4537.0	Q232	90
Kenya	68.0	Q114	91
Kiribati	13.0	Q710	92
Kuwait	151.0	Q817	93
Kyrgyzstan	1028.0	Q813	94
Laos	420.0	Q819	95
Latvia	951.0	Q211	96
Lebanon	383.0	Q822	97
Lesotho	55.0	Q1013	98
Liberia	211.0	Q1014	99
Libya	549.0	Q1016	100
Lithuania	1133.0	Q37	101
Luxembourg	71.0	Q32	102
Macedonia	192.0	Q221	103
Madagascar	1064.0	Q1019	104
Malawi		Q1020	105
Malaysia	2888.0	Q833	106
Maldives	26.0	Q826	107
Mali	113.0	Q912	108
Malta	67.0	Q233	109
Marshall Islands	9.0	Q709	110
Mauritania	16.0	Q1025	111
Mauritius	37.0	Q1027	112
Mexico	1846.0	Q96	113
Micronesia (country)	16.0	Q702	114
Moldova	1591.0	Q217	115
Mongolia	541.0	Q711	116
Montenegro	105.0	Q236	117
Morocco	2806.0	Q1028	118
Mozambique	16.0	Q1029	119
Myanmar	31.0	Q836	120
Namibia	54.0	Q1030	121
Nepal	532.0	Q837	122
Netherlands	1712.0	Q55	123
New Zealand	424.0	Q664	124
Nicaragua		Q811	125
Niger		Q1032	126
Nigeria	99.0	Q1033	127
North Korea	257.0	Q423	128
Northern Ireland	212.0	Q26	129
Northern Mariana Islands	4.0	Q16644	130
Norway	512.0	Q20	131
Oman	273.0	Q842	132
Pakistan	15039.0	Q843	133
Palestine	224.0	Q219060	134
Panama	121.0	Q804	135
Papua New Guinea	1563.0	Q691	136
Paraguay	136.0	Q733	137
Peru	591.0	Q419	138
Philippines	12828.0	Q928	139
Poland	9315.0	Q36	140
Portugal	118.0	Q45	141
Puerto Rico	248.0	Q1183	142
Qatar	14.0	Q846	143
Romania	6316.0	Q218	144
Russia	55655.0	Q159	145
Rwanda		Q1037	146
Saint Lucia	7.0	Q760	147
Saint Vincent and the Grenadines	8.0	Q757	148
Samoa	18.0	Q683	149
Sao Tome and Principe	2.0	Q1039	150
Saudi Arabia	1847.0	Q851	151
Scotland	794.0	Q22	152
Senegal	268.0	Q1041	153
Serbia	1199.0	Q403	154
Seychelles	5.0	Q1042	155
Sierra Leone	8.0	Q1044	156
Singapore	236.0	Q334	157
Slovakia	1573.0	Q214	158
Slovenia	290.0	Q215	159
Solomon Islands	44.0	Q685	160
Somalia	328.0	Q1045	161
South Africa	2792.0	Q258	162
