Country	Total	ID	id_row
Afghanistan	34.8	Q889	0
Albania	11.8	Q222	1
Algeria	2.5	Q262	2
Angola	30.3	Q916	3
Armenia	5.3	Q399	4
Azerbaijan	11.0	Q227	5
Bangladesh	58.6	Q902	6
Barbados	10.7	Q244	7
Belarus	3.2	Q184	8
Belize	25.9	Q242	9
Benin	30.6	Q962	10
Bolivia	19.4	Q750	11
Bosnia and Herzegovina	3.5	Q225	12
Burundi	19.0	Q967	13
Cambodia	18.5	Q424	14
Cameroon	31.0	Q1009	15
Chad	66.9	Q657	16
Colombia	23.4	Q739	17
Comoros	31.6	Q970	18
Congo, Dem. Rep.	37.3	Q974	19
Congo, Rep.	27.3	Q971	20
Costa Rica	21.2	Q800	21
Cote d'Ivoire	27.0	Q1008	22
Cuba	26.0	Q241	23
Dominican Republic	35.9	Q786	24
Egypt, Arab Rep.	17.4	Q79	25
El Salvador	25.5	Q792	26
Equatorial Guinea	29.5	Q983	27
Eswatini	5.3	Q1050	28
Ethiopia	40.3	Q115	29
Gabon	21.9	Q1000	30
Gambia, The	30.4	Q1005	31
Ghana	20.7	Q117	32
Guatemala	29.5	Q774	33
Guinea	51.2	Q1006	34
Guinea-Bissau	24.4	Q1007	35
Guyana	30.2	Q734	36
Haiti	14.9	Q790	37
Honduras	33.6	Q783	38
India	25.3	Q668	39
Indonesia	13.6	Q252	40
Iran, Islamic Rep.	17.0	Q794	41
Iraq	24.3	Q796	42
Jamaica	7.9	Q766	43
Jordan	9.7	Q810	44
Kazakhstan	7.0	Q232	45
Kenya	22.9	Q114	46
Kyrgyz Republic	11.6	Q813	47
Lao PDR	35.4	Q819	48
Lesotho	17.3	Q1013	49
Liberia	35.9	Q1014	50
North Macedonia	6.9	Q221	51
Madagascar	41.2	Q1019	52
Malawi	42.1	Q1020	53
Maldives	2.2	Q826	54
Mali	51.5	Q912	55
Mauritania	37.0	Q1025	56
Mexico	26.1	Q96	57
Moldova	12.2	Q217	58
Mongolia	5.2	Q711	59
Montenegro	4.5	Q236	60
Mozambique	52.9	Q1029	61
Myanmar	16.0	Q836	62
Namibia	6.9	Q1030	63
Nepal	39.5	Q837	64
Nicaragua	35.2	Q811	65
Niger	76.3	Q1032	66
Nigeria	43.5	Q1033	67
Pakistan	18.3	Q843	68
Panama	26.4	Q804	69
Paraguay	21.6	Q733	70
Peru	21.5	Q419	71
Philippines	16.5	Q928	72
Qatar	4.2	Q846	73
Rwanda	6.8	Q1037	74
Samoa	10.8	Q683	75
Sao Tome and Principe	35.4	Q1039	76
Senegal	28.8	Q1041	77
Serbia	3.2	Q403	78
Sierra Leone	38.9	Q1044	79
Solomon Islands	21.3	Q685	80
South Africa	3.6	Q258	81
St. Lucia	7.5	Q760	82
Sudan	34.2	Q1049	83
Tajikistan	8.7	Q863	84
Tanzania	30.5	Q924	85
Thailand	22.5	Q869	86
Timor-Leste	14.9	Q574	87
Togo	21.8	Q945	88
Tonga	5.6	Q678	89
Trinidad and Tobago	11.2	Q754	90
Tunisia	1.6	Q948	91
Turkey	14.0	Q43	92
Turkmenistan	5.7	Q874	93
Uganda	34.0	Q1036	94
Ukraine	9.1	Q212	95
Uruguay	24.6	Q77	96
Vanuatu	21.4	Q686	97
Vietnam	10.6	Q881	98
West Bank and Gaza	15.3	Q407199	99
Yemen, Rep.	31.9	Q805	100
Zambia	31.4	Q953	101
Zimbabwe	32.4	Q954	102
