Country	Total	ID	id_row
Afghanistan	189.0	Q889	0
Albania	18.0	Q222	1
Algeria	69.0	Q262	2
American Samoa	0.0	Q16641	3
Andorra	3.0	Q228	4
Angola	355.0	Q916	5
Antigua and Barbuda	6.0	Q781	6
Argentina	27.0	Q414	7
Armenia	31.0	Q399	8
Aruba	5.0	Q21203	9
Australia	7.0	Q408	10
Austria	7.0	Q40	11
Azerbaijan	63.0	Q227	12
Bahamas, The	14.0	Q778	13
Bahrain	11.0	Q398	14
Bangladesh	221.0	Q902	15
Barbados	0.0	Q244	16
Belarus	31.0	Q184	17
Belgium	9.0	Q31	18
Belize	30.0	Q242	19
Benin	56.0	Q962	20
Bermuda	4.0	Q23635	21
Bhutan	149.0	Q917	22
Bolivia	108.0	Q750	23
Bosnia and Herzegovina	25.0	Q225	24
Botswana	275.0	Q963	25
Brazil	45.0	Q155	26
Brunei Darussalam	68.0	Q921	27
Bulgaria	22.0	Q219	28
Burkina Faso	48.0	Q965	29
Burundi	111.0	Q967	30
Cabo Verde	46.0	Q1011	31
Cambodia	302.0	Q424	32
Cameroon	186.0	Q1009	33
Canada	6.0	Q16	34
Cayman Islands	5.0	Q5785	35
Central African Republic	540.0	Q929	36
Chad	142.0	Q657	37
Chile	18.0	Q298	38
China	61.0	Q148	39
Hong Kong SAR, China	67.0	Q8646	40
Macao SAR, China	60.0	Q14773	41
Colombia	33.0	Q739	42
Comoros	35.0	Q970	43
Congo, Dem. Rep.	321.0	Q974	44
Congo, Rep.	375.0	Q971	45
Costa Rica	10.0	Q800	46
Cote d'Ivoire	142.0	Q1008	47
Croatia	8.0	Q224	48
Cuba	7.0	Q241	49
Curacao	6.0	Q25279	50
Cyprus	5.0	Q229	51
Czech Republic	5.0	Q213	52
Denmark	5.0	Q35	53
Djibouti	260.0	Q977	54
Dominica	6.0	Q784	55
Dominican Republic	45.0	Q786	56
Ecuador	44.0	Q736	57
Egypt, Arab Rep.	12.0	Q79	58
El Salvador	70.0	Q792	59
Equatorial Guinea	201.0	Q983	60
Eritrea	89.0	Q986	61
Estonia	13.0	Q191	62
Eswatini	329.0	Q1050	63
Ethiopia	151.0	Q115	64
Fiji	54.0	Q712	65
Finland	5.0	Q33	66
France	9.0	Q142	67
French Polynesia	22.0	Q30971	68
Gabon	525.0	Q1000	69
Gambia, The	174.0	Q1005	70
Georgia	80.0	Q230	71
Germany	7.0	Q183	72
Ghana	148.0	Q117	73
Greece	5.0	Q41	74
Greenland	100.0	Q223	75
Grenada	2.0	Q769	76
Guam	49.0	Q16635	77
Guatemala	26.0	Q774	78
Guinea	176.0	Q1006	79
Guinea-Bissau	361.0	Q1007	80
Guyana	83.0	Q734	81
Haiti	176.0	Q790	82
Honduras	37.0	Q783	83
Hungary	6.0	Q28	84
Iceland	3.0	Q189	85
India	199.0	Q668	86
Indonesia	316.0	Q252	87
Iran, Islamic Rep.	14.0	Q794	88
Iraq	42.0	Q796	89
Ireland	7.0	Q27	90
Israel	4.0	Q801	91
Italy	7.0	Q38	92
Jamaica	3.0	Q766	93
Japan	14.0	Q17	94
Jordan	5.0	Q810	95
Kazakhstan	68.0	Q232	96
Kenya	292.0	Q114	97
Kiribati	349.0	Q710	98
Korea, Dem. People’s Rep.	513.0	Q423	99
Korea, Rep.	66.0	Q884	100
Kuwait	23.0	Q817	101
Kyrgyz Republic	116.0	Q813	102
Lao PDR	162.0	Q819	103
Latvia	29.0	Q211	104
Lebanon	11.0	Q822	105
Lesotho	611.0	Q1013	106
Liberia	308.0	Q1014	107
Libya	40.0	Q1016	108
Lithuania	44.0	Q37	109
Luxembourg	8.0	Q32	110
Madagascar	233.0	Q1019	111
Malawi	181.0	Q1020	112
Malaysia	92.0	Q833	113
Maldives	33.0	Q826	114
Mali	53.0	Q912	115
Malta	14.0	Q233	116
Marshall Islands	434.0	Q709	117
Mauritania	93.0	Q1025	118
Mauritius	13.0	Q1027	119
Mexico	23.0	Q96	120
Micronesia, Fed. Sts.	108.0	Q702	121
Moldova	86.0	Q217	122
Monaco	0.0	Q235	123
Mongolia	428.0	Q711	124
Montenegro	15.0	Q236	125
Morocco	99.0	Q1028	126
Mozambique	551.0	Q1029	127
Myanmar	338.0	Q836	128
Namibia	524.0	Q1030	129
Nepal	151.0	Q837	130
Netherlands	5.0	Q55	131
New Caledonia	15.0	Q33788	132
New Zealand	7.0	Q664	133
Nicaragua	41.0	Q811	134
Niger	87.0	Q1032	135
Nigeria	219.0	Q1033	136
North Macedonia	13.0	Q221	137
Northern Mariana Islands	95.0	Q16644	138
Norway	4.0	Q20	139
Oman	6.0	Q842	140
Pakistan	265.0	Q843	141
Palau	109.0	Q695	142
Panama	52.0	Q804	143
Papua New Guinea	432.0	Q691	144
Paraguay	43.0	Q733	145
Peru	123.0	Q419	146
Philippines	554.0	Q928	147
Poland	16.0	Q36	148
Portugal	24.0	Q45	149
Puerto Rico	1.0	Q1183	150
Qatar	31.0	Q846	151
Romania	68.0	Q218	152
Russian Federation	54.0	Q159	153
Rwanda	59.0	Q1037	154
Samoa	6.0	Q683	155
San Marino	0.0	Q238	156
