Country	Total	ID	id_row
Sao Tome and Principe	124.0	Q1039	157
Saudi Arabia	10.0	Q851	158
Senegal	118.0	Q1041	159
Serbia	17.0	Q403	160
Seychelles	18.0	Q1042	161
Sierra Leone	298.0	Q1044	162
Singapore	47.0	Q334	163
Sint Maarten (Dutch part)	19.0	Q26273	164
Slovak Republic	6.0	Q214	165
Slovenia	5.0	Q215	166
Solomon Islands	74.0	Q685	167
Somalia	262.0	Q1045	168
South Africa	520.0	Q258	169
South Sudan	146.0	Q958	170
Spain	9.0	Q29	171
Sri Lanka	64.0	Q854	172
St. Kitts and Nevis	0.0	Q763	173
St. Lucia	3.0	Q760	174
St. Vincent and the Grenadines	6.0	Q757	175
Sudan	71.0	Q1049	176
Suriname	38.0	Q730	177
Sweden	6.0	Q34	178
Switzerland	6.0	Q39	179
Syrian Arab Republic	19.0	Q858	180
Tajikistan	84.0	Q863	181
Tanzania	253.0	Q924	182
Thailand	153.0	Q869	183
Timor-Leste	498.0	Q574	184
Togo	36.0	Q945	185
Tonga	10.0	Q678	186
Trinidad and Tobago	21.0	Q754	187
Tunisia	35.0	Q948	188
Turkey	16.0	Q43	189
Turkmenistan	46.0	Q874	190
Turks and Caicos Islands	6.0	Q18221	191
Tuvalu	270.0	Q672	192
Uganda	200.0	Q1036	193
Ukraine	80.0	Q212	194
United Arab Emirates	1.0	Q878	195
United Kingdom	8.0	Q145	196
United States	3.0	Q30	197
Uruguay	33.0	Q77	198
Uzbekistan	70.0	Q265	199
Vanuatu	46.0	Q686	200
Venezuela, RB	48.0	Q717	201
Vietnam	182.0	Q881	202
West Bank and Gaza	1.0	Q407199	203
Yemen, Rep.	48.0	Q805	204
Zambia	346.0	Q953	205
Zimbabwe	210.0	Q954	206
