Country	Deaths	ID	id_row
Afghanistan	74.24	Q889	0
Albania	18.18	Q222	1
Algeria	19.11	Q262	2
American Samoa	52.53	Q16641	3
Andorra	21.65	Q228	4
Angola	45.18	Q916	5
Antigua and Barbuda	12.25	Q781	6
Argentina	34.18	Q414	7
Armenia	32.75	Q399	8
Australia	23.61	Q408	9
Austria	16.82	Q40	10
Azerbaijan	32.57	Q227	11
Bahamas	15.39	Q778	12
Bahrain	22.14	Q398	13
Bangladesh	76.12	Q902	14
Barbados	12.94	Q244	15
Belarus	12.6	Q184	16
Belgium	25.3	Q31	17
Belize	28.14	Q242	18
Benin	47.78	Q962	19
Bermuda	12.28	Q23635	20
Bhutan	87.13	Q917	21
Bolivia	43.18	Q750	22
Bosnia and Herzegovina	22.68	Q225	23
Botswana	46.29	Q963	24
Brazil	33.89	Q155	25
Brunei	46.36	Q921	26
Bulgaria	21.17	Q219	27
Burkina Faso	31.65	Q965	28
Burundi	54.65	Q967	29
Cambodia	50.76	Q424	30
Cameroon	52.8	Q1009	31
Canada	21.56	Q16	32
Cape Verde	20.37	Q1011	33
Central African Republic	79.17	Q929	34
Chad	51.42	Q657	35
Chile	26.27	Q298	36
China	62.8	Q148	37
Colombia	27.87	Q739	38
Comoros	37.05	Q970	39
Congo	56.9	Q971	40
Costa Rica	27.02	Q800	41
Cote d'Ivoire	42.19	Q1008	42
Croatia	19.78	Q224	43
Cuba	22.86	Q241	44
Cyprus	24.38	Q229	45
Czech Republic	17.85	Q213	46
Democratic Republic of Congo	62.68	Q974	47
Denmark	34.96	Q35	48
Djibouti	33.44	Q977	49
Dominica	23.4	Q784	50
Dominican Republic	19.01	Q786	51
Ecuador	24.83	Q736	52
Egypt	42.81	Q79	53
El Salvador	22.57	Q792	54
England	32.23	Q21	55
Equatorial Guinea	39.65	Q983	56
Eritrea	52.25	Q986	57
Estonia	9.98	Q191	58
Ethiopia	33.34	Q115	59
Fiji	64.4	Q712	60
Finland	13.2	Q33	61
France	11.88	Q142	62
Gabon	33.57	Q1000	63
Gambia	47.47	Q1005	64
Georgia	29.78	Q230	65
Germany	21.34	Q183	66
Ghana	32.97	Q117	67
Greece	19.8	Q41	68
Greenland	50.23	Q223	69
Grenada	18.34	Q769	70
Guam	34.87	Q16635	71
Guatemala	20.55	Q774	72
Guinea	58.08	Q1006	73
Guinea-Bissau	59.98	Q1007	74
Guyana	20.56	Q734	75
Haiti	55.22	Q790	76
Honduras	36.74	Q783	77
Hungary	27.23	Q28	78
Iceland	18.87	Q189	79
India	146.63	Q668	80
Indonesia	57.58	Q252	81
Iran	24.9	Q794	82
Iraq	10.5	Q796	83
Ireland	29.02	Q27	84
Israel	14.64	Q801	85
Italy	15.19	Q38	86
Jamaica	23.61	Q766	87
Japan	11.41	Q17	88
Jordan	17.09	Q810	89
Kazakhstan	37.74	Q232	90
Kenya	40.38	Q114	91
Kiribati	115.1	Q710	92
Kuwait	7.96	Q817	93
Kyrgyzstan	37.5	Q813	94
Laos	75.31	Q819	95
Latvia	9.92	Q211	96
Lebanon	22.4	Q822	97
Lesotho	100.44	Q1013	98
Liberia	32.45	Q1014	99
Libya	31.4	Q1016	100
Lithuania	12.26	Q37	101
Luxembourg	22.13	Q32	102
Macedonia	16.11	Q221	103
Madagascar	71.34	Q1019	104
Malawi	36.92	Q1020	105
Malaysia	27.8	Q833	106
Maldives	41.33	Q826	107
Mali	62.48	Q912	108
Malta	18.21	Q233	109
Marshall Islands	92.54	Q709	110
Mauritania	34.26	Q1025	111
Mauritius	34.87	Q1027	112
Mexico	33.17	Q96	113
Micronesia (country)	78.65	Q702	114
Moldova	16.11	Q217	115
Mongolia	21.33	Q711	116
Montenegro	8.85	Q236	117
Morocco	27.94	Q1028	118
Mozambique	40.48	Q1029	119
Myanmar	150.26	Q836	120
Namibia	51.47	Q1030	121
Nepal	131.37	Q837	122
Netherlands	27.37	Q55	123
New Zealand	26.03	Q664	124
Nicaragua	20.29	Q811	125
Niger	48.31	Q1032	126
Nigeria	25.98	Q1033	127
North Korea	163.77	Q423	128
Northern Ireland	34.76	Q26	129
Northern Mariana Islands	35.26	Q16644	130
Norway	24.89	Q20	131
Oman	12.8	Q842	132
Pakistan	82.17	Q843	133
Palestine	20.24	Q219060	134
Panama	18.73	Q804	135
Papua New Guinea	350.72	Q691	136
Paraguay	22.06	Q733	137
Peru	23.63	Q419	138
Philippines	56.26	Q928	139
Poland	16.06	Q36	140
Portugal	22.39	Q45	141
Puerto Rico	20.51	Q1183	142
Qatar	13.62	Q846	143
Romania	19.21	Q218	144
Russia	16.27	Q159	145
Rwanda	45.2	Q1037	146
Saint Lucia	25.96	Q760	147
Saint Vincent and the Grenadines	15.81	Q757	148
Samoa	55.13	Q683	149
Sao Tome and Principe	94.47	Q1039	150
Saudi Arabia	24.56	Q851	151
Scotland	39.42	Q22	152
Senegal	44.59	Q1041	153
Serbia	25.89	Q403	154
Seychelles	28.3	Q1042	155
Sierra Leone	46.63	Q1044	156
Singapore	9.52	Q334	157
Slovakia	12.41	Q214	158
Slovenia	12.98	Q215	159
Solomon Islands	87.2	Q685	160
Somalia	58.32	Q1045	161
South Africa	46.89	Q258	162
South Korea	18.13	Q884	163
South Sudan	52.62	Q958	164
Spain	26.13	Q29	165
Sri Lanka	60.7	Q854	166
Sudan	37.45	Q1049	167
Suriname	23.07	Q730	168
Swaziland	68.23	Q1050	169
Sweden	18.21	Q34	170
Switzerland	13.99	Q39	171
Syria	27.44	Q858	172
Taiwan	23.94	Q865	173
Tajikistan	32.05	Q863	174
Tanzania	29.12	Q924	175
Thailand	21.67	Q869	176
Timor	67.96	Q574	177
Togo	44.87	Q945	178
Tonga	58.48	Q678	179
Trinidad and Tobago	14.98	Q754	180
Tunisia	23.26	Q948	181
Turkey	35.97	Q43	182
Turkmenistan	13.85	Q874	183
Uganda	38.72	Q1036	184
Ukraine	14.43	Q212	185
United Arab Emirates	43.91	Q878	186
United Kingdom	33.08	Q145	187
United States	34.05	Q30	188
United States Virgin Islands	18.1	Q11703	189
Uruguay	34.17	Q77	190
Uzbekistan	24.39	Q265	191
Vanuatu	103.71	Q686	192
Venezuela	22.72	Q717	193
Vietnam	45.29	Q881	194
Wales	35.23	Q25	195
Yemen	46.74	Q805	196
Zambia	40.69	Q953	197
Zimbabwe	59.22	Q954	198
