Country	2010	2019	ID	id_row
Afghanistan	15.9	19.1	Q889	0
Albania	11.9	15.3	Q222	1
Algeria	161.2	170.0	Q262	2
American Samoa	0.6	0.6	Q16641	3
Andorra	3.4	3.2	Q228	4
Angola	83.8	94.6	Q916	5
Antigua and Barbuda	1.1	1.7	Q781	6
Argentina	423.6	449.7	Q414	7
Armenia	9.3	13.7	Q399	8
Aruba	2.4	3.1	Q21203	9
Australia	1.1	1.7	Q408	10
Austria	391.9	446.3	Q40	11
Azerbaijan	52.9	48.0	Q227	12
Bahamas, The	10.1	12.8	Q778	13
Bahrain	25.7	38.6	Q398	14
Bangladesh	115.3	302.6	Q902	15
Barbados	4.5	5.2	Q244	16
Belarus	57.2	63.1	Q184	17
Belgium	481.0	529.6	Q31	18
Belize	1.4	1.9	Q242	19
Benin	9.5	14.4	Q962	20
Bhutan	1.5	2.4	Q917	21
Bolivia	19.6	40.9	Q750	22
Bosnia and Herzegovina	17.2	20.0	Q225	23
Botswana	12.8	18.3	Q963	24
Brazil	1.9	1.8	Q155	25
Brunei Darussalam	13.7	13.5	Q921	26
Bulgaria	50.4	67.9	Q219	27
Burkina Faso	10.1	15.7	Q965	28
Burundi	2.0	3.0	Q967	29
Cabo Verde	1.7	2.0	Q1011	30
Cambodia	11.2	27.1	Q424	31
Cameroon	26.2	38.8	Q1009	32
Canada	1613.5	1736.4	Q16	33
Cayman Islands	4.2	5.5	Q5785	34
Central African Republic	2.1	2.2	Q929	35
Chad	10.7	11.3	Q657	36
Chile	218.5	282.3	Q298	37
China	1.2	14342.9	Q148	38
Hong Kong SAR, China	228.6	366.0	Q8646	39
Macao SAR, China	28.1	53.9	Q14773	40
Colombia	286.6	323.8	Q739	41
Comoros	0.9	1.2	Q970	42
Congo, Dem. Rep.	21.6	47.3	Q974	43
Congo, Rep.	12.0	10.8	Q971	44
Costa Rica	37.3	61.8	Q800	45
Cote d'Ivoire	24.9	58.8	Q1008	46
Croatia	59.8	60.4	Q224	47
Cuba	64.3	100.0	Q241	48
Curacao	3.0	3.1	Q25279	49
Cyprus	25.7	24.6	Q229	50
Czech Republic	207.5	246.5	Q213	51
Denmark	322.0	348.1	Q35	52
Djibouti	1.1	3.3	Q977	53
Dominica	0.5	0.6	Q784	54
Dominican Republic	53.9	88.9	Q786	55
Ecuador	69.6	107.4	Q736	56
Egypt, Arab Rep.	218.9	303.2	Q79	57
El Salvador	18.4	27.0	Q792	58
Equatorial Guinea	16.3	11.0	Q983	59
Estonia	19.7	31.4	Q191	60
Eswatini	4.4	4.4	Q1050	61
Ethiopia	29.9	96.1	Q115	62
Faroe Islands	2.3	2.8	Q4628	63
Fiji	3.1	5.5	Q712	64
Finland	249.2	268.8	Q33	65
France	1.6	1.5	Q142	66
Gabon	14.4	16.7	Q1000	67
Gambia, The	1.5	1.8	Q1005	68
Georgia	12.2	17.7	Q230	69
Germany	1.4	1.6	Q183	70
Ghana	32.2	67.0	Q117	71
Greece	299.4	209.9	Q41	72
Greenland	2.5	3.1	Q223	73
Grenada	0.8	1.2	Q769	74
Guam	4.9	5.9	Q16635	75
Guatemala	41.3	76.7	Q774	76
Guinea	6.9	13.6	Q1006	77
Guinea-Bissau	0.8	1.3	Q1007	78
Guyana	2.3	4.3	Q734	79
Haiti	6.6	8.5	Q790	80
Honduras	15.8	25.1	Q783	81
Hungary	131.1	161.0	Q28	82
Iceland	13.7	24.2	Q189	83
India	1.6	1.1	Q668	84
Indonesia	755.1	1119.2	Q252	85
Iran, Islamic Rep.	486.8	445.3	Q794	86
Iraq	138.5	234.1	Q796	87
Ireland	222.1	388.7	Q27	88
Isle of Man	5.9	6.8	Q9676	89
Israel	234.0	395.1	Q801	90
Italy	2134.0	2001.2	Q38	91
Jamaica	13.2	16.5	Q766	92
Japan	1.1	5081.8	Q17	93
Jordan	26.8	43.7	Q810	94
Kazakhstan	148.0	180.2	Q232	95
Kenya	40.0	95.5	Q114	96
Kiribati	0.2	0.2	Q710	97
Korea, Rep.	1.1	1.4	Q884	98
Kosovo	5.8	7.9	Q1246	99
Kuwait	115.4	134.8	Q817	100
Kyrgyz Republic	4.8	8.5	Q813	101
Lao PDR	7.1	18.2	Q819	102
Latvia	23.8	34.1	Q211	103
Lebanon	38.4	53.4	Q822	104
