Country	deaths	ID	id_row
Afghanistan	808.0	Q889	0
Albania		Q222	1
Algeria	11.0	Q262	2
American Samoa		Q16641	3
Andorra		Q228	4
Angola	509.0	Q916	5
Antigua and Barbuda		Q781	6
Argentina	10.0	Q414	7
Armenia		Q399	8
Australia		Q408	9
Austria		Q40	10
Azerbaijan	16.0	Q227	11
Bahamas		Q778	12
Bahrain		Q398	13
Bangladesh	295.0	Q902	14
Barbados		Q244	15
Belarus		Q184	16
Belgium		Q31	17
Belize		Q242	18
Benin	166.0	Q962	19
Bermuda		Q23635	20
Bhutan		Q917	21
Bolivia	20.0	Q750	22
Bosnia and Herzegovina		Q225	23
Botswana	7.0	Q963	24
Brazil	55.0	Q155	25
Brunei		Q921	26
Bulgaria		Q219	27
Burkina Faso	412.0	Q965	28
Burundi	539.0	Q967	29
Cambodia	34.0	Q424	30
Cameroon	277.0	Q1009	31
Canada		Q16	32
Cape Verde		Q1011	33
Central African Republic	239.0	Q929	34
Chad	1070.0	Q657	35
Chile		Q298	36
China	147.0	Q148	37
Colombia	19.0	Q739	38
Comoros	4.0	Q970	39
Congo	33.0	Q971	40
Costa Rica		Q800	41
Cote d'Ivoire	337.0	Q1008	42
Croatia		Q224	43
Cuba		Q241	44
Cyprus		Q229	45
Czech Republic		Q213	46
Democratic Republic of Congo	2848.0	Q974	47
Denmark		Q35	48
Djibouti	7.0	Q977	49
Dominica		Q784	50
Dominican Republic	9.0	Q786	51
Ecuador	27.0	Q736	52
Egypt	169.0	Q79	53
El Salvador	1.0	Q792	54
England	2.0	Q21	55
Equatorial Guinea	3.0	Q983	56
Eritrea	118.0	Q986	57
Estonia		Q191	58
Ethiopia	1088.0	Q115	59
Fiji	2.0	Q712	60
Finland		Q33	61
France	2.0	Q142	62
Gabon	3.0	Q1000	63
Gambia	14.0	Q1005	64
Georgia		Q230	65
Germany		Q183	66
Ghana	119.0	Q117	67
Greece		Q41	68
Greenland		Q223	69
Grenada		Q769	70
Guam		Q16635	71
Guatemala	81.0	Q774	72
Guinea	190.0	Q1006	73
Guinea-Bissau	26.0	Q1007	74
Guyana		Q734	75
Haiti	172.0	Q790	76
Honduras	5.0	Q783	77
Hungary		Q28	78
Iceland		Q189	79
India	4314.0	Q668	80
Indonesia	286.0	Q252	81
Iran	13.0	Q794	82
Iraq	59.0	Q796	83
Ireland		Q27	84
Israel		Q801	85
Italy		Q38	86
Jamaica		Q766	87
Japan	4.0	Q17	88
Jordan	4.0	Q810	89
Kazakhstan	10.0	Q232	90
Kenya	297.0	Q114	91
Kiribati		Q710	92
Kuwait		Q817	93
Kyrgyzstan	9.0	Q813	94
Laos	32.0	Q819	95
Latvia		Q211	96
Lebanon		Q822	97
Lesotho	8.0	Q1013	98
Liberia	104.0	Q1014	99
Libya	3.0	Q1016	100
Lithuania		Q37	101
Luxembourg		Q32	102
Macedonia		Q221	103
Madagascar	542.0	Q1019	104
Malawi	122.0	Q1020	105
Malaysia	2.0	Q833	106
Maldives		Q826	107
Mali	488.0	Q912	108
Malta		Q233	109
Marshall Islands		Q709	110
Mauritania	23.0	Q1025	111
Mauritius		Q1027	112
Mexico	47.0	Q96	113
Micronesia (country)		Q702	114
Moldova		Q217	115
Mongolia	4.0	Q711	116
Montenegro		Q236	117
Morocco	17.0	Q1028	118
Mozambique	280.0	Q1029	119
Myanmar	86.0	Q836	120
Namibia	11.0	Q1030	121
Nepal	33.0	Q837	122
Netherlands		Q55	123
New Zealand		Q664	124
Nicaragua	3.0	Q811	125
Niger	919.0	Q1032	126
Nigeria	5024.0	Q1033	127
North Korea	16.0	Q423	128
Northern Ireland		Q26	129
Northern Mariana Islands		Q16644	130
Norway		Q20	131
Oman		Q842	132
Pakistan	1861.0	Q843	133
Palestine	2.0	Q219060	134
Panama	4.0	Q804	135
Papua New Guinea	61.0	Q691	136
Paraguay		Q733	137
Peru	20.0	Q419	138
Philippines	365.0	Q928	139
Poland		Q36	140
Portugal		Q45	141
Puerto Rico		Q1183	142
Qatar		Q846	143
Romania	3.0	Q218	144
Russia	8.0	Q159	145
Rwanda	121.0	Q1037	146
Saint Lucia		Q760	147
Saint Vincent and the Grenadines		Q757	148
Samoa		Q683	149
Sao Tome and Principe		Q1039	150
Saudi Arabia	2.0	Q851	151
Scotland		Q22	152
Senegal	118.0	Q1041	153
Serbia		Q403	154
Seychelles		Q1042	155
Sierra Leone	178.0	Q1044	156
Singapore		Q334	157
Slovakia		Q214	158
Slovenia		Q215	159
Solomon Islands	3.0	Q685	160
Somalia	392.0	Q1045	161
South Africa	112.0	Q258	162
South Korea		Q884	163
South Sudan	322.0	Q958	164
Spain		Q29	165
Sri Lanka	2.0	Q854	166
Sudan	478.0	Q1049	167
Suriname		Q730	168
Swaziland	6.0	Q1050	169
Sweden		Q34	170
Switzerland		Q39	171
Syria	11.0	Q858	172
Taiwan		Q865	173
Tajikistan	91.0	Q863	174
Tanzania	454.0	Q924	175
Thailand	12.0	Q869	176
Timor	5.0	Q574	177
Togo	63.0	Q945	178
Tonga		Q678	179
Trinidad and Tobago		Q754	180
Tunisia	1.0	Q948	181
Turkey	10.0	Q43	182
Turkmenistan	11.0	Q874	183
Uganda	271.0	Q1036	184
Ukraine	3.0	Q212	185
United Arab Emirates		Q878	186
United Kingdom	2.0	Q145	187
United States	4.0	Q30	188
United States Virgin Islands		Q11703	189
Uruguay		Q77	190
Uzbekistan	65.0	Q265	191
Vanuatu		Q686	192
Venezuela	17.0	Q717	193
Vietnam	24.0	Q881	194
Wales		Q25	195
Yemen	479.0	Q805	196
Zambia	184.0	Q953	197
Zimbabwe	133.0	Q954	198
