Country	Exports2010	Exports2019	ID	id_row
Afghanistan	2566.0	1509.0	Q889	0
Albania	3324.0	4815.0	Q222	1
Algeria	60588.0	37572.0	Q262	2
Angola	51452.0	35180.0	Q916	3
Antigua and Barbuda	524.0	1152.0	Q781	4
Argentina	81123.0	79339.0	Q414	5
Armenia	2211.0	5274.0	Q399	6
Aruba	1825.0	2542.0	Q21203	7
Australia	260249.0	342651.0	Q408	8
Austria	197755.0	246776.0	Q40	9
Azerbaijan	28235.0	23630.0	Q227	10
Bahamas, The	3196.0	4379.0	Q778	11
Bahrain	17880.0	30097.0	Q398	12
Bangladesh	21654.0	45188.0	Q902	13
Belarus	29339.0	41931.0	Q184	14
Belgium	369295.0	431902.0	Q31	15
Belize	830.0	1077.0	Q242	16
Benin	1660.0	3848.0	Q962	17
Bermuda	1416.0	1578.0	Q23635	18
Bhutan	590.0	745.0	Q917	19
Bolivia	6837.0	10271.0	Q750	20
Bosnia and Herzegovina	5094.0	8074.0	Q225	21
Botswana	5273.0	7341.0	Q963	22
Brazil	231996.0	259792.0	Q155	23
Brunei Darussalam	9262.0	7828.0	Q921	24
Bulgaria	25304.0	43168.0	Q219	25
Burkina Faso	1891.0	4511.0	Q965	26
Burundi	181.0	285.0	Q967	27
Cabo Verde	630.0	1008.0	Q1011	28
Cambodia	5931.0	21073.0	Q424	29
Cameroon	5613.0	7301.0	Q1009	30
Canada	469288.0	548717.0	Q16	31
Chile	81956.0	85725.0	Q298	32
China	1603944.0	2643377.0	Q148	33
Hong Kong SAR, China	469442.0	648982.0	Q8646	34
Macao SAR, China	24690.0	45582.0	Q14773	35
Colombia	45883.0	52362.0	Q739	36
Comoros	88.0	152.0	Q970	37
Congo, Dem. Rep.	8867.0	16082.0	Q974	38
Costa Rica	12514.0	21126.0	Q800	39
Cote d'Ivoire	12606.0	13043.0	Q1008	40
Croatia	21500.0	31073.0	Q224	41
Curacao	2102.0	1921.0	Q25279	42
Cyprus	12939.0	17182.0	Q229	43
Czech Republic	137030.0	186049.0	Q213	44
Denmark	162707.0	194853.0	Q35	45
Djibouti	421.0	4562.0	Q977	46
Dominica	174.0	162.0	Q784	47
Dominican Republic	12271.0	20564.0	Q786	48
Ecuador	19609.0	26059.0	Q736	49
Egypt, Arab Rep.	48831.0	53523.0	Q79	50
El Salvador	4971.0	7983.0	Q792	51
Estonia	14647.0	22820.0	Q191	52
Eswatini	2063.0	2070.0	Q1050	53
Ethiopia	4644.0	7624.0	Q115	54
Fiji	1807.0	2644.0	Q712	55
Finland	95827.0	107421.0	Q33	56
France	709353.0	882761.0	Q142	57
Gambia, The	271.0	348.0	Q1005	58
Georgia	4034.0	9545.0	Q230	59
Germany	1443338.0	1810933.0	Q183	60
Ghana	9437.0	22515.0	Q117	61
Greece	59905.0	81184.0	Q41	62
Grenada	184.0	650.0	Q769	63
Guatemala	9600.0	13582.0	Q774	64
Guinea	1534.0	4082.0	Q1006	65
Guinea-Bissau	171.0	380.0	Q1007	66
Guyana	1133.0	1597.0	Q734	67
Haiti	1016.0	1778.0	Q790	68
Honduras	4939.0	7370.0	Q783	69
Hungary	107223.0	134146.0	Q28	70
Iceland	7137.0	10955.0	Q189	71
India	348035.0	545706.0	Q668	72
Indonesia	166636.0	200100.0	Q252	73
