Country	1990	2018	ID	id_row
Afghanistan	50.0	64.0	Q889	0
Albania	72.0	78.0	Q222	1
Algeria	67.0	77.0	Q262	2
Angola	45.0	61.0	Q916	3
Antigua and Barbuda	72.0	77.0	Q781	4
Argentina	72.0	77.0	Q414	5
Armenia	68.0	75.0	Q399	6
Aruba	73.0	76.0	Q21203	7
Australia	77.0	83.0	Q408	8
Austria	76.0	82.0	Q40	9
Azerbaijan	65.0	73.0	Q227	10
Bahamas, The	70.0	74.0	Q778	11
Bahrain	72.0	77.0	Q398	12
Bangladesh	58.0	72.0	Q902	13
Barbados	75.0	79.0	Q244	14
Belarus	71.0	74.0	Q184	15
Belgium	76.0	82.0	Q31	16
Belize	71.0	74.0	Q242	17
Benin	54.0	61.0	Q962	18
Bermuda	74.0	82.0	Q23635	19
Bhutan	53.0	71.0	Q917	20
Bolivia	56.0	71.0	Q750	21
Bosnia and Herzegovina	71.0	77.0	Q225	22
Botswana	59.0	69.0	Q963	23
Brazil	66.0	76.0	Q155	24
Brunei Darussalam	70.0	76.0	Q921	25
Bulgaria	72.0	75.0	Q219	26
Burkina Faso	49.0	61.0	Q965	27
Burundi	48.0	61.0	Q967	28
Cabo Verde	65.0	73.0	Q1011	29
Cambodia	54.0	70.0	Q424	30
Cameroon	53.0	59.0	Q1009	31
Canada	77.0	82.0	Q16	32
Central African Republic	49.0	53.0	Q929	33
Chad	47.0	54.0	Q657	34
Channel Islands	75.0	83.0	Q42314	35
Chile	74.0	80.0	Q298	36
China	69.0	77.0	Q148	37
Hong Kong SAR, China	77.0	85.0	Q8646	38
Macao SAR, China	77.0	84.0	Q14773	39
Colombia	70.0	77.0	Q739	40
Comoros	57.0	64.0	Q970	41
Congo, Dem. Rep.	49.0	60.0	Q974	42
Congo, Rep.	55.0	64.0	Q971	43
Costa Rica	76.0	80.0	Q800	44
Cote d'Ivoire	53.0	57.0	Q1008	45
Croatia	72.0	78.0	Q224	46
Cuba	75.0	79.0	Q241	47
Cyprus	77.0	81.0	Q229	48
Czech Republic	71.0	79.0	Q213	49
Denmark	75.0	81.0	Q35	50
Djibouti	57.0	67.0	Q977	51
Dominican Republic	67.0	74.0	Q786	52
Ecuador	69.0	77.0	Q736	53
Egypt, Arab Rep.	65.0	72.0	Q79	54
El Salvador	64.0	73.0	Q792	55
Equatorial Guinea	49.0	58.0	Q983	56
Eritrea	50.0	66.0	Q986	57
Estonia	69.0	78.0	Q191	58
Eswatini	62.0	59.0	Q1050	59
Ethiopia	47.0	66.0	Q115	60
Faroe Islands	76.0	83.0	Q4628	61
Fiji	65.0	67.0	Q712	62
Finland	75.0	82.0	Q33	63
France	77.0	83.0	Q142	64
French Polynesia	69.0	77.0	Q30971	65
Gabon	61.0	66.0	Q1000	66
Gambia, The	52.0	62.0	Q1005	67
Georgia	70.0	74.0	Q230	68
Germany	75.0	81.0	Q183	69
Ghana	57.0	64.0	Q117	70
Greece	77.0	82.0	Q41	71
Greenland	65.0	71.0	Q223	72
Grenada	70.0	72.0	Q769	73
Guam	72.0	80.0	Q16635	74
Guatemala	62.0	74.0	Q774	75
Guinea	50.0	61.0	Q1006	76
Guinea-Bissau	47.0	58.0	Q1007	77
Guyana	63.0	70.0	Q734	78
Haiti	54.0	64.0	Q790	79
Honduras	67.0	75.0	Q783	80
Hungary	69.0	76.0	Q28	81
Iceland	78.0	83.0	Q189	82
India	58.0	69.0	Q668	83
Indonesia	62.0	72.0	Q252	84
Iran, Islamic Rep.	64.0	76.0	Q794	85
Iraq	66.0	70.0	Q796	86
Ireland	75.0	82.0	Q27	87
Israel	77.0	83.0	Q801	88
Italy	77.0	83.0	Q38	89
Jamaica	73.0	74.0	Q766	90
Japan	79.0	84.0	Q17	91
Jordan	70.0	74.0	Q810	92
Kazakhstan	68.0	73.0	Q232	93
Kenya	57.0	66.0	Q114	94
Kiribati	60.0	68.0	Q710	95
Korea, Dem. Peopleâ€™s Rep.	70.0	72.0	Q423	96
Korea, Rep.	72.0	83.0	Q884	97
Kosovo	68.0	72.0	Q1246	98
Kuwait	72.0	75.0	Q817	99
Kyrgyz Republic	68.0	71.0	Q813	100
Lao PDR	53.0	68.0	Q819	101
Latvia	69.0	75.0	Q211	102
Lebanon	70.0	79.0	Q822	103
Lesotho	60.0	54.0	Q1013	104
Liberia	46.0	64.0	Q1014	105
Libya	69.0	73.0	Q1016	106
Lithuania	71.0	76.0	Q37	107
Luxembourg	75.0	82.0	Q32	108
Madagascar	51.0	67.0	Q1019	109
Malawi	46.0	64.0	Q1020	110
Malaysia	71.0	76.0	Q833	111
Maldives	62.0	79.0	Q826	112
Mali	46.0	59.0	Q912	113
Malta	77.0	82.0	Q233	114
Mauritania	60.0	65.0	Q1025	115
Mauritius	69.0	74.0	Q1027	116
Mexico	71.0	75.0	Q96	117
Micronesia, Fed. Sts.	64.0	68.0	Q702	118
Moldova	68.0	72.0	Q217	119
Mongolia	60.0	70.0	Q711	120
Montenegro	75.0	77.0	Q236	121
Morocco	65.0	76.0	Q1028	122
Mozambique	45.0	60.0	Q1029	123
Myanmar	57.0	67.0	Q836	124
Namibia	62.0	63.0	Q1030	125
Nepal	54.0	70.0	Q837	126
Netherlands	77.0	82.0	Q55	127
New Caledonia	70.0	77.0	Q33788	128
New Zealand	75.0	82.0	Q664	129
Nicaragua	64.0	74.0	Q811	130
Niger	44.0	62.0	Q1032	131
Nigeria	46.0	54.0	Q1033	132
North Macedonia	71.0	76.0	Q221	133
Norway	77.0	83.0	Q20	134
Oman	67.0	78.0	Q842	135
Pakistan	60.0	67.0	Q843	136
Panama	73.0	78.0	Q804	137
Papua New Guinea	56.0	64.0	Q691	138
