Country	Deaths	ID	id_row
Afghanistan	160003.0	Q889	0
Burkina Faso	43.0	Q965	1
Burundi	5869.0	Q967	2
Cameroon	2925.0	Q1009	3
Central African Republic	1118.0	Q929	4
Chad	4627.0	Q657	5
Congo, Dem. Rep.	14803.0	Q974	6
Congo, Rep.	218.0	Q971	7
Cote d'Ivoire	908.0	Q1008	8
Eritrea	25082.0	Q986	9
Guinea-Bissau	0.0	Q1007	10
Haiti	207.0	Q790	11
Iraq	72172.0	Q796	12
Lebanon	874.0	Q822	13
Liberia	2677.0	Q1014	14
Libya	6517.0	Q1016	15
Mali	2690.0	Q912	16
Myanmar	5097.0	Q836	17
Niger	1088.0	Q1032	18
Nigeria	17141.0	Q1033	19
Somalia	21439.0	Q1045	20
South Sudan	5334.0	Q958	21
Sudan	25077.0	Q1049	22
Syrian Arab Republic	287696.0	Q858	23
Yemen, Rep.	22015.0	Q805	24
