Country	deaths	ID	id_row
Afghanistan	26054.0	Q889	0
Albania	1639.0	Q222	1
Algeria	13222.0	Q262	2
American Samoa	22.0	Q16641	3
Andorra	23.0	Q228	4
Angola	10728.0	Q916	5
Antigua and Barbuda	31.0	Q781	6
Argentina	17011.0	Q414	7
Armenia	2630.0	Q399	8
Australia	4884.0	Q408	9
Austria	3489.0	Q40	10
Azerbaijan	6339.0	Q227	11
Bahamas	112.0	Q778	12
Bahrain	407.0	Q398	13
Bangladesh	122734.0	Q902	14
Barbados	172.0	Q244	15
Belarus	8265.0	Q184	16
Belgium	4980.0	Q31	17
Belize	109.0	Q242	18
Benin	6182.0	Q962	19
Bermuda	23.0	Q23635	20
Bhutan	397.0	Q917	21
Bolivia	4263.0	Q750	22
Bosnia and Herzegovina	3372.0	Q225	23
Botswana	822.0	Q963	24
Brazil	66245.0	Q155	25
Brunei	52.0	Q921	26
Bulgaria	7684.0	Q219	27
Burkina Faso	15212.0	Q965	28
Burundi	6520.0	Q967	29
Cambodia	10744.0	Q424	30
Cameroon	13301.0	Q1009	31
Canada	7835.0	Q16	32
Cape Verde	230.0	Q1011	33
Central African Republic	4711.0	Q929	34
Chad	14329.0	Q657	35
Chile	5666.0	Q298	36
China	1240000.0	Q148	37
Colombia	11963.0	Q739	38
Comoros	392.0	Q970	39
Congo	2440.0	Q971	40
Costa Rica	1042.0	Q800	41
Cote d'Ivoire	13404.0	Q1008	42
Croatia	3089.0	Q224	43
Cuba	6236.0	Q241	44
Cyprus	499.0	Q229	45
Czech Republic	6461.0	Q213	46
Democratic Republic of Congo	53515.0	Q974	47
Denmark	2366.0	Q35	48
Djibouti	404.0	Q977	49
Dominica	36.0	Q784	50
Dominican Republic	3364.0	Q786	51
Ecuador	3851.0	Q736	52
Egypt	60543.0	Q79	53
El Salvador	2654.0	Q792	54
England	20929.0	Q21	55
Equatorial Guinea	335.0	Q983	56
Eritrea	3144.0	Q986	57
Estonia	452.0	Q191	58
Ethiopia	40614.0	Q115	59
Fiji	669.0	Q712	60
Finland	1127.0	Q33	61
France	18992.0	Q142	62
Gabon	674.0	Q1000	63
Gambia	1281.0	Q1005	64
Georgia	4208.0	Q230	65
Germany	41839.0	Q183	66
Ghana	15080.0	Q117	67
Greece	6944.0	Q41	68
Greenland	20.0	Q223	69
Grenada	81.0	Q769	70
Guam	76.0	Q16635	71
Guatemala	7185.0	Q774	72
