Country	deaths	ID	id_row
Afghanistan	862.0	Q889	0
Albania	142.0	Q222	1
Algeria	2035.0	Q262	2
American Samoa	2.0	Q16641	3
Andorra	5.0	Q228	4
Angola	837.0	Q916	5
Antigua and Barbuda	4.0	Q781	6
Argentina	3772.0	Q414	7
Armenia	237.0	Q399	8
Australia	2870.0	Q408	9
Austria	650.0	Q40	10
Azerbaijan	697.0	Q227	11
Bahamas	20.0	Q778	12
Bahrain	56.0	Q398	13
Bangladesh	4804.0	Q902	14
Barbados	15.0	Q244	15
Belarus	1297.0	Q184	16
Belgium	755.0	Q31	17
Belize	19.0	Q242	18
Benin	264.0	Q962	19
Bermuda	4.0	Q23635	20
Bhutan	21.0	Q917	21
Bolivia	520.0	Q750	22
Bosnia and Herzegovina	235.0	Q225	23
Botswana	167.0	Q963	24
Brazil	14739.0	Q155	25
Brunei	17.0	Q921	26
Bulgaria	645.0	Q219	27
Burkina Faso	313.0	Q965	28
Burundi	163.0	Q967	29
Cambodia	492.0	Q424	30
Cameroon	1220.0	Q1009	31
Canada	4297.0	Q16	32
Cape Verde	35.0	Q1011	33
Central African Republic	218.0	Q929	34
Chad	307.0	Q657	35
Chile	1746.0	Q298	36
China	129306.0	Q148	37
Colombia	1925.0	Q739	38
Comoros	13.0	Q970	39
Congo	280.0	Q971	40
Costa Rica	353.0	Q800	41
Cote d'Ivoire	1109.0	Q1008	42
Croatia	247.0	Q224	43
Cuba	727.0	Q241	44
Cyprus	40.0	Q229	45
Czech Republic	771.0	Q213	46
Democratic Republic of Congo	2105.0	Q974	47
Denmark	547.0	Q35	48
Djibouti	26.0	Q977	49
Dominica	4.0	Q784	50
Dominican Republic	574.0	Q786	51
Ecuador	840.0	Q736	52
Egypt	2162.0	Q79	53
El Salvador	532.0	Q792	54
England	4124.0	Q21	55
Equatorial Guinea	53.0	Q983	56
Eritrea	153.0	Q986	57
Estonia	215.0	Q191	58
Ethiopia	1461.0	Q115	59
Fiji	30.0	Q712	60
Finland	659.0	Q33	61
France	5367.0	Q142	62
Gabon	76.0	Q1000	63
Gambia	105.0	Q1005	64
Georgia	463.0	Q230	65
Germany	6660.0	Q183	66
Ghana	1556.0	Q117	67
Greece	481.0	Q41	68
Greenland	7.0	Q223	69
Grenada	7.0	Q769	70
Guam	13.0	Q16635	71
Guatemala	1925.0	Q774	72
Guinea	361.0	Q1006	73
Guinea-Bissau	80.0	Q1007	74
Guyana	63.0	Q734	75
Haiti	486.0	Q790	76
Honduras	694.0	Q783	77
Hungary	370.0	Q28	78
Iceland	21.0	Q189	79
India	53281.0	Q668	80
Indonesia	6837.0	Q252	81
Iran	7022.0	Q794	82
Iraq	1117.0	Q796	83
Ireland	322.0	Q27	84
Israel	276.0	Q801	85
Italy	5107.0	Q38	86
Jamaica	92.0	Q766	87
Japan	8557.0	Q17	88
