Country	deaths	ID	id_row
Afghanistan	3457.0	Q889	0
Albania	1668.0	Q222	1
Algeria	5829.0	Q262	2
American Samoa	9.0	Q16641	3
Andorra	17.0	Q228	4
Angola	1895.0	Q916	5
Antigua and Barbuda	13.0	Q781	6
Argentina	10793.0	Q414	7
Armenia	1962.0	Q399	8
Australia	2650.0	Q408	9
Austria	3140.0	Q40	10
Azerbaijan	6201.0	Q227	11
Bahamas	53.0	Q778	12
Bahrain	98.0	Q398	13
Bangladesh	44011.0	Q902	14
Barbados	57.0	Q244	15
Belarus	8484.0	Q184	16
Belgium	2390.0	Q31	17
Belize	24.0	Q242	18
Benin	650.0	Q962	19
Bermuda	15.0	Q23635	20
Bhutan	186.0	Q917	21
Bolivia	2176.0	Q750	22
Bosnia and Herzegovina	2256.0	Q225	23
Botswana	223.0	Q963	24
Brazil	51434.0	Q155	25
Brunei	139.0	Q921	26
Bulgaria	9423.0	Q219	27
Burkina Faso	1213.0	Q965	28
Burundi	724.0	Q967	29
Cambodia	4570.0	Q424	30
Cameroon	1580.0	Q1009	31
Canada	12191.0	Q16	32
Cape Verde	66.0	Q1011	33
Central African Republic	410.0	Q929	34
Chad	807.0	Q657	35
Chile	5976.0	Q298	36
China	1660000.0	Q148	37
Colombia	10407.0	Q739	38
Comoros	92.0	Q970	39
Congo	570.0	Q971	40
Costa Rica	899.0	Q800	41
Cote d'Ivoire	3336.0	Q1008	42
Croatia	3364.0	Q224	43
Cuba	2031.0	Q241	44
Cyprus	255.0	Q229	45
Czech Republic	7174.0	Q213	46
Democratic Republic of Congo	1810.0	Q974	47
Denmark	1144.0	Q35	48
Djibouti	96.0	Q977	49
Dominica	15.0	Q784	50
Dominican Republic	1383.0	Q786	51
Ecuador	3234.0	Q736	52
Egypt	17086.0	Q79	53
El Salvador	1147.0	Q792	54
England	11670.0	Q21	55
Equatorial Guinea	89.0	Q983	56
Eritrea	438.0	Q986	57
Estonia	1111.0	Q191	58
Ethiopia	5157.0	Q115	59
Fiji	433.0	Q712	60
Finland	1896.0	Q33	61
France	14078.0	Q142	62
Gabon	246.0	Q1000	63
Gambia	162.0	Q1005	64
Georgia	4490.0	Q230	65
Germany	33037.0	Q183	66
