Country	Total	ID	id_row
Libya	12.0	Q1016	98
Lithuania	4.0	Q37	99
Luxembourg	3.0	Q32	100
Madagascar	52.0	Q1019	101
Malawi	44.0	Q1020	102
Malaysia	8.0	Q833	103
Maldives	8.0	Q826	104
Mali	97.0	Q912	105
Malta	7.0	Q233	106
Marshall Islands	33.0	Q709	107
Mauritania	75.0	Q1025	108
Mauritius	15.0	Q1027	109
Mexico	15.0	Q96	110
Micronesia, Fed. Sts.	31.0	Q702	111
Moldova	15.0	Q217	112
Monaco	3.0	Q235	113
Mongolia	17.0	Q711	114
Montenegro	3.0	Q236	115
Morocco	22.0	Q1028	116
Mozambique	77.0	Q1029	117
Myanmar	46.0	Q836	118
Namibia	43.0	Q1030	119
Nepal	32.0	Q837	120
Netherlands	4.0	Q55	121
New Zealand	5.0	Q664	122
Nicaragua	17.0	Q811	123
Niger	83.0	Q1032	124
Nigeria	120.0	Q1033	125
North Macedonia	8.0	Q221	126
Norway	3.0	Q20	127
Oman	11.0	Q842	128
Pakistan	69.0	Q843	129
Palau	18.0	Q695	130
Panama	15.0	Q804	131
Papua New Guinea	46.0	Q691	132
Paraguay	20.0	Q733	133
Peru	14.0	Q419	134
Philippines	28.0	Q928	135
Poland	5.0	Q36	136
Portugal	4.0	Q45	137
Qatar	7.0	Q846	138
Romania	8.0	Q218	139
Russian Federation	6.0	Q159	140
Rwanda	36.0	Q1037	141
Samoa	16.0	Q683	142
San Marino	2.0	Q238	143
Sao Tome and Principe	31.0	Q1039	144
Saudi Arabia	7.0	Q851	145
Senegal	47.0	Q1041	146
Serbia	6.0	Q403	147
Seychelles	15.0	Q1042	148
Sierra Leone	114.0	Q1044	149
Singapore	3.0	Q334	150
Slovak Republic	6.0	Q214	151
Slovenia	2.0	Q215	152
Solomon Islands	20.0	Q685	153
Somalia	120.0	Q1045	154
South Africa	35.0	Q258	155
South Sudan	96.0	Q958	156
Spain	3.0	Q29	157
Sri Lanka	7.0	Q854	158
St. Kitts and Nevis	16.0	Q763	159
St. Lucia	22.0	Q760	160
St. Vincent and the Grenadines	15.0	Q757	161
Sudan	60.0	Q1049	162
Suriname	19.0	Q730	163
Sweden	3.0	Q34	164
Switzerland	4.0	Q39	165
Syrian Arab Republic	22.0	Q858	166
Tajikistan	35.0	Q863	167
Tanzania	52.0	Q924	168
Thailand	9.0	Q869	169
Timor-Leste	46.0	Q574	170
Togo	69.0	Q945	171
Tonga	17.0	Q678	172
Trinidad and Tobago	18.0	Q754	173
Tunisia	17.0	Q948	174
Turkey	11.0	Q43	175
Turkmenistan	42.0	Q874	176
Tuvalu	25.0	Q672	177
Uganda	48.0	Q1036	178
Ukraine	9.0	Q212	179
United Arab Emirates	8.0	Q878	180
United Kingdom	4.0	Q145	181
United States	7.0	Q30	182
Uruguay	8.0	Q77	183
Uzbekistan	18.0	Q265	184
Vanuatu	27.0	Q686	185
Venezuela, RB	24.0	Q717	186
Vietnam	20.0	Q881	187
West Bank and Gaza	20.0	Q407199	188
Yemen, Rep.	59.0	Q805	189
Zambia	63.0	Q953	190
Zimbabwe	56.0	Q954	191
