Country	Total	ID	id_row
Afghanistan	63.0	Q889	0
Albania	10.0	Q222	1
Algeria	24.0	Q262	2
Andorra	3.0	Q228	3
Angola	78.0	Q916	4
Antigua and Barbuda	7.0	Q781	5
Argentina	10.0	Q414	6
Armenia	12.0	Q399	7
Australia	4.0	Q408	8
Austria	4.0	Q40	9
Azerbaijan	22.0	Q227	10
Bahamas, The	13.0	Q778	11
Bahrain	7.0	Q398	12
Bangladesh	32.0	Q902	13
Barbados	13.0	Q244	14
Belarus	3.0	Q184	15
Belgium	4.0	Q31	16
Belize	13.0	Q242	17
Benin	93.0	Q962	18
Bhutan	30.0	Q917	19
Bolivia	27.0	Q750	20
Bosnia and Herzegovina	6.0	Q225	21
Botswana	43.0	Q963	22
Brazil	14.0	Q155	23
Brunei Darussalam	11.0	Q921	24
Bulgaria	7.0	Q219	25
Burkina Faso	91.0	Q965	26
Burundi	59.0	Q967	27
Cabo Verde	16.0	Q1011	28
Cambodia	28.0	Q424	29
Cameroon	78.0	Q1009	30
Canada	5.0	Q16	31
Central African Republic	114.0	Q929	32
Chad	118.0	Q657	33
Chile	7.0	Q298	34
China	9.0	Q148	35
Colombia	14.0	Q739	36
Comoros	65.0	Q970	37
Congo, Dem. Rep.	88.0	Q974	38
Congo, Rep.	49.0	Q971	39
Costa Rica	9.0	Q800	40
Cote d'Ivoire	82.0	Q1008	41
Croatia	5.0	Q224	42
Cuba	5.0	Q241	43
Cyprus	2.0	Q229	44
Czech Republic	3.0	Q213	45
Denmark	4.0	Q35	46
Djibouti	59.0	Q977	47
Dominica	34.0	Q784	48
Dominican Republic	29.0	Q786	49
Ecuador	14.0	Q736	50
Egypt, Arab Rep.	21.0	Q79	51
El Salvador	14.0	Q792	52
Equatorial Guinea	85.0	Q983	53
Eritrea	42.0	Q986	54
Estonia	3.0	Q191	55
Eswatini	55.0	Q1050	56
Ethiopia	53.0	Q115	57
Fiji	26.0	Q712	58
Finland	2.0	Q33	59
France	4.0	Q142	60
Gabon	44.0	Q1000	61
Gambia, The	54.0	Q1005	62
Georgia	10.0	Q230	63
Germany	4.0	Q183	64
Ghana	48.0	Q117	65
Greece	4.0	Q41	66
Grenada	17.0	Q769	67
Guatemala	25.0	Q774	68
Guinea	101.0	Q1006	69
Guinea-Bissau	81.0	Q1007	70
Guyana	30.0	Q734	71
Haiti	65.0	Q790	72
Honduras	17.0	Q783	73
Hungary	4.0	Q28	74
Iceland	2.0	Q189	75
India	36.0	Q668	76
Indonesia	25.0	Q252	77
Iran, Islamic Rep.	14.0	Q794	78
Iraq	27.0	Q796	79
Ireland	3.0	Q27	80
Israel	4.0	Q801	81
Italy	3.0	Q38	82
Jamaica	14.0	Q766	83
Japan	3.0	Q17	84
Jordan	16.0	Q810	85
Kazakhstan	10.0	Q232	86
Kenya	45.0	Q114	87
Kiribati	53.0	Q710	88
Korea, Dem. People’s Rep.	18.0	Q423	89
Korea, Rep.	3.0	Q884	90
Kuwait	8.0	Q817	91
Kyrgyz Republic	19.0	Q813	92
Lao PDR	47.0	Q819	93
Latvia	4.0	Q211	94
Lebanon	7.0	Q822	95
Lesotho	87.0	Q1013	96
Liberia	86.0	Q1014	97
