Country	Total	ID	id_row
Afghanistan	0.08	Q889	0
Albania	0.05	Q222	1
Algeria	0.09	Q262	2
Angola	1.45	Q916	3
Argentina	0.24	Q414	4
Armenia	0.1	Q399	5
Australia	0.06	Q408	6
Azerbaijan	0.09	Q227	7
Barbados	0.34	Q244	8
Belarus	0.39	Q184	9
Benin	0.52	Q962	10
Bolivia	0.14	Q750	11
Botswana	8.23	Q963	12
Bulgaria	0.08	Q219	13
Burkina Faso	0.19	Q965	14
Burundi	0.2	Q967	15
Cabo Verde	0.29	Q1011	16
Cambodia	0.08	Q424	17
Cameroon	1.1	Q1009	18
Central African Republic	2.0	Q929	19
Chad	0.5	Q657	20
Chile	0.46	Q298	21
Colombia	0.4	Q739	22
Comoros	0.01	Q970	23
Congo, Dem. Rep.	0.31	Q974	24
Congo, Rep.	2.5	Q971	25
Costa Rica	0.33	Q800	26
Cote d'Ivoire	0.8	Q1008	27
Croatia	0.04	Q224	28
Cuba	0.26	Q241	29
Djibouti	0.16	Q977	30
Dominican Republic	0.45	Q786	31
Ecuador	0.24	Q736	32
Egypt, Arab Rep.	0.09	Q79	33
El Salvador	0.23	Q792	34
Equatorial Guinea	6.48	Q983	35
Eritrea	0.15	Q986	36
Eswatini	9.77	Q1050	37
Ethiopia	0.23	Q115	38
Fiji	0.26	Q712	39
Gabon	1.07	Q1000	40
Gambia, The	1.77	Q1005	41
Ghana	1.1	Q117	42
Guatemala	0.12	Q774	43
Guinea	0.68	Q1006	44
Guinea-Bissau	1.85	Q1007	45
Guyana	0.71	Q734	46
Haiti	0.79	Q790	47
Honduras	0.19	Q783	48
Iran, Islamic Rep.	0.08	Q794	49
Italy	0.09	Q38	50
Jamaica	0.91	Q766	51
Kazakhstan	0.36	Q232	52
Kenya	1.47	Q114	53
Kyrgyz Republic	0.25	Q813	54
Lao PDR	0.19	Q819	55
Latvia	0.38	Q211	56
Lebanon	0.05	Q822	57
Lesotho	11.35	Q1013	58
Liberia	0.74	Q1014	59
Libya	0.1	Q1016	60
Lithuania	0.19	Q37	61
Madagascar	0.4	Q1019	62
Malawi	3.71	Q1020	63
Malaysia	0.34	Q833	64
Mauritius	0.96	Q1027	65
Moldova	0.45	Q217	66
Mongolia	0.02	Q711	67
Montenegro	0.1	Q236	68
Morocco	0.04	Q1028	69
Mozambique	8.94	Q1029	70
Myanmar	0.31	Q836	71
Namibia	5.34	Q1030	72
Nepal	0.05	Q837	73
Netherlands	0.04	Q55	74
New Zealand	0.06	Q664	75
Nicaragua	0.1	Q811	76
Niger	0.09	Q1032	77
Nigeria	0.78	Q1033	78
Oman	0.07	Q842	79
Pakistan	0.2	Q843	80
Papua New Guinea	0.61	Q691	81
Paraguay	0.28	Q733	82
Peru	0.18	Q419	83
Philippines	0.27	Q928	84
Romania	0.08	Q218	85
Rwanda	0.76	Q1037	86
Senegal	0.14	Q1041	87
Serbia	0.05	Q403	88
Sierra Leone	0.92	Q1044	89
Singapore	0.04	Q334	90
Somalia	0.04	Q1045	91
South Africa	6.9	Q258	92
South Sudan	2.53	Q958	93
Spain	0.12	Q29	94
Sri Lanka	0.01	Q854	95
Sudan	0.13	Q1049	96
Suriname	0.75	Q730	97
Switzerland	0.05	Q39	98
Syrian Arab Republic	0.01	Q858	99
Tajikistan	0.25	Q863	100
Tanzania	2.57	Q924	101
Thailand	0.15	Q869	102
Timor-Leste	0.26	Q574	103
Togo	0.9	Q945	104
Trinidad and Tobago	0.12	Q754	105
Tunisia	0.09	Q948	106
Uganda	2.61	Q1036	107
Ukraine	0.56	Q212	108
United States	0.22	Q30	109
Uzbekistan	0.18	Q265	110
Venezuela, RB	0.33	Q717	111
Vietnam	0.09	Q881	112
Yemen, Rep.	0.07	Q805	113
Zambia	6.3	Q953	114
Zimbabwe	4.87	Q954	115
