Country	2000	2017	ID	id_row
Afghanistan	46.1	29.8	Q889	0
Albania	7.2	6.2	Q222	1
Algeria	10.7	3.9	Q262	2
Angola	71.5	25.0	Q916	3
Argentina	3.5	4.6	Q414	4
Armenia	23.8	4.3	Q399	5
Australia	2.5	2.5	Q408	6
Austria	2.5	2.5	Q40	7
Azerbaijan	23.0	2.5	Q227	8
Bangladesh	20.8	14.7	Q902	9
Barbados	5.4	3.9	Q244	10
Belarus	2.5	2.5	Q184	11
Belgium	2.5	2.5	Q31	12
Belize	5.8	7.5	Q242	13
Benin	22.7	10.1	Q962	14
Bolivia	33.4	17.1	Q750	15
Bosnia and Herzegovina	4.4	2.5	Q225	16
Botswana	35.7	26.4	Q963	17
Brazil	11.9	2.5	Q155	18
Brunei Darussalam	3.1	3.2	Q921	19
Bulgaria	4.8	3.6	Q219	20
Burkina Faso	25.4	20.0	Q965	21
Cabo Verde	17.9	12.6	Q1011	22
Cambodia	29.3	16.4	Q424	23
Cameroon	30.8	9.9	Q1009	24
Canada	2.5	2.5	Q16	25
Central African Republic	42.5	59.6	Q929	26
Chad	40.1	37.5	Q657	27
Chile	4.7	2.7	Q298	28
China	16.2	8.6	Q148	29
Hong Kong SAR, China	2.5	2.5	Q8646	30
Macao SAR, China	22.6	11.2	Q14773	31
Colombia	9.7	4.8	Q739	32
Congo, Rep.	36.8	40.3	Q971	33
Costa Rica	5.1	4.8	Q800	34
Cote d'Ivoire	20.4	19.0	Q1008	35
Croatia	10.4	2.5	Q224	36
Cuba	3.7	2.5	Q241	37
Cyprus	3.5	5.6	Q229	38
Czech Republic	2.5	2.5	Q213	39
Denmark	2.5	2.5	Q35	40
Djibouti	48.1	18.9	Q977	41
Dominica	4.7	6.2	Q784	42
Dominican Republic	28.1	9.5	Q786	43
Ecuador	18.5	7.9	Q736	44
Egypt, Arab Rep.	5.2	4.5	Q79	45
El Salvador	11.0	9.0	Q792	46
Estonia	5.6	2.9	Q191	47
Ethiopia	52.0	20.6	Q115	48
Fiji	4.8	3.7	Q712	49
Finland	2.5	2.5	Q33	50
France	2.5	2.5	Q142	51
French Polynesia	4.6	4.2	Q30971	52
Gabon	10.5	10.5	Q1000	53
Gambia, The	13.1	10.2	Q1005	54
Georgia	13.5	7.9	Q230	55
Germany	2.5	2.5	Q183	56
Ghana	15.6	5.5	Q117	57
Greece	2.5	2.5	Q41	58
Guatemala	20.5	15.2	Q774	59
Guinea	26.3	16.5	Q1006	60
Guinea-Bissau	25.7	28.0	Q1007	61
Guyana	8.3	8.1	Q734	62
Haiti	54.9	49.3	Q790	63
Honduras	19.6	12.9	Q783	64
Hungary	2.5	2.5	Q28	65
Iceland	2.5	2.5	Q189	66
India	18.2	14.5	Q668	67
Indonesia	18.5	8.3	Q252	68
Iran, Islamic Rep.	4.9	4.9	Q794	69
Iraq	28.3	29.0	Q796	70
Ireland	2.5	2.5	Q27	71
Israel	2.5	2.5	Q801	72
Italy	2.5	2.5	Q38	73
Jamaica	7.4	8.0	Q766	74
Japan	2.5	2.5	Q17	75
Jordan	12.6	12.2	Q810	76
Kazakhstan	5.8	2.5	Q232	77
Kenya	31.3	29.4	Q114	78
Kiribati	4.4	2.7	Q710	79
Korea, Dem. Peopleâ€™s Rep.	37.5	47.8	Q423	80
Korea, Rep.	2.5	2.5	Q884	81
Kuwait	2.5	2.8	Q817	82
Kyrgyz Republic	16.3	7.1	Q813	83
Lao PDR	37.7	16.5	Q819	84
Latvia	5.3	2.5	Q211	85
Lebanon	2.5	11.0	Q822	86
Lesotho	13.6	13.1	Q1013	87
Liberia	38.4	37.2	Q1014	88
Lithuania	2.5	2.5	Q37	89
Luxembourg	2.5	2.5	Q32	90
North Macedonia	7.9	3.2	Q221	91
Madagascar	34.4	44.4	Q1019	92
Malawi	27.1	17.5	Q1020	93
Malaysia	2.8	2.5	Q833	94
Maldives	14.0	10.3	Q826	95
Mali	14.6	6.3	Q912	96
Malta	2.5	2.5	Q233	97
Mauritania	11.6	10.4	Q1025	98
Mauritius	6.6	6.5	Q1027	99
Mexico	4.4	3.6	Q96	100
Mongolia	35.1	13.4	Q711	101
Morocco	6.8	3.4	Q1028	102
Mozambique	41.1	27.9	Q1029	103
Myanmar	48.3	10.6	Q836	104
Namibia	26.2	27.3	Q1030	105
Nepal	22.0	8.7	Q837	106
Netherlands	2.5	2.5	Q55	107
New Caledonia	7.6	7.1	Q33788	108
New Zealand	2.5	2.5	Q664	109
Nicaragua	32.6	17.0	Q811	110
Niger	21.6	16.5	Q1032	111
