Country	deaths	ID	id_row
Afghanistan	14575.0	Q889	0
Albania	41.0	Q222	1
Algeria	635.0	Q262	2
American Samoa	2.0	Q16641	3
Andorra		Q228	4
Angola	15970.0	Q916	5
Antigua and Barbuda	3.0	Q781	6
Argentina	1299.0	Q414	7
Armenia	35.0	Q399	8
Australia	112.0	Q408	9
Austria	4.0	Q40	10
Azerbaijan	917.0	Q227	11
Bahamas	6.0	Q778	12
Bahrain	5.0	Q398	13
Bangladesh	15368.0	Q902	14
Barbados	6.0	Q244	15
Belarus	24.0	Q184	16
Belgium	213.0	Q31	17
Belize	20.0	Q242	18
Benin	6534.0	Q962	19
Bermuda		Q23635	20
Bhutan	31.0	Q917	21
Bolivia	1196.0	Q750	22
Bosnia and Herzegovina	4.0	Q225	23
Botswana	272.0	Q963	24
Brazil	9427.0	Q155	25
Brunei	3.0	Q921	26
Bulgaria	36.0	Q219	27
Burkina Faso	17965.0	Q965	28
Burundi	7304.0	Q967	29
Cambodia	2136.0	Q424	30
Cameroon	10322.0	Q1009	31
Canada	292.0	Q16	32
Cape Verde	18.0	Q1011	33
Central African Republic	6103.0	Q929	34
Chad	30823.0	Q657	35
Chile	441.0	Q298	36
China	17742.0	Q148	37
Colombia	1664.0	Q739	38
Comoros	154.0	Q970	39
Congo	1229.0	Q971	40
Costa Rica	31.0	Q800	41
Cote d'Ivoire	12112.0	Q1008	42
Croatia	3.0	Q224	43
Cuba	70.0	Q241	44
Cyprus	6.0	Q229	45
Czech Republic	68.0	Q213	46
Democratic Republic of Congo	47130.0	Q974	47
Denmark	37.0	Q35	48
Djibouti	285.0	Q977	49
Dominica	3.0	Q784	50
Dominican Republic	404.0	Q786	51
Ecuador	980.0	Q736	52
Egypt	9385.0	Q79	53
El Salvador	337.0	Q792	54
England	122.0	Q21	55
Equatorial Guinea	163.0	Q983	56
Eritrea	3466.0	Q986	57
Estonia	2.0	Q191	58
Ethiopia	51202.0	Q115	59
Fiji	68.0	Q712	60
Finland	4.0	Q33	61
France	2788.0	Q142	62
Gabon	177.0	Q1000	63
Gambia	661.0	Q1005	64
Georgia	25.0	Q230	65
Germany	310.0	Q183	66
Ghana	6611.0	Q117	67
Greece	9.0	Q41	68
Greenland		Q223	69
Grenada	5.0	Q769	70
Guam	6.0	Q16635	71
Guatemala	3673.0	Q774	72
Guinea	8291.0	Q1006	73
Guinea-Bissau	1007.0	Q1007	74
Guyana	61.0	Q734	75
Haiti	4063.0	Q790	76
Honduras	332.0	Q783	77
Hungary	19.0	Q28	78
Iceland	1.0	Q189	79
India	207271.0	Q668	80
Indonesia	28546.0	Q252	81
Iran	832.0	Q794	82
Iraq	1705.0	Q796	83
Ireland	6.0	Q27	84
Israel	36.0	Q801	85
Italy	232.0	Q38	86
Jamaica	67.0	Q766	87
