Country	Total	ID	id_row
Afghanistan	62.7	Q889	0
Angola	55.5	Q916	1
Argentina	16.7	Q414	2
Armenia	14.4	Q399	3
Bangladesh	55.1	Q902	4
Belize	10.8	Q242	5
Benin	61.5	Q962	6
Bolivia	43.5	Q750	7
Brazil	22.3	Q155	8
Burkina Faso	65.8	Q965	9
Burundi	57.9	Q967	10
Cambodia	55.1	Q424	11
Cameroon	37.8	Q1009	12
Central African Republic	93.3	Q929	13
Chad	88.2	Q657	14
China	25.2	Q148	15
Colombia	13.1	Q739	16
Comoros	69.6	Q970	17
Congo, Dem. Rep.	74.8	Q974	18
Congo, Rep.	46.9	Q971	19
Costa Rica	5.5	Q800	20
Cote d'Ivoire	56.0	Q1008	21
Djibouti	65.6	Q977	22
Dominican Republic	12.1	Q786	23
Ecuador	36.0	Q736	24
Egypt, Arab Rep.	10.6	Q79	25
Equatorial Guinea	66.2	Q983	26
Eswatini	32.7	Q1050	27
Ethiopia	73.9	Q115	28
Gabon	37.0	Q1000	29
Gambia, The	34.8	Q1005	30
Ghana	37.9	Q117	31
Guatemala	34.5	Q774	32
Guinea	43.3	Q1006	33
Guinea-Bissau	82.3	Q1007	34
Guyana	33.1	Q734	35
Haiti	74.4	Q790	36
Honduras	27.5	Q783	37
India	24.0	Q668	38
Indonesia	21.8	Q252	39
Iraq	47.2	Q796	40
Jordan	12.9	Q810	41
Kenya	56.0	Q114	42
Lao PDR	31.4	Q819	43
Lesotho	50.8	Q1013	44
Liberia	65.7	Q1014	45
Malawi	77.2	Q1020	46
Malaysia	66.7	Q833	47
Malta	56.3	Q233	48
Mauritius	79.9	Q1027	49
Micronesia, Fed. Sts.	11.1	Q702	50
Montenegro	42.7	Q236	51
Mozambique	13.1	Q1029	52
Myanmar	80.3	Q836	53
Namibia	41.0	Q1030	54
Nepal	33.2	Q837	55
Netherlands	54.3	Q55	56
Nigeria	70.1	Q1033	57
North Macedonia	50.2	Q221	58
Pakistan	45.5	Q843	59
Panama	25.8	Q804	60
Peru	34.2	Q419	61
Philippines	38.3	Q928	62
Rwanda	53.2	Q1037	63
Sao Tome and Principe	86.6	Q1039	64
Senegal	39.4	Q1041	65
Sierra Leone	75.6	Q1044	66
Somalia	73.6	Q1045	67
South Africa	23.0	Q258	68
South Sudan	95.6	Q958	69
Sudan	91.6	Q1049	70
Suriname	7.3	Q730	71
Syrian Arab Republic	19.3	Q858	72
Tanzania	50.7	Q924	73
Thailand	25.0	Q869	74
Togo	51.2	Q945	75
Tunisia	8.0	Q948	76
Turkey	11.9	Q43	77
Uganda	53.6	Q1036	78
Vietnam	27.2	Q881	79
Yemen, Rep.	60.8	Q805	80
Zambia	54.0	Q953	81
Zimbabwe	25.1	Q954	82
