Country	Total	ID	id_row
Afghanistan	18.4	Q889	0
Albania	38.6	Q222	1
Algeria	0.1	Q262	2
American Samoa	0.9	Q16641	3
Andorra	19.7	Q228	4
Angola	49.6	Q916	5
Antigua and Barbuda	0.0	Q781	6
Argentina	10.0	Q414	7
Armenia	15.8	Q399	8
Aruba	6.7	Q21203	9
Australia	9.2	Q408	10
Austria	34.4	Q40	11
Azerbaijan	2.3	Q227	12
Bahamas, The	1.2	Q778	13
Bahrain	0.0	Q398	14
Bangladesh	34.7	Q902	15
Barbados	2.8	Q244	16
Belarus	6.8	Q184	17
Belgium	9.2	Q31	18
Belize	35.0	Q242	19
Benin	50.9	Q962	20
Bermuda	2.4	Q23635	21
Bhutan	86.9	Q917	22
Bolivia	17.5	Q750	23
Bosnia and Herzegovina	40.8	Q225	24
Botswana	28.9	Q963	25
Brazil	43.8	Q155	26
Brunei Darussalam	0.0	Q921	27
Bulgaria	17.7	Q219	28
Burkina Faso	74.2	Q965	29
Burundi	95.7	Q967	30
Cabo Verde	26.6	Q1011	31
Cambodia	64.9	Q424	32
Cameroon	76.5	Q1009	33
Canada	22.0	Q16	34
Cayman Islands	0.0	Q5785	35
Central African Republic	76.6	Q929	36
Chad	89.4	Q657	37
Chile	24.9	Q298	38
China	12.4	Q148	39
Hong Kong SAR, China	0.9	Q8646	40
Macao SAR, China	7.1	Q14773	41
Colombia	23.6	Q739	42
Comoros	45.3	Q970	43
Congo, Dem. Rep.	95.8	Q974	44
Congo, Rep.	62.4	Q971	45
Costa Rica	38.7	Q800	46
Cote d'Ivoire	64.5	Q1008	47
Croatia	33.1	Q224	48
Cuba	19.3	Q241	49
Curacao	0.3	Q25279	50
Cyprus	9.9	Q229	51
Czech Republic	14.8	Q213	52
Denmark	33.2	Q35	53
Djibouti	15.4	Q977	54
Dominica	7.8	Q784	55
Dominican Republic	16.5	Q786	56
Ecuador	13.8	Q736	57
Egypt, Arab Rep.	5.7	Q79	58
El Salvador	24.4	Q792	59
Equatorial Guinea	7.8	Q983	60
Eritrea	79.8	Q986	61
Estonia	27.5	Q191	62
Eswatini	66.1	Q1050	63
Ethiopia	92.2	Q115	64
Faroe Islands	7.5	Q4628	65
Fiji	31.3	Q712	66
Finland	43.2	Q33	67
France	13.5	Q142	68
French Polynesia	9.8	Q30971	69
Gabon	82.0	Q1000	70
Gambia, The	51.5	Q1005	71
Georgia	28.7	Q230	72
Germany	14.2	Q183	73
Ghana	41.4	Q117	74
Greece	17.2	Q41	75
Greenland	15.5	Q223	76
Grenada	10.9	Q769	77
Guam	0.0	Q16635	78
Guatemala	63.7	Q774	79
Guinea	76.3	Q1006	80
Guinea-Bissau	86.9	Q1007	81
Guyana	25.3	Q734	82
Haiti	76.1	Q790	83
Honduras	51.5	Q783	84
Hungary	15.6	Q28	85
Iceland	77.0	Q189	86
India	36.0	Q668	87
Indonesia	36.9	Q252	88
Iran, Islamic Rep.	0.9	Q794	89
Iraq	0.8	Q796	90
Ireland	9.1	Q27	91
Isle of Man	4.2	Q9676	92
Israel	3.7	Q801	93
Italy	16.5	Q38	94
Jamaica	16.8	Q766	95
Japan	6.3	Q17	96
Jordan	3.2	Q810	97
Kazakhstan	1.6	Q232	98
Kenya	72.7	Q114	99
Kiribati	4.3	Q710	100
Korea, Dem. People’s Rep.	23.1	Q423	101
Korea, Rep.	2.7	Q884	102
Kosovo	20.5	Q1246	103
Kuwait	0.0	Q817	104
Kyrgyz Republic	23.3	Q813	105
Lao PDR	59.3	Q819	106
Latvia	38.1	Q211	107
Lebanon	3.6	Q822	108
Lesotho	52.1	Q1013	109
Liberia	83.8	Q1014	110
Libya	2.0	Q1016	111
Liechtenstein	63.1	Q347	112
Lithuania	29.0	Q37	113
Luxembourg	9.0	Q32	114
Madagascar	24.2	Q1019	115
Malawi	70.2	Q1020	116
Malaysia	83.6	Q833	117
Maldives	5.2	Q826	118
Mali	1.0	Q912	119
Malta	61.5	Q233	120
Marshall Islands	5.4	Q709	121
Mauritania	11.2	Q1025	122
Mauritius	32.2	Q1027	123
Mexico	11.5	Q96	124
Micronesia, Fed. Sts.	9.2	Q702	125
Moldova	1.2	Q217	126
Monaco	14.3	Q235	127
Montenegro	3.4	Q236	128
Morocco	43.0	Q1028	129
Mozambique	11.3	Q1029	130
Myanmar	86.4	Q836	131
Namibia	61.5	Q1030	132
Nepal	26.5	Q837	133
Netherlands	85.3	Q55	134
New Caledonia	5.9	Q33788	135
New Zealand	4.8	Q664	136
Nicaragua	30.8	Q811	137
Niger	48.2	Q1032	138
Nigeria	78.9	Q1033	139
North Macedonia	86.6	Q221	140
Northern Mariana Islands	0.0	Q16644	141
Norway	57.8	Q20	142
Oman	0.0	Q842	143
Pakistan	46.5	Q843	144
Palau	0.0	Q695	145
Panama	21.2	Q804	146
Papua New Guinea	52.5	Q691	147
Paraguay	61.7	Q733	148
Peru	25.5	Q419	149
Philippines	27.5	Q928	150
Poland	11.9	Q36	151
Portugal	27.2	Q45	152
Puerto Rico	1.8	Q1183	153
Qatar	0.0	Q846	154
Romania	23.7	Q218	155
Russian Federation	3.3	Q159	156
Rwanda	86.7	Q1037	157
Samoa	34.3	Q683	158
Sao Tome and Principe	41.1	Q1039	159
Saudi Arabia	0.0	Q851	160
Senegal	42.7	Q1041	161
Serbia	21.2	Q403	162
Seychelles	1.4	Q1042	163
Sierra Leone	77.7	Q1044	164
Singapore	0.7	Q334	165
Sint Maarten (Dutch part)	0.0	Q26273	166
Slovak Republic	13.4	Q214	167
Slovenia	20.9	Q215	168
Solomon Islands	63.3	Q685	169
Somalia	94.3	Q1045	170
South Africa	17.2	Q258	171
South Sudan	39.1	Q958	172
Spain	16.3	Q29	173
Sri Lanka	52.9	Q854	174
St. Kitts and Nevis	1.6	Q763	175
St. Lucia	2.1	Q760	176
St. Vincent and the Grenadines	5.8	Q757	177
Sudan	61.6	Q1049	178
Suriname	24.9	Q730	179
Sweden	53.2	Q34	180
Switzerland	25.3	Q39	181
Syrian Arab Republic	0.5	Q858	182
Tajikistan	44.7	Q863	183
Tanzania	85.7	Q924	184
Thailand	22.9	Q869	185
Timor-Leste	18.2	Q574	186
Togo	71.3	Q945	187
Tonga	1.9	Q678	188
Trinidad and Tobago	0.3	Q754	189
Tunisia	12.6	Q948	190
Turkey	13.4	Q43	191
Turkmenistan	0.0	Q874	192
Turks and Caicos Islands	0.6	Q18221	193
Tuvalu	0.0	Q672	194
Uganda	89.1	Q1036	195
Ukraine	4.1	Q212	196
United Arab Emirates	0.1	Q878	197
United Kingdom	8.7	Q145	198
United States	8.7	Q30	199
Uruguay	58.0	Q77	200
Uzbekistan	3.0	Q265	201
Vanuatu	36.1	Q686	202
Venezuela, RB	12.8	Q717	203
Vietnam	35.0	Q881	204
Virgin Islands (U.S.)	3.9	Q11703	205
West Bank and Gaza	10.5	Q407199	206
Yemen, Rep.	2.3	Q805	207
Zambia	88.0	Q953	208
Zimbabwe	81.8	Q954	209
