Country	Total	ID	id_row
Afghanistan	4.3	Q889	0
Albania	22.6	Q222	1
Argentina	32.6	Q414	2
Austria	29.2	Q40	3
Bangladesh	11.5	Q902	4
Belgium	32.9	Q31	5
Belize	41.7	Q242	6
Bolivia	26.8	Q750	7
Bosnia and Herzegovina	18.8	Q225	8
Brazil	38.4	Q155	9
Brunei Darussalam	37.0	Q921	10
Bulgaria	39.3	Q219	11
Cambodia	20.1	Q424	12
Cote d'Ivoire	22.2	Q1008	13
Croatia	27.9	Q224	14
Cyprus	27.0	Q229	15
Czech Republic	24.1	Q213	16
Denmark	27.0	Q35	17
Dominican Republic	50.5	Q786	18
Ecuador	35.2	Q736	19
El Salvador	32.7	Q792	20
Estonia	34.3	Q191	21
Eswatini	54.6	Q1050	22
Ethiopia	21.1	Q115	23
Fiji	38.6	Q712	24
Finland	31.5	Q33	25
France	32.6	Q142	26
Gambia, The	33.7	Q1005	27
Germany	28.2	Q183	28
Ghana	26.6	Q117	29
Greece	29.7	Q41	30
Guatemala	34.5	Q774	31
Honduras	41.0	Q783	32
Hungary	37.6	Q28	33
Iceland	33.0	Q189	34
India	13.0	Q668	35
Ireland	31.9	Q27	36
Israel	34.8	Q801	37
Italy	22.3	Q38	38
Kosovo	15.3	Q1246	39
Lao PDR	23.4	Q819	40
Latvia	44.1	Q211	41
Lithuania	37.9	Q37	42
Luxembourg	17.9	Q32	43
North Macedonia	22.5	Q221	44
Madagascar	24.5	Q1019	45
Maldives	19.5	Q826	46
Malta	28.1	Q233	47
Mauritius	30.8	Q1027	48
Mexico	36.4	Q96	49
Micronesia, Fed. Sts.	18.2	Q702	50
Mongolia	40.0	Q711	51
Montenegro	25.4	Q236	52
Mozambique	22.1	Q1029	53
Myanmar	31.5	Q836	54
Namibia	48.6	Q1030	55
Nepal	13.9	Q837	56
Netherlands	26.0	Q55	57
Nicaragua	53.7	Q811	58
Niger	21.6	Q1032	59
Nigeria	28.9	Q1033	60
Norway	36.0	Q20	61
Pakistan	4.2	Q843	62
Palau	35.5	Q695	63
Panama	43.5	Q804	64
Philippines	23.2	Q928	65
Poland	38.2	Q36	66
Portugal	30.4	Q45	67
Romania	30.1	Q218	68
Russian Federation	39.3	Q159	69
Rwanda	36.3	Q1037	70
Samoa	41.6	Q683	71
Serbia	30.3	Q403	72
Seychelles	43.8	Q1042	73
Slovak Republic	30.3	Q214	74
Slovenia	41.9	Q215	75
Solomon Islands	25.1	Q685	76
South Africa	35.2	Q258	77
Spain	30.9	Q29	78
Sri Lanka	23.2	Q854	79
Sweden	39.4	Q34	80
Switzerland	28.8	Q39	81
Tanzania	17.3	Q924	82
Thailand	30.8	Q869	83
Togo	29.5	Q945	84
Turkey	17.3	Q43	85
Tuvalu	36.7	Q672	86
Uganda	25.5	Q1036	87
United Arab Emirates	12.2	Q878	88
United Kingdom	34.4	Q145	89
United States	40.5	Q30	90
Uruguay	35.0	Q77	91
West Bank and Gaza	15.5	Q407199	92
Zambia	28.5	Q953	93
