Country	Total	ID	id_row
Afghanistan	47.2	Q889	0
Albania	26.9	Q222	1
Algeria	11.3	Q262	2
Andorra	0.3	Q228	3
Angola	148.0	Q916	4
Antigua and Barbuda	0.1	Q781	5
Argentina	292.0	Q414	6
Armenia	6.9	Q399	7
Australia	492.0	Q408	8
Austria	55.0	Q40	9
Azerbaijan	8.1	Q227	10
Bahamas, The	0.7	Q778	11
Bahrain	0.0	Q398	12
Bangladesh	105.0	Q902	13
Barbados	0.1	Q244	14
Belarus	34.0	Q184	15
Belgium	12.0	Q31	16
Belize	15.3	Q242	17
Benin	10.3	Q962	18
Bhutan	78.0	Q917	19
Bolivia	303.5	Q750	20
Bosnia and Herzegovina	35.5	Q225	21
Botswana	2.4	Q963	22
Brazil	5661.0	Q155	23
Brunei Darussalam	8.5	Q921	24
Bulgaria	21.0	Q219	25
Burkina Faso	12.5	Q965	26
Burundi	10.1	Q967	27
Cabo Verde	0.3	Q1011	28
Cambodia	120.6	Q424	29
Cameroon	273.0	Q1009	30
Canada	2850.0	Q16	31
Central African Republic	141.0	Q929	32
Chad	15.0	Q657	33
Chile	885.0	Q298	34
China	2813.0	Q148	35
Colombia	2145.0	Q739	36
Comoros	1.2	Q970	37
Congo, Dem. Rep.	900.0	Q974	38
Congo, Rep.	222.0	Q971	39
Costa Rica	113.0	Q800	40
Cote d'Ivoire	76.8	Q1008	41
Croatia	37.7	Q224	42
Cuba	38.1	Q241	43
Cyprus	0.8	Q229	44
Czech Republic	13.2	Q213	45
Denmark	6.0	Q35	46
Djibouti	0.3	Q977	47
Dominica	0.2	Q784	48
Dominican Republic	23.5	Q786	49
Ecuador	442.4	Q736	50
Egypt, Arab Rep.	1.8	Q79	51
El Salvador	15.6	Q792	52
Equatorial Guinea	26.0	Q983	53
Eritrea	2.8	Q986	54
Estonia	12.7	Q191	55
Eswatini	2.6	Q1050	56
Ethiopia	122.0	Q115	57
Fiji	28.6	Q712	58
Finland	107.0	Q33	59
France	200.0	Q142	60
French Polynesia	10.0	Q30971	61
Gabon	164.0	Q1000	62
Gambia, The	3.0	Q1005	63
Georgia	58.1	Q230	64
Germany	107.0	Q183	65
Ghana	30.3	Q117	66
Greece	58.0	Q41	67
Greenland	603.0	Q223	68
Grenada	0.2	Q769	69
Guatemala	109.2	Q774	70
Guinea	226.0	Q1006	71
Guinea-Bissau	16.0	Q1007	72
Guyana	241.0	Q734	73
Haiti	13.0	Q790	74
Honduras	90.7	Q783	75
Hungary	6.0	Q28	76
