Country	Total	ID	id_row
Iceland	170.0	Q189	77
India	1446.0	Q668	78
Indonesia	2019.0	Q252	79
Iran, Islamic Rep.	128.5	Q794	80
Iraq	35.2	Q796	81
Ireland	49.0	Q27	82
Israel	0.8	Q801	83
Italy	182.5	Q38	84
Jamaica	10.8	Q766	85
Japan	430.0	Q17	86
Jordan	0.7	Q810	87
Kazakhstan	64.4	Q232	88
Kenya	20.7	Q114	89
Korea, Dem. Peopleâ€™s Rep.	67.0	Q423	90
Korea, Rep.	64.9	Q884	91
Kuwait	0.0	Q817	92
Kyrgyz Republic	48.9	Q813	93
Lao PDR	190.4	Q819	94
Latvia	16.9	Q211	95
Lebanon	4.8	Q822	96
Lesotho	5.2	Q1013	97
Liberia	200.0	Q1014	98
Libya	0.7	Q1016	99
Lithuania	15.5	Q37	100
Luxembourg	1.0	Q32	101
North Macedonia	5.4	Q221	102
Madagascar	337.0	Q1019	103
Malawi	16.1	Q1020	104
Malaysia	580.0	Q833	105
Maldives	0.0	Q826	106
Mali	60.0	Q912	107
Malta	0.1	Q233	108
Mauritania	0.4	Q1025	109
Mauritius	2.8	Q1027	110
Mexico	409.0	Q96	111
Moldova	1.6	Q217	112
Mongolia	34.8	Q711	113
Morocco	29.0	Q1028	114
Mozambique	100.3	Q1029	115
Myanmar	1003.0	Q836	116
Namibia	6.2	Q1030	117
Nepal	198.2	Q837	118
Netherlands	11.0	Q55	119
New Zealand	327.0	Q664	120
Nicaragua	156.2	Q811	121
Niger	3.5	Q1032	122
Nigeria	221.0	Q1033	123
Norway	382.0	Q20	124
Oman	1.4	Q842	125
Pakistan	55.0	Q843	126
Panama	136.6	Q804	127
Papua New Guinea	801.0	Q691	128
Paraguay	117.0	Q733	129
Peru	1641.0	Q419	130
Philippines	479.0	Q928	131
Poland	53.6	Q36	132
Portugal	38.0	Q45	133
Puerto Rico	7.1	Q1183	134
Qatar	0.1	Q846	135
Romania	42.4	Q218	136
Russian Federation	4312.0	Q159	137
Rwanda	9.5	Q1037	138
Sao Tome and Principe	2.2	Q1039	139
Saudi Arabia	2.4	Q851	140
Senegal	25.8	Q1041	141
Serbia	8.4	Q403	142
Sierra Leone	160.0	Q1044	143
Singapore	0.6	Q334	144
Slovak Republic	12.6	Q214	145
Slovenia	18.7	Q215	146
Solomon Islands	44.7	Q685	147
Somalia	6.0	Q1045	148
South Africa	44.8	Q258	149
South Sudan	26.0	Q958	150
Spain	111.2	Q29	151
Sri Lanka	52.8	Q854	152
St. Kitts and Nevis	0.0	Q763	153
St. Lucia	0.3	Q760	154
St. Vincent and the Grenadines	0.1	Q757	155
Sudan	4.0	Q1049	156
Suriname	99.0	Q730	157
Sweden	171.0	Q34	158
Switzerland	40.4	Q39	159
Syrian Arab Republic	7.1	Q858	160
Tajikistan	63.5	Q863	161
Tanzania	84.0	Q924	162
Thailand	224.5	Q869	163
Timor-Leste	8.2	Q574	164
Togo	11.5	Q945	165
Trinidad and Tobago	3.8	Q754	166
Tunisia	4.2	Q948	167
Turkey	227.0	Q43	168
Turkmenistan	1.4	Q874	169
Uganda	39.0	Q1036	170
Ukraine	55.1	Q212	171
United Arab Emirates	0.2	Q878	172
United Kingdom	145.0	Q145	173
United States	2818.0	Q30	174
Uruguay	92.2	Q77	175
Uzbekistan	16.3	Q265	176
Vanuatu	10.0	Q686	177
Venezuela, RB	805.0	Q717	178
Vietnam	359.4	Q881	179
West Bank and Gaza	0.8	Q407199	180
Yemen, Rep.	2.1	Q805	181
Zambia	80.2	Q953	182
Zimbabwe	12.3	Q954	183
