Country	Total	ID	id_row
Afghanistan	2.2	Q889	0
Albania	13.1	Q222	1
Argentina	57.8	Q414	2
Armenia	24.4	Q399	3
Azerbaijan	4.0	Q227	4
Bangladesh	12.7	Q902	5
Belarus	45.5	Q184	6
Benin	36.7	Q962	7
Bhutan	43.3	Q917	8
Bolivia	68.6	Q750	9
Bosnia and Herzegovina	22.8	Q225	10
Bulgaria	41.5	Q219	11
Burundi	44.0	Q967	12
Cambodia	46.2	Q424	13
Cameroon	39.7	Q1009	14
Central African Republic	53.3	Q929	15
Chad	13.1	Q657	16
China	64.2	Q148	17
Colombia	66.9	Q739	18
Congo, Dem. Rep.	15.1	Q974	19
Cote d'Ivoire	24.4	Q1008	20
Croatia	36.3	Q224	21
Czech Republic	30.4	Q213	22
Djibouti	22.3	Q977	23
Dominican Republic	32.2	Q786	24
Ecuador	70.4	Q736	25
Egypt, Arab Rep.	17.8	Q79	26
El Salvador	38.4	Q792	27
Estonia	38.3	Q191	28
Eswatini	36.0	Q1050	29
Ethiopia	36.2	Q115	30
Gambia, The	16.8	Q1005	31
Georgia	36.1	Q230	32
Ghana	31.6	Q117	33
Greece	45.9	Q41	34
Guatemala	31.5	Q774	35
Guinea	9.0	Q1006	36
Honduras	54.7	Q783	37
Hungary	48.7	Q28	38
India	10.7	Q668	39
Indonesia	22.1	Q252	40
Iraq	6.8	Q796	41
Israel	27.3	Q801	42
Jordan	15.7	Q810	43
Kazakhstan	29.6	Q232	44
Kenya	47.5	Q114	45
Kosovo	13.2	Q1246	46
Kyrgyz Republic	51.2	Q813	47
Lao PDR	36.5	Q819	48
Latvia	41.6	Q211	49
Lebanon	43.5	Q822	50
Lesotho	39.1	Q1013	51
Liberia	37.4	Q1014	52
Lithuania	35.7	Q37	53
North Macedonia	27.7	Q221	54
Madagascar	41.6	Q1019	55
Malawi	28.1	Q1020	56
Malaysia	25.4	Q833	57
Mali	15.3	Q912	58
Mauritania	15.0	Q1025	59
Moldova	54.1	Q217	60
Mongolia	36.1	Q711	61
Montenegro	25.6	Q236	62
Morocco	31.3	Q1028	63
Mozambique	28.3	Q1029	64
Myanmar	35.1	Q836	65
Namibia	41.0	Q1030	66
Nepal	21.8	Q837	67
Nicaragua	35.8	Q811	68
Niger	14.5	Q1032	69
Nigeria	16.2	Q1033	70
Pakistan	11.8	Q843	71
Papua New Guinea	46.5	Q691	72
Paraguay	66.2	Q733	73
Peru	56.6	Q419	74
Philippines	69.2	Q928	75
Poland	40.2	Q36	76
Romania	47.0	Q218	77
Russian Federation	28.5	Q159	78
Rwanda	42.7	Q1037	79
Senegal	22.9	Q1041	80
Serbia	34.9	Q403	81
Sierra Leone	18.8	Q1044	82
Slovak Republic	29.7	Q214	83
Slovenia	38.5	Q215	84
Solomon Islands	47.4	Q685	85
South Sudan	21.9	Q958	86
Sri Lanka	26.1	Q854	87
Sudan	8.2	Q1049	88
Suriname	32.7	Q730	89
Sweden	52.5	Q34	90
Tajikistan	32.5	Q863	91
Tanzania	24.7	Q924	92
Thailand	64.4	Q869	93
Timor-Leste	64.4	Q574	94
Togo	25.3	Q945	95
Tunisia	49.5	Q948	96
Turkey	25.1	Q43	97
Uganda	26.6	Q1036	98
Ukraine	32.2	Q212	99
Uruguay	37.0	Q77	100
Uzbekistan	29.0	Q265	101
Vietnam	51.1	Q881	102
West Bank and Gaza	10.7	Q407199	103
Yemen, Rep.	6.6	Q805	104
Zambia	43.7	Q953	105
Zimbabwe	42.5	Q954	106
