Country	deaths	ID	id_row
Afghanistan	5459.0	Q889	0
Albania	592.0	Q222	1
Algeria	5258.0	Q262	2
American Samoa	10.0	Q16641	3
Andorra	7.0	Q228	4
Angola	2144.0	Q916	5
Antigua and Barbuda	6.0	Q781	6
Argentina	7399.0	Q414	7
Armenia	1135.0	Q399	8
Australia	1714.0	Q408	9
Austria	943.0	Q40	10
Azerbaijan	3011.0	Q227	11
Bahamas	25.0	Q778	12
Bahrain	105.0	Q398	13
Bangladesh	22898.0	Q902	14
Barbados	23.0	Q244	15
Belarus	2429.0	Q184	16
Belgium	1429.0	Q31	17
Belize	20.0	Q242	18
Benin	561.0	Q962	19
Bermuda	7.0	Q23635	20
Bhutan	73.0	Q917	21
Bolivia	569.0	Q750	22
Bosnia and Herzegovina	1260.0	Q225	23
Botswana	257.0	Q963	24
Brazil	26729.0	Q155	25
Brunei	34.0	Q921	26
Bulgaria	2703.0	Q219	27
Burkina Faso	2136.0	Q965	28
Burundi	532.0	Q967	29
Cambodia	2384.0	Q424	30
Cameroon	1468.0	Q1009	31
Canada	3142.0	Q16	32
Cape Verde	34.0	Q1011	33
Central African Republic	575.0	Q929	34
Chad	809.0	Q657	35
Chile	1887.0	Q298	36
China	386641.0	Q148	37
Colombia	3638.0	Q739	38
Comoros	67.0	Q970	39
Congo	410.0	Q971	40
Costa Rica	291.0	Q800	41
Cote d'Ivoire	2812.0	Q1008	42
Croatia	1467.0	Q224	43
Cuba	1842.0	Q241	44
Cyprus	155.0	Q229	45
Czech Republic	2493.0	Q213	46
Democratic Republic of Congo	4980.0	Q974	47
Denmark	582.0	Q35	48
Djibouti	86.0	Q977	49
Dominica	6.0	Q784	50
Dominican Republic	950.0	Q786	51
Ecuador	724.0	Q736	52
Egypt	15892.0	Q79	53
El Salvador	566.0	Q792	54
England	4776.0	Q21	55
Equatorial Guinea	32.0	Q983	56
Eritrea	477.0	Q986	57
Estonia	224.0	Q191	58
Ethiopia	3155.0	Q115	59
Fiji	304.0	Q712	60
Finland	325.0	Q33	61
France	3617.0	Q142	62
Gabon	162.0	Q1000	63
Gambia	310.0	Q1005	64
Georgia	1674.0	Q230	65
Germany	8161.0	Q183	66
Ghana	1680.0	Q117	67
Greece	2692.0	Q41	68
Greenland	10.0	Q223	69
Grenada	15.0	Q769	70
Guam	33.0	Q16635	71
Guatemala	935.0	Q774	72
Guinea	1077.0	Q1006	73
Guinea-Bissau	164.0	Q1007	74
Guyana	88.0	Q734	75
Haiti	829.0	Q790	76
Honduras	770.0	Q783	77
Hungary	2372.0	Q28	78
Iceland	23.0	Q189	79
India	225813.0	Q668	80
Indonesia	45315.0	Q252	81
Iran	9104.0	Q794	82
Iraq	3103.0	Q796	83
Ireland	400.0	Q27	84
Israel	504.0	Q801	85
Italy	7436.0	Q38	86
Jamaica	313.0	Q766	87
Japan	17858.0	Q17	88
Jordan	720.0	Q810	89
Kazakhstan	3542.0	Q232	90
Kenya	1997.0	Q114	91
Kiribati	37.0	Q710	92
Kuwait	249.0	Q817	93
Kyrgyzstan	884.0	Q813	94
Laos	1417.0	Q819	95
Latvia	553.0	Q211	96
Lebanon	1050.0	Q822	97
Lesotho	470.0	Q1013	98
Liberia	289.0	Q1014	99
Libya	1010.0	Q1016	100
Lithuania	640.0	Q37	101
Luxembourg	53.0	Q32	102
Macedonia	696.0	Q221	103
Madagascar	2330.0	Q1019	104
Malawi	623.0	Q1020	105
Malaysia	5436.0	Q833	106
Maldives	40.0	Q826	107
Mali	1261.0	Q912	108
Malta	60.0	Q233	109
Marshall Islands	13.0	Q709	110
Mauritania	236.0	Q1025	111
Mauritius	390.0	Q1027	112
Mexico	9754.0	Q96	113
Micronesia (country)	24.0	Q702	114
Moldova	832.0	Q217	115
Mongolia	414.0	Q711	116
Montenegro	220.0	Q236	117
Morocco	6665.0	Q1028	118
Mozambique	1618.0	Q1029	119
Myanmar	11397.0	Q836	120
Namibia	210.0	Q1030	121
Nepal	3684.0	Q837	122
Netherlands	1783.0	Q55	123
New Zealand	322.0	Q664	124
Nicaragua	412.0	Q811	125
Niger	1150.0	Q1032	126
Nigeria	13793.0	Q1033	127
North Korea	10038.0	Q423	128
Northern Ireland	203.0	Q26	129
Northern Mariana Islands	7.0	Q16644	130
Norway	388.0	Q20	131
Oman	275.0	Q842	132
Pakistan	33525.0	Q843	133
Palestine	346.0	Q219060	134
Panama	198.0	Q804	135
Papua New Guinea	2857.0	Q691	136
Paraguay	666.0	Q733	137
Peru	1528.0	Q419	138
Philippines	21407.0	Q928	139
Poland	7936.0	Q36	140
Portugal	1558.0	Q45	141
Puerto Rico	254.0	Q1183	142
Qatar	76.0	Q846	143
Romania	5869.0	Q218	144
Russia	37848.0	Q159	145
Rwanda	398.0	Q1037	146
Saint Lucia	11.0	Q760	147
Saint Vincent and the Grenadines	13.0	Q757	148
Samoa	47.0	Q683	149
Sao Tome and Principe	9.0	Q1039	150
Saudi Arabia	1570.0	Q851	151
Scotland	648.0	Q22	152
Senegal	1069.0	Q1041	153
Serbia	3673.0	Q403	154
Seychelles	15.0	Q1042	155
Sierra Leone	903.0	Q1044	156
Singapore	247.0	Q334	157
Slovakia	1232.0	Q214	158
Slovenia	371.0	Q215	159
Solomon Islands	147.0	Q685	160
Somalia	1318.0	Q1045	161
South Africa	6289.0	Q258	162
South Korea	3979.0	Q884	163
South Sudan	920.0	Q958	164
Spain	5133.0	Q29	165
Sri Lanka	3075.0	Q854	166
Sudan	1032.0	Q1049	167
Suriname	74.0	Q730	168
Swaziland	161.0	Q1050	169
Sweden	627.0	Q34	170
Switzerland	535.0	Q39	171
Syria	1945.0	Q858	172
Taiwan	4715.0	Q865	173
Tajikistan	1138.0	Q863	174
Tanzania	3630.0	Q924	175
Thailand	8279.0	Q869	176
Timor	168.0	Q574	177
Togo	431.0	Q945	178
Tonga	23.0	Q678	179
Trinidad and Tobago	249.0	Q754	180
Tunisia	2004.0	Q948	181
Turkey	11287.0	Q43	182
Turkmenistan	1050.0	Q874	183
Uganda	1135.0	Q1036	184
Ukraine	16950.0	Q212	185
United Arab Emirates	515.0	Q878	186
United Kingdom	5964.0	Q145	187
United States	25925.0	Q30	188
United States Virgin Islands	15.0	Q11703	189
Uruguay	556.0	Q77	190
Uzbekistan	6097.0	Q265	191
Vanuatu	57.0	Q686	192
Venezuela	3031.0	Q717	193
Vietnam	15423.0	Q881	194
Wales	337.0	Q25	195
Yemen	3394.0	Q805	196
Zambia	836.0	Q953	197
Zimbabwe	1756.0	Q954	198
