Country	Total	ID	id_row
Afghanistan	32.0	Q889	0
Albania	12.0	Q222	1
Algeria	24.0	Q262	2
Andorra	7.0	Q228	3
Angola	41.0	Q916	4
Antigua and Barbuda	15.0	Q781	5
Argentina	17.0	Q414	6
Armenia	14.0	Q399	7
Aruba	12.0	Q21203	8
Australia	13.0	Q408	9
Austria	10.0	Q40	10
Azerbaijan	14.0	Q227	11
Bahamas, The	14.0	Q778	12
Bahrain	14.0	Q398	13
Bangladesh	18.0	Q902	14
Barbados	11.0	Q244	15
Belarus	10.0	Q184	16
Belgium	10.0	Q31	17
Belize	21.0	Q242	18
Benin	36.0	Q962	19
Bermuda	8.0	Q23635	20
Bhutan	17.0	Q917	21
Bolivia	22.0	Q750	22
Bosnia and Herzegovina	8.0	Q225	23
Botswana	25.0	Q963	24
Brazil	14.0	Q155	25
Brunei Darussalam	15.0	Q921	26
Bulgaria	9.0	Q219	27
Burkina Faso	38.0	Q965	28
Burundi	39.0	Q967	29
Cabo Verde	19.0	Q1011	30
Cambodia	22.0	Q424	31
Cameroon	35.0	Q1009	32
Canada	10.0	Q16	33
Cayman Islands	10.0	Q5785	34
Central African Republic	35.0	Q929	35
Chad	42.0	Q657	36
Channel Islands	10.0	Q42314	37
Chile	12.0	Q298	38
China	11.0	Q148	39
Hong Kong SAR, China	7.0	Q8646	40
Macao SAR, China	11.0	Q14773	41
Colombia	15.0	Q739	42
Comoros	32.0	Q970	43
Congo, Dem. Rep.	41.0	Q974	44
Congo, Rep.	33.0	Q971	45
Costa Rica	14.0	Q800	46
Cote d'Ivoire	36.0	Q1008	47
Croatia	9.0	Q224	48
Cuba	10.0	Q241	49
Curacao	11.0	Q25279	50
Cyprus	10.0	Q229	51
Czech Republic	11.0	Q213	52
Denmark	11.0	Q35	53
Djibouti	21.0	Q977	54
Dominican Republic	20.0	Q786	55
Ecuador	20.0	Q736	56
Egypt, Arab Rep.	26.0	Q79	57
El Salvador	18.0	Q792	58
Equatorial Guinea	33.0	Q983	59
Eritrea	30.0	Q986	60
Estonia	11.0	Q191	61
Eswatini	26.0	Q1050	62
Ethiopia	32.0	Q115	63
Faroe Islands	13.0	Q4628	64
Fiji	21.0	Q712	65
Finland	9.0	Q33	66
France	11.0	Q142	67
French Polynesia	15.0	Q30971	68
Gabon	32.0	Q1000	69
Gambia, The	39.0	Q1005	70
Georgia	13.0	Q230	71
Germany	10.0	Q183	72
Ghana	29.0	Q117	73
Greece	8.0	Q41	74
Greenland	15.0	Q223	75
Grenada	16.0	Q769	76
Guam	17.0	Q16635	77
Guatemala	25.0	Q774	78
Guinea	36.0	Q1006	79
Guinea-Bissau	35.0	Q1007	80
Guyana	20.0	Q734	81
Haiti	24.0	Q790	82
Honduras	22.0	Q783	83
Hungary	10.0	Q28	84
Iceland	12.0	Q189	85
India	18.0	Q668	86
Indonesia	18.0	Q252	87
Iran, Islamic Rep.	19.0	Q794	88
Iraq	29.0	Q796	89
Ireland	13.0	Q27	90
Israel	21.0	Q801	91
Italy	7.0	Q38	92
Jamaica	16.0	Q766	93
Japan	7.0	Q17	94
Jordan	22.0	Q810	95
Kazakhstan	22.0	Q232	96
Kenya	29.0	Q114	97
Kiribati	28.0	Q710	98
Korea, Dem. Peopleâ€™s Rep.	14.0	Q423	99
Korea, Rep.	6.0	Q884	100
Kosovo	16.0	Q1246	101
Kuwait	14.0	Q817	102
Kyrgyz Republic	27.0	Q813	103
Lao PDR	24.0	Q819	104
