Country	Total	ID	id_row
Latvia	10.0	Q211	105
Lebanon	18.0	Q822	106
Lesotho	27.0	Q1013	107
Liberia	33.0	Q1014	108
Libya	19.0	Q1016	109
Liechtenstein	10.0	Q347	110
Lithuania	10.0	Q37	111
Luxembourg	10.0	Q32	112
Madagascar	33.0	Q1019	113
Malawi	34.0	Q1020	114
Malaysia	17.0	Q833	115
Maldives	14.0	Q826	116
Mali	42.0	Q912	117
Malta	9.0	Q233	118
Mauritania	34.0	Q1025	119
Mauritius	10.0	Q1027	120
Mexico	18.0	Q96	121
Micronesia, Fed. Sts.	23.0	Q702	122
Moldova	10.0	Q217	123
Monaco	6.0	Q235	124
Mongolia	24.0	Q711	125
Montenegro	12.0	Q236	126
Morocco	19.0	Q1028	127
Mozambique	38.0	Q1029	128
Myanmar	18.0	Q836	129
Namibia	29.0	Q1030	130
Nepal	20.0	Q837	131
Netherlands	10.0	Q55	132
New Caledonia	15.0	Q33788	133
New Zealand	12.0	Q664	134
Nicaragua	21.0	Q811	135
Niger	46.0	Q1032	136
Nigeria	38.0	Q1033	137
North Macedonia	11.0	Q221	138
Norway	10.0	Q20	139
Oman	19.0	Q842	140
Pakistan	28.0	Q843	141
Palau	14.0	Q695	142
Panama	19.0	Q804	143
Papua New Guinea	27.0	Q691	144
Paraguay	21.0	Q733	145
Peru	18.0	Q419	146
Philippines	21.0	Q928	147
Poland	10.0	Q36	148
Portugal	9.0	Q45	149
Puerto Rico	7.0	Q1183	150
Qatar	10.0	Q846	151
Romania	10.0	Q218	152
Russian Federation	12.0	Q159	153
Rwanda	32.0	Q1037	154
Samoa	24.0	Q683	155
San Marino	7.0	Q238	156
Sao Tome and Principe	32.0	Q1039	157
Saudi Arabia	18.0	Q851	158
Senegal	35.0	Q1041	159
Serbia	9.0	Q403	160
Seychelles	17.0	Q1042	161
Sierra Leone	33.0	Q1044	162
Singapore	9.0	Q334	163
Slovak Republic	11.0	Q214	164
Slovenia	9.0	Q215	165
Solomon Islands	32.0	Q685	166
Somalia	42.0	Q1045	167
South Africa	21.0	Q258	168
South Sudan	35.0	Q958	169
Spain	8.0	Q29	170
Sri Lanka	16.0	Q854	171
St. Lucia	12.0	Q760	172
St. Martin (French part)	15.0	Q126125	173
St. Vincent and the Grenadines	14.0	Q757	174
Sudan	32.0	Q1049	175
Suriname	19.0	Q730	176
Sweden	11.0	Q34	177
Switzerland	10.0	Q39	178
Syrian Arab Republic	24.0	Q858	179
Tajikistan	31.0	Q863	180
Tanzania	37.0	Q924	181
Thailand	10.0	Q869	182
Timor-Leste	29.0	Q574	183
Togo	33.0	Q945	184
Tonga	24.0	Q678	185
Trinidad and Tobago	13.0	Q754	186
Tunisia	18.0	Q948	187
Turkey	16.0	Q43	188
Turkmenistan	24.0	Q874	189
Uganda	38.0	Q1036	190
Ukraine	9.0	Q212	191
United Arab Emirates	10.0	Q878	192
United Kingdom	11.0	Q145	193
United States	12.0	Q30	194
Uruguay	14.0	Q77	195
Uzbekistan	23.0	Q265	196
Vanuatu	30.0	Q686	197
Venezuela, RB	18.0	Q717	198
Vietnam	17.0	Q881	199
Virgin Islands (U.S.)	13.0	Q11703	200
West Bank and Gaza	29.0	Q407199	201
Yemen, Rep.	30.0	Q805	202
Zambia	36.0	Q953	203
Zimbabwe	31.0	Q954	204
