Country	Total	ID	id_row
Afghanistan	86.0	Q889	0
Albania	102.0	Q222	1
Algeria	105.0	Q262	2
Antigua and Barbuda	96.0	Q781	3
Argentina	100.0	Q414	4
Armenia	90.0	Q399	5
Austria	99.0	Q40	6
Azerbaijan	100.0	Q227	7
Bahamas, The	76.0	Q778	8
Bahrain	98.0	Q398	9
Barbados	89.0	Q244	10
Belarus	105.0	Q184	11
Belize	104.0	Q242	12
Benin	81.0	Q962	13
Bermuda	92.0	Q23635	14
Bhutan	100.0	Q917	15
Bolivia	95.0	Q750	16
Brunei Darussalam	108.0	Q921	17
Bulgaria	90.0	Q219	18
Burkina Faso	65.0	Q965	19
Burundi	63.0	Q967	20
Cabo Verde	87.0	Q1011	21
Cambodia	88.0	Q424	22
Cameroon	64.0	Q1009	23
Central African Republic	41.0	Q929	24
Chad	41.0	Q657	25
Chile	95.0	Q298	26
Hong Kong SAR, China	104.0	Q8646	27
Macao SAR, China	101.0	Q14773	28
Colombia	106.0	Q739	29
Comoros	77.0	Q970	30
Congo, Dem. Rep.	70.0	Q974	31
Costa Rica	99.0	Q800	32
Cote d'Ivoire	72.0	Q1008	33
Croatia	96.0	Q224	34
Cuba	84.0	Q241	35
Cyprus	101.0	Q229	36
Czech Republic	98.0	Q213	37
Denmark	104.0	Q35	38
Djibouti	66.0	Q977	39
Dominica	114.0	Q784	40
Dominican Republic	93.0	Q786	41
Ecuador	104.0	Q736	42
Egypt, Arab Rep.	101.0	Q79	43
El Salvador	87.0	Q792	44
Equatorial Guinea	41.0	Q983	45
Eritrea	60.0	Q986	46
Estonia	97.0	Q191	47
Eswatini	96.0	Q1050	48
Ethiopia	54.0	Q115	49
Fiji	107.0	Q712	50
Finland	101.0	Q33	51
Gambia, The	69.0	Q1005	52
Georgia	96.0	Q230	53
Germany	99.0	Q183	54
Ghana	94.0	Q117	55
Greece	97.0	Q41	56
Grenada	123.0	Q769	57
Guatemala	80.0	Q774	58
Guinea	60.0	Q1006	59
Honduras	82.0	Q783	60
Hungary	105.0	Q28	61
India	92.0	Q668	62
Indonesia	102.0	Q252	63
Iran, Islamic Rep.	99.0	Q794	64
Israel	106.0	Q801	65
Italy	99.0	Q38	66
Jamaica	86.0	Q766	67
Jordan	73.0	Q810	68
Kazakhstan	110.0	Q232	69
Kenya	100.0	Q114	70
Kiribati	101.0	Q710	71
Korea, Dem. People’s Rep.	102.0	Q423	72
Korea, Rep.	91.0	Q884	73
Kuwait	92.0	Q817	74
Kyrgyz Republic	105.0	Q813	75
Lao PDR	98.0	Q819	76
Latvia	99.0	Q211	77
Lesotho	86.0	Q1013	78
Liberia	61.0	Q1014	79
Liechtenstein	90.0	Q347	80
Lithuania	102.0	Q37	81
Luxembourg	80.0	Q32	82
Madagascar	65.0	Q1019	83
Malaysia	99.0	Q833	84
Maldives	97.0	Q826	85
Mali	50.0	Q912	86
Malta	102.0	Q233	87
Marshall Islands	71.0	Q709	88
Mauritania	76.0	Q1025	89
Mauritius	101.0	Q1027	90
Mexico	104.0	Q96	91
Moldova	89.0	Q217	92
Mongolia	102.0	Q711	93
Montenegro	94.0	Q236	94
Morocco	94.0	Q1028	95
Mozambique	52.0	Q1029	96
Myanmar	95.0	Q836	97
Namibia	94.0	Q1030	98
Nepal	120.0	Q837	99
Niger	72.0	Q1032	100
North Macedonia	91.0	Q221	101
Norway	101.0	Q20	102
Oman	100.0	Q842	103
Pakistan	71.0	Q843	104
Panama	90.0	Q804	105
Papua New Guinea	77.0	Q691	106
Peru	96.0	Q419	107
Philippines	109.0	Q928	108
Poland	106.0	Q36	109
Puerto Rico	79.0	Q1183	110
Qatar	96.0	Q846	111
Romania	92.0	Q218	112
Russian Federation	96.0	Q159	113
Rwanda	87.0	Q1037	114
Samoa	105.0	Q683	115
San Marino	107.0	Q238	116
Sao Tome and Principe	84.0	Q1039	117
Saudi Arabia	97.0	Q851	118
Senegal	57.0	Q1041	119
Serbia	99.0	Q403	120
Seychelles	102.0	Q1042	121
Sierra Leone	82.0	Q1044	122
Singapore	99.0	Q334	123
Slovak Republic	92.0	Q214	124
Slovenia	96.0	Q215	125
Solomon Islands	87.0	Q685	126
South Africa	87.0	Q258	127
Spain	101.0	Q29	128
Sri Lanka	103.0	Q854	129
St. Kitts and Nevis	98.0	Q763	130
St. Lucia	95.0	Q760	131
St. Vincent and the Grenadines	106.0	Q757	132
Sudan	62.0	Q1049	133
Suriname	85.0	Q730	134
Sweden	105.0	Q34	135
Switzerland	97.0	Q39	136
Tajikistan	95.0	Q863	137
Tanzania	69.0	Q924	138
Thailand	93.0	Q869	139
Timor-Leste	104.0	Q574	140
Togo	90.0	Q945	141
Tunisia	95.0	Q948	142
Turkey	90.0	Q43	143
Tuvalu	79.0	Q672	144
Uganda	53.0	Q1036	145
United Arab Emirates	104.0	Q878	146
United Kingdom	100.0	Q145	147
United States	99.0	Q30	148
Uruguay	99.0	Q77	149
Uzbekistan	103.0	Q265	150
Venezuela, RB	93.0	Q717	151
Vietnam	110.0	Q881	152
West Bank and Gaza	97.0	Q407199	153
Yemen, Rep.	72.0	Q805	154
