Country	Total	ID	id_row
Afghanistan	4.3	Q889	0
Albania	0.8	Q222	1
Algeria	1.3	Q262	2
Angola	3.6	Q916	3
Argentina	1.3	Q414	4
Armenia	0.4	Q399	5
Australia	1.6	Q408	6
Austria	0.9	Q40	7
Azerbaijan	1.7	Q227	8
Bahamas, The	1.8	Q778	9
Bahrain	3.6	Q398	10
Bangladesh	2.3	Q902	11
Barbados	0.2	Q244	12
Belarus	0.0	Q184	13
Belgium	0.7	Q31	14
Belize	3.4	Q242	15
Benin	3.0	Q962	16
Bhutan	1.5	Q917	17
Bolivia	2.1	Q750	18
Bosnia and Herzegovina	-0.8	Q225	19
Botswana	3.1	Q963	20
Brazil	1.1	Q155	21
Brunei Darussalam	1.5	Q921	22
Bulgaria	-0.6	Q219	23
Burkina Faso	2.5	Q965	24
Burundi	3.2	Q967	25
Cabo Verde	2.3	Q1011	26
Cambodia	2.0	Q424	27
Cameroon	2.7	Q1009	28
Canada	0.9	Q16	29
Central African Republic	0.7	Q929	30
Chad	3.5	Q657	31
Channel Islands	0.8	Q42314	32
Chile	2.0	Q298	33
China	0.1	Q148	34
Hong Kong SAR, China	0.8	Q8646	35
Macao SAR, China	2.1	Q14773	36
Colombia	2.1	Q739	37
Comoros	3.0	Q970	38
Congo, Dem. Rep.	2.7	Q974	39
Congo, Rep.	2.6	Q971	40
Costa Rica	1.7	Q800	41
Cote d'Ivoire	2.1	Q1008	42
Croatia	-0.8	Q224	43
Cuba	0.0	Q241	44
Cyprus	1.0	Q229	45
Czech Republic	0.4	Q213	46
Denmark	0.2	Q35	47
Djibouti	2.2	Q977	48
Dominican Republic	3.1	Q786	49
Ecuador	2.5	Q736	50
Egypt, Arab Rep.	1.4	Q79	51
El Salvador	0.8	Q792	52
Equatorial Guinea	4.5	Q983	53
Estonia	0.2	Q191	54
Eswatini	1.5	Q1050	55
Ethiopia	3.4	Q115	56
Fiji	-0.2	Q712	57
Finland	0.2	Q33	58
France	0.3	Q142	59
French Polynesia	0.6	Q30971	60
Gabon	4.2	Q1000	61
Gambia, The	3.4	Q1005	62
Georgia	0.0	Q230	63
Germany	0.4	Q183	64
Ghana	2.3	Q117	65
Greece	-0.5	Q41	66
Guam	0.6	Q16635	67
Guatemala	2.8	Q774	68
Guinea	2.6	Q1006	69
Guinea-Bissau	2.8	Q1007	70
Guyana	1.2	Q734	71
Haiti	2.3	Q790	72
Honduras	3.9	Q783	73
Hungary	1.2	Q28	74
Iceland	1.4	Q189	75
India	0.7	Q668	76
Indonesia	1.8	Q252	77
Iran, Islamic Rep.	1.6	Q794	78
Iraq	4.0	Q796	79
Ireland	0.4	Q27	80
Israel	2.1	Q801	81
Italy	0.7	Q38	82
Jamaica	1.5	Q766	83
Japan	0.2	Q17	84
Jordan	3.8	Q810	85
Kazakhstan	0.6	Q232	86
Kenya	4.0	Q114	87
Korea, Dem. Peopleâ€™s Rep.	0.8	Q423	88
