Country	deaths	ID	id_row
Afghanistan	326.0	Q889	0
Albania	23.0	Q222	1
Algeria	370.0	Q262	2
American Samoa	1.0	Q16641	3
Andorra	3.0	Q228	4
Angola	233.0	Q916	5
Antigua and Barbuda	2.0	Q781	6
Argentina	1885.0	Q414	7
Armenia	78.0	Q399	8
Australia	963.0	Q408	9
Austria	407.0	Q40	10
Azerbaijan	147.0	Q227	11
Bahamas	12.0	Q778	12
Bahrain	10.0	Q398	13
Bangladesh	2280.0	Q902	14
Barbados	20.0	Q244	15
Belarus	369.0	Q184	16
Belgium	513.0	Q31	17
Belize	5.0	Q242	18
Benin	85.0	Q962	19
Bermuda	3.0	Q23635	20
Bhutan	10.0	Q917	21
Bolivia	227.0	Q750	22
Bosnia and Herzegovina	189.0	Q225	23
Botswana	25.0	Q963	24
Brazil	4354.0	Q155	25
Brunei	13.0	Q921	26
Bulgaria	525.0	Q219	27
Burkina Faso	266.0	Q965	28
Burundi	81.0	Q967	29
Cambodia	326.0	Q424	30
Cameroon	235.0	Q1009	31
Canada	1834.0	Q16	32
Cape Verde	7.0	Q1011	33
Central African Republic	50.0	Q929	34
Chad	105.0	Q657	35
Chile	684.0	Q298	36
China	45354.0	Q148	37
Colombia	998.0	Q739	38
Comoros	13.0	Q970	39
Congo	73.0	Q971	40
Costa Rica	124.0	Q800	41
Cote d'Ivoire	133.0	Q1008	42
Croatia	354.0	Q224	43
Cuba	623.0	Q241	44
Cyprus	41.0	Q229	45
Czech Republic	718.0	Q213	46
Democratic Republic of Congo	689.0	Q974	47
Denmark	263.0	Q35	48
Djibouti	17.0	Q977	49
Dominica	3.0	Q784	50
Dominican Republic	204.0	Q786	51
Ecuador	290.0	Q736	52
Egypt	620.0	Q79	53
El Salvador	111.0	Q792	54
England	2616.0	Q21	55
Equatorial Guinea	9.0	Q983	56
Eritrea	76.0	Q986	57
Estonia	50.0	Q191	58
Ethiopia	1046.0	Q115	59
Fiji	15.0	Q712	60
Finland	136.0	Q33	61
France	3335.0	Q142	62
Gabon	30.0	Q1000	63
Gambia	15.0	Q1005	64
Georgia	116.0	Q230	65
Germany	4133.0	Q183	66
Ghana	288.0	Q117	67
Greece	438.0	Q41	68
Greenland	2.0	Q223	69
Grenada	5.0	Q769	70
Guam	5.0	Q16635	71
Guatemala	172.0	Q774	72
Guinea	103.0	Q1006	73
Guinea-Bissau	18.0	Q1007	74
Guyana	12.0	Q734	75
Haiti	195.0	Q790	76
Honduras	97.0	Q783	77
Hungary	1059.0	Q28	78
Iceland	6.0	Q189	79
India	17400.0	Q668	80
Indonesia	3957.0	Q252	81
Iran	1344.0	Q794	82
Iraq	262.0	Q796	83
Ireland	143.0	Q27	84
Israel	237.0	Q801	85
Italy	3293.0	Q38	86
Jamaica	89.0	Q766	87
Japan	12671.0	Q17	88
Jordan	122.0	Q810	89
Kazakhstan	174.0	Q232	90
Kenya	344.0	Q114	91
Kiribati	2.0	Q710	92
Kuwait	22.0	Q817	93
Kyrgyzstan	41.0	Q813	94
Laos	109.0	Q819	95
Latvia	101.0	Q211	96
Lebanon	147.0	Q822	97
Lesotho	31.0	Q1013	98
Liberia	43.0	Q1014	99
Libya	132.0	Q1016	100
Lithuania	137.0	Q37	101
Luxembourg	17.0	Q32	102
Macedonia	83.0	Q221	103
Madagascar	245.0	Q1019	104
Malawi	116.0	Q1020	105
Malaysia	975.0	Q833	106
Maldives	3.0	Q826	107
Mali	120.0	Q912	108
Malta	21.0	Q233	109
Marshall Islands	1.0	Q709	110
Mauritania	30.0	Q1025	111
Mauritius	36.0	Q1027	112
Mexico	1787.0	Q96	113
Micronesia (country)	2.0	Q702	114
Moldova	171.0	Q217	115
Mongolia	26.0	Q711	116
Montenegro	26.0	Q236	117
Morocco	478.0	Q1028	118
Mozambique	374.0	Q1029	119
Myanmar	1384.0	Q836	120
Namibia	26.0	Q1030	121
Nepal	324.0	Q837	122
Netherlands	717.0	Q55	123
New Zealand	352.0	Q664	124
Nicaragua	72.0	Q811	125
Niger	94.0	Q1032	126
Nigeria	1638.0	Q1033	127
North Korea	816.0	Q423	128
Northern Ireland	92.0	Q26	129
Northern Mariana Islands		Q16644	130
Norway	212.0	Q20	131
Oman	20.0	Q842	132
Pakistan	1942.0	Q843	133
Palestine	75.0	Q219060	134
Panama	83.0	Q804	135
Papua New Guinea	96.0	Q691	136
Paraguay	117.0	Q733	137
Peru	516.0	Q419	138
Philippines	2561.0	Q928	139
Poland	2717.0	Q36	140
Portugal	748.0	Q45	141
Puerto Rico	178.0	Q1183	142
Qatar	7.0	Q846	143
Romania	591.0	Q218	144
Russia	6380.0	Q159	145
Rwanda	97.0	Q1037	146
Saint Lucia	5.0	Q760	147
Saint Vincent and the Grenadines	4.0	Q757	148
Samoa	3.0	Q683	149
Sao Tome and Principe	3.0	Q1039	150
Saudi Arabia	283.0	Q851	151
Scotland	301.0	Q22	152
Senegal	138.0	Q1041	153
Serbia	727.0	Q403	154
Seychelles	5.0	Q1042	155
Sierra Leone	79.0	Q1044	156
Singapore	150.0	Q334	157
Slovakia	464.0	Q214	158
Slovenia	121.0	Q215	159
Solomon Islands	6.0	Q685	160
Somalia	201.0	Q1045	161
South Africa	995.0	Q258	162
South Korea	2235.0	Q884	163
South Sudan	92.0	Q958	164
Spain	3348.0	Q29	165
Sri Lanka	345.0	Q854	166
Sudan	308.0	Q1049	167
Suriname	20.0	Q730	168
Swaziland	16.0	Q1050	169
Sweden	360.0	Q34	170
Switzerland	264.0	Q39	171
Syria	167.0	Q858	172
Taiwan	1471.0	Q865	173
Tajikistan	83.0	Q863	174
Tanzania	544.0	Q924	175
Thailand	2257.0	Q869	176
Timor	18.0	Q574	177
Togo	61.0	Q945	178
Tonga	2.0	Q678	179
Trinidad and Tobago	46.0	Q754	180
Tunisia	176.0	Q948	181
Turkey	1340.0	Q43	182
Turkmenistan	47.0	Q874	183
Uganda	286.0	Q1036	184
Ukraine	2369.0	Q212	185
United Arab Emirates	69.0	Q878	186
United Kingdom	3201.0	Q145	187
United States	10843.0	Q30	188
United States Virgin Islands	8.0	Q11703	189
Uruguay	206.0	Q77	190
Uzbekistan	256.0	Q265	191
Vanuatu	5.0	Q686	192
Venezuela	586.0	Q717	193
Vietnam	3259.0	Q881	194
Wales	193.0	Q25	195
Yemen	275.0	Q805	196
Zambia	190.0	Q953	197
Zimbabwe	197.0	Q954	198
