Country	deaths	ID	id_row
Afghanistan	94.0	Q889	0
Albania		Q222	1
Algeria	8.0	Q262	2
American Samoa		Q16641	3
Andorra		Q228	4
Angola	212.0	Q916	5
Antigua and Barbuda		Q781	6
Argentina	5.0	Q414	7
Armenia		Q399	8
Australia		Q408	9
Austria		Q40	10
Azerbaijan	9.0	Q227	11
Bahamas		Q778	12
Bahrain		Q398	13
Bangladesh	24.0	Q902	14
Barbados		Q244	15
Belarus		Q184	16
Belgium		Q31	17
Belize		Q242	18
Benin	57.0	Q962	19
Bermuda		Q23635	20
Bhutan		Q917	21
Bolivia	7.0	Q750	22
Bosnia and Herzegovina		Q225	23
Botswana	8.0	Q963	24
Brazil	145.0	Q155	25
Brunei		Q921	26
Bulgaria		Q219	27
Burkina Faso	84.0	Q965	28
Burundi	33.0	Q967	29
Cambodia	6.0	Q424	30
Cameroon	211.0	Q1009	31
Canada	1.0	Q16	32
Cape Verde		Q1011	33
Central African Republic	64.0	Q929	34
Chad	363.0	Q657	35
Chile		Q298	36
China	101.0	Q148	37
Colombia	15.0	Q739	38
Comoros	2.0	Q970	39
Congo	23.0	Q971	40
Costa Rica		Q800	41
Cote d'Ivoire	132.0	Q1008	42
Croatia		Q224	43
Cuba		Q241	44
Cyprus		Q229	45
Czech Republic		Q213	46
Democratic Republic of Congo	316.0	Q974	47
Denmark		Q35	48
Djibouti	3.0	Q977	49
Dominica		Q784	50
Dominican Republic	12.0	Q786	51
Ecuador	6.0	Q736	52
Egypt	135.0	Q79	53
El Salvador	2.0	Q792	54
England	2.0	Q21	55
Equatorial Guinea	2.0	Q983	56
Eritrea	26.0	Q986	57
Estonia		Q191	58
Ethiopia	330.0	Q115	59
Fiji		Q712	60
Finland		Q33	61
France	2.0	Q142	62
Gabon	4.0	Q1000	63
Gambia	5.0	Q1005	64
Georgia		Q230	65
Germany	1.0	Q183	66
Ghana	47.0	Q117	67
Greece		Q41	68
Greenland		Q223	69
Grenada		Q769	70
Guam		Q16635	71
Guatemala	32.0	Q774	72
Guinea	43.0	Q1006	73
Guinea-Bissau	8.0	Q1007	74
Guyana		Q734	75
Haiti	79.0	Q790	76
Honduras	9.0	Q783	77
Hungary		Q28	78
Iceland		Q189	79
India	1611.0	Q668	80
Indonesia	240.0	Q252	81
Iran	5.0	Q794	82
Iraq	22.0	Q796	83
Ireland		Q27	84
Israel		Q801	85
Italy	1.0	Q38	86
Jamaica		Q766	87
Japan	2.0	Q17	88
Jordan	2.0	Q810	89
Kazakhstan	2.0	Q232	90
Kenya	130.0	Q114	91
