Country	Total	ID	id_row
Afghanistan	3121.6	Q889	0
Albania	361.1	Q222	1
Algeria	139.4	Q262	2
Angola	103.5	Q916	3
Antigua and Barbuda	3.3	Q781	4
Argentina	20.2	Q414	5
Armenia	186.1	Q399	6
Azerbaijan	126.6	Q227	7
Bangladesh	2.523	Q902	8
Belarus	99.1	Q184	9
Belize	15.9	Q242	10
Benin	357.8	Q962	11
Bhutan	42.7	Q917	12
Bolivia	304.9	Q750	13
Bosnia and Herzegovina	270.2	Q225	14
Botswana	69.7	Q963	15
Brazil	401.9	Q155	16
Burkina Faso	631.7	Q965	17
Burundi	265.9	Q967	18
Cabo Verde	64.3	Q1011	19
Cambodia	635.8	Q424	20
Cameroon	717.5	Q1009	21
Central African Republic	407.8	Q929	22
Chad	478.1	Q657	23
China	-20000.0	Q148	24
Colombia	1.2	Q739	25
Comoros	37.6	Q970	26
Congo, Dem. Rep.	1571.7	Q974	27
Congo, Rep.	91.6	Q971	28
Costa Rica	84.5	Q800	29
Cote d'Ivoire	609.3	Q1008	30
Cuba	279.8	Q241	31
Djibouti	99.7	Q977	32
Dominica	25.6	Q784	33
Dominican Republic	69.2	Q786	34
Ecuador	40000.0	Q736	35
Egypt, Arab Rep.	799.6	Q79	36
El Salvador	248.6	Q792	37
Equatorial Guinea	6.1	Q983	38
Eritrea	25.1	Q986	39
Ethiopia	2332.4	Q115	40
Fiji	96.6	Q712	41
Gabon	107.8	Q1000	42
Gambia, The	97.6	Q1005	43
Georgia	632.3	Q230	44
Ghana	703.0	Q117	45
Grenada	1.5	Q769	46
Guatemala	364.5	Q774	47
Guinea	311.1	Q1006	48
Guinea-Bissau	51.1	Q1007	49
Guyana	4200.0	Q734	50
Haiti	718.7	Q790	51
Honduras	402.4	Q783	52
India	2645.8	Q668	53
Indonesia	1103.6	Q252	54
Iran, Islamic Rep.	147.6	Q794	55
Iraq	2234.9	Q796	56
Jamaica	90.2	Q766	57
Jordan	1.1	Q810	58
Kazakhstan	11.9	Q232	59
Kenya	1.9	Q114	60
Kiribati	61.4	Q710	61
Korea, Dem. Peopleâ€™s Rep.	30.7	Q423	62
Kosovo	296.5	Q1246	63
Kyrgyz Republic	179.9	Q813	64
Lao PDR	407.4	Q819	65
Lebanon	1.8	Q822	66
Lesotho	104.8	Q1013	67
Liberia	382.7	Q1014	68
Libya	264.6	Q1016	69
North Macedonia	165.9	Q221	70
Madagascar	380.8	Q1019	71
Malawi	840.7	Q1020	72
Malaysia	-50.5	Q833	73
Maldives	5.2	Q826	74
Mali	1027.2	Q912	75
Marshall Islands	51.1	Q709	76
Mauritania	148.7	Q1025	77
Mauritius	62.2	Q1027	78
Mexico	508.0	Q96	79
Micronesia, Fed. Sts.	74.4	Q702	80
Moldova	206.0	Q217	81
Mongolia	259.1	Q711	82
Montenegro	156.2	Q236	83
Morocco	595.2	Q1028	84
Mozambique	1318.9	Q1029	85
Myanmar	1325.3	Q836	86
Namibia	122.2	Q1030	87
Nepal	658.3	Q837	88
Nicaragua	222.5	Q811	89
Niger	768.2	Q1032	90
Nigeria	2020.0	Q1033	91
Pakistan	1117.5	Q843	92
Palau	83.5	Q695	93
Panama	28.6	Q804	94
Papua New Guinea	540.6	Q691	95
Paraguay	110.8	Q733	96
Peru	423.7	Q419	97
Philippines	499.7	Q928	98
Rwanda	590.2	Q1037	99
Samoa	90.5	Q683	100
Sao Tome and Principe	23.1	Q1039	101
Senegal	751.5	Q1041	102
Serbia	670.5	Q403	103
Sierra Leone	329.3	Q1044	104
Solomon Islands	174.4	Q685	105
Somalia	1.411	Q1045	106
South Africa	789.4	Q258	107
South Sudan	1.475	Q958	108
Sri Lanka	15300.0	Q854	109
St. Lucia	6.5	Q760	110
St. Vincent and the Grenadines	6.8	Q757	111
Sudan	727.2	Q1049	112
Suriname	900.0	Q730	113
Eswatini	80.3	Q1050	114
Syrian Arab Republic	3074.2	Q858	115
Tajikistan	184.2	Q863	116
Tanzania	1.4	Q924	117
Thailand	-447.7	Q869	118
Timor-Leste	172.7	Q574	119
Togo	145.2	Q945	120
Tonga	68.8	Q678	121
Tunisia	668.9	Q948	122
Turkey	1.154	Q43	123
Turkmenistan	12.3	Q874	124
Tuvalu	14.5	Q672	125
Uganda	1319.1	Q1036	126
Ukraine	1.5	Q212	127
Uzbekistan	283.5	Q265	128
Vanuatu	86.3	Q686	129
Venezuela, RB	129.6	Q717	130
Vietnam	857.3	Q881	131
West Bank and Gaza	1370.8	Q407199	132
Yemen, Rep.	1514.2	Q805	133
Zambia	725.7	Q953	134
Zimbabwe	535.0	Q954	135
