Country	2010	2019	ID	id_row
Afghanistan	5154.0	7310.0	Q889	0
Albania	4406.0	5897.0	Q222	1
Algeria	40473.0	42944.0	Q262	2
American Samoa	361.0	635.0	Q16641	3
Angola	16667.0	14490.0	Q916	4
Antigua and Barbuda	501.0	605.0	Q781	5
Argentina	56793.0	49124.0	Q414	6
Armenia	3783.0	5514.0	Q399	7
Australia	201639.0	221569.0	Q408	8
Austria	159009.0	184964.0	Q40	9
Azerbaijan	6746.0	12000.0	Q227	10
Bahamas, The	2591.0	2990.0	Q778	11
Bahrain	12260.0	12506.0	Q398	12
Bangladesh	27821.0	60144.0	Q902	13
Barbados	1569.0	1596.0	Q244	14
Belarus	34884.0	39342.0	Q184	15
Belgium	391177.0	426198.0	Q31	16
Belize	706.0	980.0	Q242	17
Benin	2054.0	3646.0	Q962	18
Bermuda	972.0	1150.0	Q23635	19
Bhutan	854.0	960.0	Q917	20
Bolivia	5590.0	9784.0	Q750	21
Bosnia and Herzegovina	9223.0	11159.0	Q225	22
Botswana	5657.0	6573.0	Q963	23
Brazil	191537.0	184104.0	Q155	24
Brunei Darussalam	2538.0	4370.0	Q921	25
Bulgaria	25513.0	37176.0	Q219	26
Burkina Faso	2048.0	4672.0	Q965	27
Burundi	509.0	883.0	Q967	28
Cabo Verde	742.0	796.0	Q1011	29
Cambodia	6791.0	22090.0	Q424	30
Cameroon	5133.0	5651.0	Q1009	31
Canada	402690.0	463711.0	Q16	32
Cayman Islands	872.0	1150.0	Q5785	33
Central African Republic	300.0	460.0	Q929	34
Chad	2400.0	2230.0	Q657	35
Chile	59207.0	69593.0	Q298	36
China	1396247.0	2077097.0	Q148	37
Hong Kong SAR, China	441369.0	577834.0	Q8646	38
Macao SAR, China	5629.0	11168.0	Q14773	39
Colombia	40486.0	52703.0	Q739	40
Comoros	233.0	222.0	Q970	41
Congo, Dem. Rep.	4500.0	6200.0	Q974	42
Congo, Rep.	4000.0	3165.0	Q971	43
Costa Rica	13570.0	16148.0	Q800	44
Cote d'Ivoire	7849.0	10487.0	Q1008	45
Croatia	20067.0	28026.0	Q224	46
Cuba	11496.0	10740.0	Q241	47
Curacao	2130.0	1540.0	Q25279	48
Cyprus	8569.0	9167.0	Q229	49
Czech Republic	126652.0	178248.0	Q213	50
Denmark	83052.0	97533.0	Q35	51
Djibouti	374.0	887.0	Q977	52
Dominica	224.0	310.0	Q784	53
Dominican Republic	15489.0	20494.0	Q786	54
Ecuador	20591.0	22564.0	Q736	55
Egypt, Arab Rep.	52923.0	70919.0	Q79	56
El Salvador	8416.0	12018.0	Q792	57
Equatorial Guinea	5485.0	2000.0	Q983	58
Eritrea	660.0	1158.0	Q986	59
Estonia	12287.0	18015.0	Q191	60
