Country	Imports2010	Imports2019	ID	id_row
Afghanistan	5771.0	7371.0	Q889	0
Albania	5781.0	6907.0	Q222	1
Algeria	50645.0	60128.0	Q262	2
Angola	35421.0	22299.0	Q916	3
Antigua and Barbuda	679.0	1115.0	Q781	4
Argentina	68779.0	66294.0	Q414	5
Armenia	4537.0	7246.0	Q399	6
Aruba	2074.0	2244.0	Q21203	7
Australia	254064.0	295615.0	Q408	8
Austria	185621.0	230889.0	Q40	9
Azerbaijan	10236.0	17712.0	Q227	10
Bahamas, The	3773.0	5134.0	Q778	11
Bahrain	13095.0	27187.0	Q398	12
Bangladesh	29471.0	64420.0	Q902	13
Belarus	36821.0	42224.0	Q184	14
Belgium	364144.0	431753.0	Q31	15
Belize	810.0	1128.0	Q242	16
Benin	2292.0	4669.0	Q962	17
Bermuda	2001.0	2121.0	Q23635	18
Bhutan	935.0	1257.0	Q917	19
Bolivia	6156.0	11976.0	Q750	20
Bosnia and Herzegovina	8794.0	11130.0	Q225	21
Botswana	6634.0	7312.0	Q963	22
Brazil	243661.0	254149.0	Q155	23
Brunei Darussalam	3837.0	6806.0	Q921	24
Bulgaria	26931.0	40849.0	Q219	25
Burkina Faso	2559.0	5167.0	Q965	26
Burundi	607.0	905.0	Q967	27
Cabo Verde	1113.0	1294.0	Q1011	28
Cambodia	7606.0	25447.0	Q424	29
Cameroon	6378.0	8423.0	Q1009	30
Canada	500163.0	577377.0	Q16	31
Chile	67820.0	85052.0	Q298	32
China	1380920.0	2479255.0	Q148	33
Hong Kong SAR, China	456007.0	642488.0	Q8646	34
Macao SAR, China	9183.0	18321.0	Q14773	35
Colombia	48047.0	64529.0	Q739	36
Comoros	272.0	351.0	Q970	37
Congo, Dem. Rep.	10705.0	17774.0	Q974	38
Costa Rica	12930.0	19593.0	Q800	39
Cote d'Ivoire	10786.0	12934.0	Q1008	40
Croatia	22641.0	31390.0	Q224	41
Curacao	2923.0	2826.0	Q25279	42
Cyprus	15101.0	17224.0	Q229	43
Czech Republic	130837.0	171036.0	Q213	44
Denmark	140364.0	171167.0	Q35	45
Djibouti	493.0	4189.0	Q977	46
Dominica	265.0	431.0	Q784	47
Dominican Republic	17797.0	24181.0	Q786	48
Ecuador	22636.0	25771.0	Q736	49
Egypt, Arab Rep.	59862.0	78951.0	Q79	50
El Salvador	8595.0	12873.0	Q792	51
Estonia	13401.0	21541.0	Q191	52
Eswatini	2625.0	1926.0	Q1050	53
Ethiopia	9915.0	19929.0	Q115	54
Fiji	2007.0	3208.0	Q712	55
Finland	92734.0	106135.0	Q33	56
France	752868.0	910260.0	Q142	57
Gambia, The	323.0	621.0	Q1005	58
Georgia	6114.0	11114.0	Q230	59
Germany	1263115.0	1585975.0	Q183	60
Ghana	13925.0	23220.0	Q117	61
Greece	80156.0	83192.0	Q41	62
Grenada	380.0	645.0	Q769	63
Guatemala	14347.0	21601.0	Q774	64
Guinea	1800.0	4187.0	Q1006	65
Guinea-Bissau	299.0	459.0	Q1007	66
Guyana	1763.0	3038.0	Q734	67
Haiti	4287.0	5671.0	Q790	68
Honduras	7775.0	11526.0	Q783	69
Hungary	100281.0	128184.0	Q28	70
Iceland	5784.0	9815.0	Q189	71
India	439059.0	616082.0	Q668	72
Indonesia	145424.0	204343.0	Q252	73
Iraq	47192.0	72381.0	Q796	74
Ireland	169386.0	436478.0	Q27	75
Israel	76941.0	107072.0	Q801	76
Italy	575128.0	571180.0	Q38	77
Jamaica	6454.0	7950.0	Q766	78
Japan	791793.0	900305.0	Q17	79
Jordan	18241.0	22762.0	Q810	80
Kazakhstan	44260.0	50133.0	Q232	81
Kenya	13531.0	19086.0	Q114	82
Kiribati	123.0	171.0	Q710	83
Korea, Rep.	512824.0	615759.0	Q884	84
Kosovo	3222.0	4454.0	Q1246	85
Kuwait	35354.0	68205.0	Q817	86
Kyrgyz Republic	3736.0	5861.0	Q813	87
Lao PDR	2324.0	7318.0	Q819	88
Latvia	13173.0	20415.0	Q211	89
Lebanon	30222.0	32849.0	Q822	90
Lesotho	2416.0	2238.0	Q1013	91
Liberia	868.0	1245.0	Q1014	92
Libya	30686.0	18849.0	Q1016	93
Lithuania	24474.0	39300.0	Q37	94
Luxembourg	67384.0	108291.0	Q32	95
Madagascar	3427.0	4840.0	Q1019	96
Malawi	2642.0	2944.0	Q1020	97
Malaysia	181577.0	221336.0	Q833	98
Maldives	1693.0	4098.0	Q826	99
Mali	3745.0	6078.0	Q912	100
Malta	13454.0	17800.0	Q233	101
Marshall Islands	165.0	175.0	Q709	102
Mauritania	4145.0	3284.0	Q1025	103
Mauritius	6136.0	7565.0	Q1027	104
Mexico	328708.0	492222.0	Q96	105
Moldova	4208.0	6611.0	Q217	106
Mongolia	3869.0	9249.0	Q711	107
Montenegro	2562.0	3589.0	Q236	108
Morocco	36999.0	54850.0	Q1028	109
Mozambique	4726.0	10518.0	Q1029	110
Myanmar	4647.0	18866.0	Q836	111
Namibia	5862.0	5796.0	Q1030	112
Nepal	5879.0	14648.0	Q837	113
Netherlands	532072.0	652677.0	Q55	114
New Zealand	39973.0	56428.0	Q664	115
Nicaragua	5236.0	6730.0	Q811	116
Niger	2810.0	3369.0	Q1032	117
Nigeria	70853.0	71637.0	Q1033	118
North Macedonia	5463.0	9597.0	Q221	119
Norway	120111.0	141462.0	Q20	120
Oman	24239.0	35296.0	Q842	121
Pakistan	40016.0	56336.0	Q843	122
Palau	146.0	207.0	Q695	123
Panama	21497.0	27378.0	Q804	124
Papua New Guinea	6290.0	4844.0	Q691	125
Paraguay	10292.0	13146.0	Q733	126
Peru	34441.0	51454.0	Q419	127
Philippines	65648.0	127776.0	Q928	128
Poland	202076.0	298974.0	Q36	129
Portugal	89500.0	103732.0	Q45	130
Qatar	43793.0	66770.0	Q846	131
Romania	64483.0	110532.0	Q218	132
Russian Federation	320958.0	353352.0	Q159	133
Rwanda	1641.0	3143.0	Q1037	134
Samoa	362.0	429.0	Q683	135
Sao Tome and Principe	121.0	197.0	Q1039	136
Saudi Arabia	174203.0	207221.0	Q851	137
Senegal	5206.0	8960.0	Q1041	138
Serbia	18862.0	31293.0	Q403	139
Seychelles	1048.0	1816.0	Q1042	140
Sierra Leone	1132.0	1614.0	Q1044	141
Singapore	411718.0	541855.0	Q334	142
Sint Maarten (Dutch part)	971.0	1233.0	Q26273	143
Slovak Republic	69000.0	98872.0	Q214	144
Slovenia	30501.0	40510.0	Q215	145
Solomon Islands	548.0	748.0	Q685	146
South Africa	102954.0	103117.0	Q258	147
Spain	383498.0	446796.0	Q29	148
