Country	Imports2010	Imports2019	ID	id_row
Sri Lanka	15219.0	26841.0	Q854	149
St. Kitts and Nevis	364.0	594.0	Q763	150
St. Lucia	787.0	998.0	Q760	151
St. Vincent and the Grenadines	389.0	451.0	Q757	152
Sudan	11372.0	8237.0	Q1049	153
Suriname	1657.0	2428.0	Q730	154
Sweden	196604.0	232054.0	Q34	155
Switzerland	312065.0	375294.0	Q39	156
Tajikistan	3344.0	3409.0	Q863	157
Tanzania	9054.0	9883.0	Q924	158
Thailand	207559.0	275116.0	Q869	159
Timor-Leste	1343.0	1039.0	Q574	160
Togo	1830.0	2329.0	Q945	161
Tonga	226.0	334.0	Q678	162
Trinidad and Tobago	6871.0	9182.0	Q754	163
Tunisia	24240.0	24651.0	Q948	164
Turkey	197021.0	226941.0	Q43	165
Uganda	6178.0	9541.0	Q1036	166
Ukraine	69608.0	75804.0	Q212	167
United Kingdom	749903.0	924995.0	Q145	168
United States	2348263.0	3114456.0	Q30	169
Uruguay	10089.0	12707.0	Q77	170
Vanuatu	368.0	460.0	Q686	171
Vietnam	87294.0	245627.0	Q881	172
West Bank and Gaza	5264.0	8731.0	Q407199	173
Zambia	5598.0	8033.0	Q953	174
Zimbabwe	6440.0	6559.0	Q954	175
