Country	Total	ID	id_row
Afghanistan	6.0	Q889	0
Albania	8.0	Q222	1
Algeria	5.0	Q262	2
Andorra	4.0	Q228	3
Angola	8.0	Q916	4
Antigua and Barbuda	6.0	Q781	5
Argentina	8.0	Q414	6
Armenia	10.0	Q399	7
Aruba	9.0	Q21203	8
Australia	6.0	Q408	9
Austria	10.0	Q40	10
Azerbaijan	6.0	Q227	11
Bahamas, The	7.0	Q778	12
Bahrain	2.0	Q398	13
Bangladesh	6.0	Q902	14
Barbados	9.0	Q244	15
Belarus	13.0	Q184	16
Belgium	11.0	Q31	17
Belize	5.0	Q242	18
Benin	9.0	Q962	19
Bermuda	8.0	Q23635	20
Bhutan	6.0	Q917	21
Bolivia	7.0	Q750	22
Bosnia and Herzegovina	11.0	Q225	23
Botswana	6.0	Q963	24
Brazil	6.0	Q155	25
Brunei Darussalam	4.0	Q921	26
Bulgaria	15.0	Q219	27
Burkina Faso	8.0	Q965	28
Burundi	8.0	Q967	29
Cabo Verde	6.0	Q1011	30
Cambodia	6.0	Q424	31
Cameroon	9.0	Q1009	32
Canada	8.0	Q16	33
Cayman Islands	3.0	Q5785	34
Central African Republic	12.0	Q929	35
Chad	12.0	Q657	36
Channel Islands	8.0	Q42314	37
Chile	6.0	Q298	38
China	7.0	Q148	39
Hong Kong SAR, China	6.0	Q8646	40
Macao SAR, China	4.0	Q14773	41
Colombia	6.0	Q739	42
Comoros	7.0	Q970	43
Congo, Dem. Rep.	9.0	Q974	44
Congo, Rep.	7.0	Q971	45
Costa Rica	5.0	Q800	46
Cote d'Ivoire	10.0	Q1008	47
Croatia	13.0	Q224	48
Cuba	9.0	Q241	49
Curacao	9.0	Q25279	50
Cyprus	7.0	Q229	51
Czech Republic	11.0	Q213	52
Denmark	10.0	Q35	53
Djibouti	7.0	Q977	54
Dominican Republic	6.0	Q786	55
Ecuador	5.0	Q736	56
Egypt, Arab Rep.	6.0	Q79	57
El Salvador	7.0	Q792	58
Equatorial Guinea	9.0	Q983	59
Eritrea	7.0	Q986	60
Estonia	12.0	Q191	61
Eswatini	9.0	Q1050	62
Ethiopia	7.0	Q115	63
Faroe Islands	8.0	Q4628	64
Fiji	8.0	Q712	65
Finland	10.0	Q33	66
France	9.0	Q142	67
French Polynesia	6.0	Q30971	68
Gabon	7.0	Q1000	69
Gambia, The	8.0	Q1005	70
Georgia	13.0	Q230	71
Germany	12.0	Q183	72
Ghana	7.0	Q117	73
Greece	11.0	Q41	74
Greenland	9.0	Q223	75
Grenada	10.0	Q769	76
Guam	5.0	Q16635	77
Guatemala	5.0	Q774	78
Guinea	8.0	Q1006	79
Guinea-Bissau	10.0	Q1007	80
Guyana	7.0	Q734	81
Haiti	9.0	Q790	82
Honduras	4.0	Q783	83
