Country	Total	ID	id_row
Hungary	13.0	Q28	84
Iceland	6.0	Q189	85
India	7.0	Q668	86
Indonesia	6.0	Q252	87
Iran, Islamic Rep.	5.0	Q794	88
Iraq	5.0	Q796	89
Ireland	6.0	Q27	90
Israel	5.0	Q801	91
Italy	11.0	Q38	92
Jamaica	8.0	Q766	93
Japan	11.0	Q17	94
Jordan	4.0	Q810	95
Kazakhstan	7.0	Q232	96
Kenya	5.0	Q114	97
Kiribati	6.0	Q710	98
Korea, Dem. Peopleâ€™s Rep.	9.0	Q423	99
Korea, Rep.	6.0	Q884	100
Kosovo	7.0	Q1246	101
Kuwait	3.0	Q817	102
Kyrgyz Republic	5.0	Q813	103
Lao PDR	6.0	Q819	104
Latvia	15.0	Q211	105
Lebanon	4.0	Q822	106
Lesotho	14.0	Q1013	107
Liberia	8.0	Q1014	108
Libya	5.0	Q1016	109
Liechtenstein	7.0	Q347	110
Lithuania	14.0	Q37	111
Luxembourg	7.0	Q32	112
Madagascar	6.0	Q1019	113
Malawi	7.0	Q1020	114
Malaysia	5.0	Q833	115
Maldives	3.0	Q826	116
Mali	10.0	Q912	117
Malta	8.0	Q233	118
Mauritania	7.0	Q1025	119
Mauritius	9.0	Q1027	120
Mexico	6.0	Q96	121
Micronesia, Fed. Sts.	7.0	Q702	122
Moldova	12.0	Q217	123
Monaco	7.0	Q235	124
Mongolia	6.0	Q711	125
Montenegro	11.0	Q236	126
Morocco	5.0	Q1028	127
Mozambique	9.0	Q1029	128
Myanmar	8.0	Q836	129
Namibia	8.0	Q1030	130
Nepal	6.0	Q837	131
Netherlands	9.0	Q55	132
New Caledonia	6.0	Q33788	133
New Zealand	7.0	Q664	134
Nicaragua	5.0	Q811	135
Niger	8.0	Q1032	136
Nigeria	12.0	Q1033	137
North Macedonia	10.0	Q221	138
Norway	8.0	Q20	139
Oman	2.0	Q842	140
Pakistan	7.0	Q843	141
Palau	8.0	Q695	142
Panama	5.0	Q804	143
Papua New Guinea	7.0	Q691	144
Paraguay	5.0	Q733	145
Peru	6.0	Q419	146
Philippines	6.0	Q928	147
Poland	11.0	Q36	148
Portugal	11.0	Q45	149
Puerto Rico	9.0	Q1183	150
Qatar	1.0	Q846	151
Romania	14.0	Q218	152
Russian Federation	12.0	Q159	153
Rwanda	5.0	Q1037	154
Samoa	5.0	Q683	155
San Marino	7.0	Q238	156
Sao Tome and Principe	5.0	Q1039	157
Saudi Arabia	3.0	Q851	158
Senegal	6.0	Q1041	159
Serbia	15.0	Q403	160
Seychelles	9.0	Q1042	161
Sierra Leone	12.0	Q1044	162
Singapore	5.0	Q334	163
Slovak Republic	10.0	Q214	164
Slovenia	10.0	Q215	165
Solomon Islands	4.0	Q685	166
Somalia	11.0	Q1045	167
South Africa	9.0	Q258	168
South Sudan	10.0	Q958	169
Spain	9.0	Q29	170
Sri Lanka	7.0	Q854	171
St. Lucia	7.0	Q760	172
St. Martin (French part)	4.0	Q126125	173
St. Vincent and the Grenadines	9.0	Q757	174
Sudan	7.0	Q1049	175
Suriname	7.0	Q730	176
Sweden	9.0	Q34	177
Switzerland	8.0	Q39	178
Syrian Arab Republic	5.0	Q858	179
Tajikistan	5.0	Q863	180
Tanzania	6.0	Q924	181
Thailand	8.0	Q869	182
Timor-Leste	6.0	Q574	183
Togo	8.0	Q945	184
Tonga	7.0	Q678	185
Trinidad and Tobago	8.0	Q754	186
Tunisia	6.0	Q948	187
Turkey	5.0	Q43	188
Turkmenistan	7.0	Q874	189
Uganda	7.0	Q1036	190
Ukraine	15.0	Q212	191
United Arab Emirates	1.0	Q878	192
United Kingdom	9.0	Q145	193
United States	9.0	Q30	194
Uruguay	9.0	Q77	195
Uzbekistan	5.0	Q265	196
Vanuatu	5.0	Q686	197
Venezuela, RB	7.0	Q717	198
Vietnam	6.0	Q881	199
Virgin Islands (U.S.)	8.0	Q11703	200
West Bank and Gaza	3.0	Q407199	201
Yemen, Rep.	6.0	Q805	202
Zambia	6.0	Q953	203
Zimbabwe	8.0	Q954	204
