Country	Male	Female	ID	id_row
Afghanistan	12.1	67.8	Q889	0
Albania	20.8	37.8	Q222	1
Algeria	1.8	2.4	Q262	2
Angola	7.8	10.3	Q916	3
Argentina	0.4	0.8	Q414	4
Armenia	1.3	3.3	Q399	5
Australia	0.2	0.2	Q408	6
Austria	1.2	1.3	Q40	7
Azerbaijan	25.0	43.3	Q227	8
Bahamas, The	0.3	0.3	Q778	9
Bahrain	0.4	0.6	Q398	10
Bangladesh	4.0	29.1	Q902	11
Barbados	0.1	0.1	Q244	12
Belarus	0.0	0.0	Q184	13
Belgium	0.5	1.3	Q31	14
Belize	2.8	4.0	Q242	15
Benin	11.7	19.6	Q962	16
Bhutan	22.9	48.1	Q917	17
Bolivia	9.2	30.7	Q750	18
Bosnia and Herzegovina	1.9	6.7	Q225	19
Botswana	3.5	4.7	Q963	20
Brazil	1.5	3.4	Q155	21
Brunei Darussalam	0.4	0.3	Q921	22
Bulgaria	0.5	1.0	Q219	23
Burkina Faso	30.7	52.5	Q965	24
Burundi	23.9	35.4	Q967	25
Cabo Verde	5.8	16.4	Q1011	26
Cambodia	4.4	5.1	Q424	27
Cameroon	8.4	20.3	Q1009	28
Canada	0.1	0.2	Q16	29
Central African Republic	28.2	47.6	Q929	30
Chad	13.4	44.3	Q657	31
Channel Islands	0.5	1.5	Q42314	32
Chile	0.7	1.7	Q298	33
China	7.8	21.1	Q148	34
Hong Kong SAR, China	0.1	0.5	Q8646	35
Macao SAR, China	0.1	0.3	Q14773	36
Colombia	2.0	5.7	Q739	37
Comoros	9.5	17.6	Q970	38
Congo, Dem. Rep.	7.3	31.1	Q974	39
Congo, Rep.	5.2	5.7	Q971	40
Costa Rica	1.1	2.8	Q800	41
Cote d'Ivoire	10.6	15.3	Q1008	42
Croatia	0.9	1.7	Q224	43
Cuba	2.2	1.9	Q241	44
Cyprus	0.6	0.7	Q229	45
Czech Republic	0.2	0.9	Q213	46
Denmark	0.3	0.5	Q35	47
Djibouti	5.1	13.2	Q977	48
Dominican Republic	1.2	2.7	Q786	49
Ecuador	6.8	21.1	Q736	50
Egypt, Arab Rep.	4.0	25.3	Q79	51
El Salvador	5.0	7.2	Q792	52
Equatorial Guinea	4.8	13.9	Q983	53
Eritrea	27.3	50.5	Q986	54
Estonia	0.2	0.2	Q191	55
Eswatini	2.4	2.8	Q1050	56
Ethiopia	23.0	56.7	Q115	57
Fiji	15.0	29.3	Q712	58
Finland	0.5	0.4	Q33	59
France	0.1	0.5	Q142	60
French Polynesia	0.5	0.5	Q30971	61
Gabon	0.7	1.7	Q1000	62
Gambia, The	10.9	13.1	Q1005	63
Georgia	12.7	28.1	Q230	64
Germany	0.2	0.5	Q183	65
Ghana	5.5	13.5	Q117	66
Greece	2.3	5.6	Q41	67
Guam	0.3	1.1	Q16635	68
Guatemala	8.4	11.9	Q774	69
Guinea	22.6	35.7	Q1006	70
Guinea-Bissau	16.6	31.6	Q1007	71
Guyana	1.7	7.8	Q734	72
Haiti	16.0	28.2	Q790	73
Honduras	8.1	12.0	Q783	74
Hungary	0.2	0.3	Q28	75
Iceland	0.2	0.4	Q189	76
India	7.9	30.2	Q668	77
Indonesia	6.3	24.4	Q252	78
Iran, Islamic Rep.	2.4	18.2	Q794	79
Iraq	4.3	4.8	Q796	80
Ireland	0.5	0.6	Q27	81
Israel	0.0	0.1	Q801	82
Italy	0.9	1.6	Q38	83
Jamaica	0.6	1.4	Q766	84
Japan	0.8	4.1	Q17	85
Jordan	0.5	0.3	Q810	86
Kazakhstan	0.1	0.1	Q232	87
Kenya	6.0	8.9	Q114	88
Korea, Dem. People’s Rep.	26.6	75.8	Q423	89
Korea, Rep.	0.9	8.5	Q884	90
Kuwait	0.0	0.0	Q817	91
Kyrgyz Republic	4.1	11.2	Q813	92
Lao PDR	20.0	36.0	Q819	93
Latvia	0.6	0.4	Q211	94
Lebanon	3.0	4.3	Q822	95
