Papua New Guinea	278.0	356.0	Q691	129
Paraguay	565.0	967.0	Q733	130
Peru	3133.0	6887.0	Q419	131
Philippines	17770.0	40954.0	Q928	132
Poland	35391.0	71925.0	Q36	133
Portugal	22828.0	39278.0	Q45	134
Qatar	5580.0	18305.0	Q846	135
Romania	10348.0	30225.0	Q218	136
Russian Federation	48644.0	61813.0	Q159	137
Rwanda	244.0	651.0	Q1037	138
Samoa	172.0	263.0	Q683	139
Sao Tome and Principe	13.0	74.0	Q1039	140
Saudi Arabia	10351.0	23468.0	Q851	141
Senegal	937.0	1216.0	Q1041	142
Serbia	3512.0	7786.0	Q403	143
Seychelles	440.0	1117.0	Q1042	144
Sierra Leone	56.0	104.0	Q1044	145
Singapore	100118.0	204509.0	Q334	146
Sint Maarten (Dutch part)	899.0	659.0	Q26273	147
Slovak Republic	6401.0	11949.0	Q214	148
Slovenia	6234.0	9560.0	Q215	149
Solomon Islands	89.0	123.0	Q685	150
South Africa	15676.0	14373.0	Q258	151
Spain	113969.0	157032.0	Q29	152
Sri Lanka	2454.0	8340.0	Q854	153
St. Kitts and Nevis	129.0	435.0	Q763	154
St. Lucia	368.0	1048.0	Q760	155
St. Vincent and the Grenadines	136.0	274.0	Q757	156
Sudan	212.0	1486.0	Q1049	157
Suriname	207.0	122.0	Q730	158
Sweden	53524.0	75734.0	Q34	159
Switzerland	92794.0	119597.0	Q39	160
Tajikistan	385.0	239.0	Q863	161
Tanzania	2001.0	4000.0	Q924	162
Thailand	34099.0	81617.0	Q869	163
Timor-Leste	31.0	76.0	Q574	164
Togo	289.0	589.0	Q945	165
Tonga	29.0	94.0	Q678	166
Trinidad and Tobago	869.0	798.0	Q754	167
Tunisia	5298.0	3697.0	Q948	168
Turkey	35966.0	64130.0	Q43	169
Uganda	1034.0	1752.0	Q1036	170
Ukraine	17729.0	16997.0	Q212	171
United Kingdom	285595.0	411701.0	Q145	172
United States	543546.0	823733.0	Q30	173
Uruguay	2654.0	4454.0	Q77	174
Vanuatu	271.0	367.0	Q686	175
Venezuela, RB	1617.0	1242.0	Q717	176
Vietnam	7460.0	14791.0	Q881	177
West Bank and Gaza	517.0	561.0	Q407199	178
Yemen, Rep.	1471.0	309.0	Q805	179
Zambia	571.0	1014.0	Q953	180
Zimbabwe	263.0	371.0	Q954	181
