Country	deaths	ID	id_row
Afghanistan	447.0	Q889	0
Albania	43.0	Q222	1
Algeria	618.0	Q262	2
American Samoa		Q16641	3
Andorra	4.0	Q228	4
Angola	358.0	Q916	5
Antigua and Barbuda	1.0	Q781	6
Argentina	1107.0	Q414	7
Armenia	45.0	Q399	8
Australia	1671.0	Q408	9
Austria	664.0	Q40	10
Azerbaijan	74.0	Q227	11
Bahamas	8.0	Q778	12
Bahrain	8.0	Q398	13
Bangladesh	3147.0	Q902	14
Barbados	8.0	Q244	15
Belarus	295.0	Q184	16
Belgium	1081.0	Q31	17
Belize	6.0	Q242	18
Benin	313.0	Q962	19
Bermuda	2.0	Q23635	20
Bhutan	36.0	Q917	21
Bolivia	276.0	Q750	22
Bosnia and Herzegovina	71.0	Q225	23
Botswana	29.0	Q963	24
Brazil	8080.0	Q155	25
Brunei	8.0	Q921	26
Bulgaria	218.0	Q219	27
Burkina Faso	570.0	Q965	28
Burundi	225.0	Q967	29
Cambodia	1165.0	Q424	30
Cameroon	581.0	Q1009	31
Canada	3029.0	Q16	32
Cape Verde	8.0	Q1011	33
Central African Republic	126.0	Q929	34
Chad	280.0	Q657	35
Chile	688.0	Q298	36
China	68055.0	Q148	37
Colombia	917.0	Q739	38
Comoros	22.0	Q970	39
Congo	87.0	Q971	40
Costa Rica	178.0	Q800	41
Cote d'Ivoire	460.0	Q1008	42
Croatia	558.0	Q224	43
Cuba	1221.0	Q241	44
Cyprus	49.0	Q229	45
Czech Republic	711.0	Q213	46
Democratic Republic of Congo	1075.0	Q974	47
Denmark	412.0	Q35	48
Djibouti	23.0	Q977	49
Dominica	2.0	Q784	50
Dominican Republic	204.0	Q786	51
Ecuador	478.0	Q736	52
Egypt	1524.0	Q79	53
El Salvador	278.0	Q792	54
England	3027.0	Q21	55
Equatorial Guinea	14.0	Q983	56
Eritrea	116.0	Q986	57
Estonia	42.0	Q191	58
Ethiopia	1988.0	Q115	59
Fiji	10.0	Q712	60
Finland	613.0	Q33	61
France	6642.0	Q142	62
Gabon	42.0	Q1000	63
Gambia	64.0	Q1005	64
Georgia	128.0	Q230	65
Germany	6792.0	Q183	66
Ghana	930.0	Q117	67
