Country	deaths
Afghanistan	94
Albania	<1
Algeria	8
American Samoa	<1
Andean Latin America	20
Andorra	<1
Angola	212
Antigua and Barbuda	<1
Argentina	5
Armenia	<1
Australasia	<1
Australia	<1
Austria	<1
Azerbaijan	9
Bahamas	<1
Bahrain	<1
Bangladesh	24
Barbados	<1
Belarus	<1
Belgium	<1
Belize	<1
Benin	57
Bermuda	<1
Bhutan	<1
Bolivia	7
Bosnia and Herzegovina	<1
Botswana	8
Brazil	145
Brunei	<1
Bulgaria	<1
Burkina Faso	84
Burundi	33
Cambodia	6
Cameroon	211
Canada	1
Cape Verde	<1
Caribbean	98
Central African Republic	64
Central Asia	62
Central Europe	4
Central Latin America	151
Central Sub-Saharan Africa	621
Chad	363
Chile	<1
China	101
Colombia	15
Comoros	2
Congo	23
Costa Rica	<1
Cote d'Ivoire	132
Croatia	<1
Cuba	<1
Cyprus	<1
Czech Republic	<1
Democratic Republic of Congo	316
Denmark	<1
Djibouti	3
Dominica	<1
Dominican Republic	12
East Asia	110
Eastern Europe	10
Eastern Sub-Saharan Africa	1,405
Ecuador	6
Egypt	135
El Salvador	2
England	2
Equatorial Guinea	2
Eritrea	26
Estonia	<1
Ethiopia	330
Fiji	<1
Finland	<1
France	2
Gabon	4
Gambia	5
Georgia	<1
Germany	1
Ghana	47
Greece	<1
Greenland	<1
Grenada	<1
Guam	<1
Guatemala	32
Guinea	43
Guinea-Bissau	8
Guyana	<1
Haiti	79
High SDI	52
High-income	56
High-income Asia Pacific	3
High-middle SDI	124
Honduras	9
Hungary	<1
Iceland	<1
India	1,611
Indonesia	240
Iran	5
Iraq	22
Ireland	<1
Israel	<1
Italy	1
Jamaica	<1
Japan	2
Jordan	2
Kazakhstan	2
Kenya	130
Kiribati	<1
Kuwait	<1
Kyrgyzstan	3
Laos	19
Latin America and Caribbean	416
Latvia	<1
Lebanon	1
Lesotho	14
Liberia	27
Libya	<1
Lithuania	<1
Low SDI	4,485
Low-middle SDI	4,398
Luxembourg	<1
Macedonia	<1
Madagascar	239
Malawi	32
Malaysia	1
Maldives	<1
Mali	146
Malta	<1
Marshall Islands	<1
Mauritania	9
Mauritius	<1
Mexico	68
Micronesia (country)	<1
Middle SDI	944
Moldova	<1
Mongolia	<1
Montenegro	<1
Morocco	30
Mozambique	81
Myanmar	22
Namibia	14
Nepal	4
Netherlands	<1
New Zealand	<1
Nicaragua	4
Niger	306
Nigeria	1,89
North Africa and Middle East	644
North America	37
North Korea	7
Northern Ireland	<1
Northern Mariana Islands	<1
Norway	<1
Oceania	32
Oman	<1
Pakistan	783
Palestine	<1
Panama	3
Papua New Guinea	29
Paraguay	3
Peru	8
Philippines	184
Poland	<1
Portugal	<1
Puerto Rico	<1
Qatar	<1
Romania	2
Russia	8
Rwanda	19
Saint Lucia	<1
Saint Vincent and the Grenadines	<1
Samoa	<1
Sao Tome and Principe	<1
Saudi Arabia	1
Scotland	<1
Senegal	50
Serbia	<1
Seychelles	<1
Sierra Leone	54
Singapore	<1
Slovakia	<1
Slovenia	<1
Solomon Islands	<1
Somalia	208
South Africa	206
South Asia	2,421
South Korea	<1
South Sudan	66
Southeast Asia	484
Southern Latin America	6
Southern Sub-Saharan Africa	297
Spain	<1
Sri Lanka	<1
Sub-Saharan Africa	5,772
Sudan	96
Suriname	<1
Swaziland	9
Sweden	<1
Switzerland	<1
Syria	<1
Taiwan	<1
Tajikistan	42
Tanzania	77
Thailand	7
Timor	2
Togo	18
Tonga	<1
Trinidad and Tobago	<1
Tropical Latin America	147
Tunisia	<1
Turkey	8
Turkmenistan	1
Uganda	96
Ukraine	<1
United Arab Emirates	<1
United Kingdom	2
United States	36
United States Virgin Islands	<1
Uruguay	<1
Uzbekistan	4
Vanuatu	<1
Venezuela	18
Vietnam	2
Wales	<1
Western Europe	10
Western Sub-Saharan Africa	3,449
Yemen	238
Zambia	63
Zimbabwe	47
