Country	deaths
Afghanistan	806
Albania	58
Algeria	955
American Samoa	2
Andean Latin America	6,834
Andorra	2
Angola	13,752
Antigua and Barbuda	11
Argentina	4,542
Armenia	169
Australasia	644
Australia	552
Austria	280
Azerbaijan	284
Bahamas	115
Bahrain	13
Bangladesh	4,362
Barbados	50
Belarus	663
Belgium	368
Belize	83
Benin	1,924
Bermuda	8
Bhutan	89
Bolivia	1,754
Bosnia and Herzegovina	160
Botswana	4,101
Brazil	23,774
Brunei	22
Bulgaria	504
Burkina Faso	3,279
Burundi	2,815
Cambodia	1,797
Cameroon	21,643
Canada	1,185
Cape Verde	142
Caribbean	9,556
Central African Republic	5,258
Central Asia	3,313
Central Europe	7,298
Central Latin America	23,8
Central Sub-Saharan Africa	44,414
Chad	4,502
Chile	1,469
China	73,367
Colombia	4,652
Comoros	67
Congo	4,984
Costa Rica	337
Cote d'Ivoire	16,693
Croatia	188
Cuba	1,002
Cyprus	24
Czech Republic	526
Democratic Republic of Congo	18,252
Denmark	205
Djibouti	753
Dominica	11
Dominican Republic	2,558
East Asia	77,437
Eastern Europe	20,414
Eastern Sub-Saharan Africa	202,091
Ecuador	1,946
Egypt	509
El Salvador	1,047
England	1,644
Equatorial Guinea	1,501
Eritrea	1,766
Estonia	83
Ethiopia	16,718
Fiji	89
Finland	118
France	2,373
Gabon	667
Gambia	851
Georgia	260
Germany	3,051
Ghana	13,679
Greece	356
Greenland	4
Grenada	15
Guam	9
Guatemala	1,473
Guinea	3,389
Guinea-Bissau	1,331
Guyana	210
Haiti	3,794
High SDI	41,96
High-income	43,564
High-income Asia Pacific	5,823
High-middle SDI	70,546
Honduras	224
Hungary	507
Iceland	6
India	88,619
Indonesia	14,616
Iran	866
Iraq	234
Ireland	112
Israel	183
Italy	2,258
Jamaica	560
Japan	4,4
Jordan	63
Kazakhstan	777
Kenya	42,709
Kiribati	20
Kuwait	18
Kyrgyzstan	286
Laos	696
Latin America and Caribbean	64,995
Latvia	160
Lebanon	153
Lesotho	5,82
Liberia	1,834
Libya	180
Lithuania	208
Low SDI	250,24
Low-middle SDI	359,607
Luxembourg	14
Macedonia	78
Madagascar	3,773
Malawi	17,022
Malaysia	1,532
Maldives	6
Mali	5,037
Malta	11
Marshall Islands	6
Mauritania	217
Mauritius	126
Mexico	10,577
Micronesia (country)	33
Middle SDI	304,322
Moldova	280
Mongolia	149
Montenegro	26
Morocco	1,413
Mozambique	45,068
Myanmar	7,233
Namibia	3,494
Nepal	2,891
Netherlands	462
New Zealand	92
Nicaragua	826
Niger	2,633
Nigeria	140,845
North Africa and Middle East	12,124
North America	15,578
North Korea	1,864
Northern Ireland	53
Northern Mariana Islands	3
Norway	134
Oceania	2,097
Oman	141
Pakistan	5,37
Palestine	36
Panama	699
Papua New Guinea	1,712
Paraguay	1,031
Peru	3,133
Philippines	6,148
Poland	2,284
Portugal	830
Puerto Rico	337
Qatar	12
Romania	1,908
Russia	14,441
Rwanda	3,219
Saint Lucia	20
Saint Vincent and the Grenadines	29
Samoa	15
Sao Tome and Principe	13
Saudi Arabia	518
Scotland	184
Senegal	2,351
Serbia	726
Seychelles	14
Sierra Leone	2,435
Singapore	111
Slovakia	259
Slovenia	74
Solomon Islands	58
Somalia	3,199
South Africa	130,387
South Asia	101,332
South Korea	1,29
South Sudan	3,765
Southeast Asia	61,845
Southern Latin America	6,448
Southern Sub-Saharan Africa	161,073
Spain	1,752
Sri Lanka	470
Sub-Saharan Africa	634,201
Sudan	4,049
Suriname	124
Swaziland	2,256
Sweden	303
Switzerland	231
Syria	109
Taiwan	959
Tajikistan	137
Tanzania	25,672
Thailand	18,839
Timor	194
Togo	3,825
Tonga	8
Trinidad and Tobago	271
Tropical Latin America	24,805
Tunisia	282
Turkey	989
Turkmenistan	217
Uganda	19,057
Ukraine	4,58
United Arab Emirates	228
United Kingdom	1,985
United States	14,389
United States Virgin Islands	15
Uruguay	436
Uzbekistan	1,036
Vanuatu	26
Venezuela	3,964
Vietnam	10,092
Wales	103
Western Europe	15,071
Western Sub-Saharan Africa	226,623
Yemen	539
Zambia	16,362
Zimbabwe	15,014
