Country	date	total_cases	new_cases	new_cases_smoothed	total_cases_per_million	new_cases_per_million	new_cases_smoothed_per_million	ID
Aruba	2020-03-13	2.0	2.0		18.733	18.733		Q21203
Aruba	2020-03-19			0.28600000000000003			2.676	Q21203
Aruba	2020-03-20	4.0	2.0	0.28600000000000003	37.465	18.733	2.676	Q21203
Aruba	2020-03-21			0.28600000000000003			2.676	Q21203
Aruba	2020-03-22			0.28600000000000003			2.676	Q21203
Aruba	2020-03-23			0.28600000000000003			2.676	Q21203
Aruba	2020-03-24	12.0	8.0	1.429	112.395	74.93	13.38	Q21203
Aruba	2020-03-25	17.0	5.0	2.1430000000000002	159.227	46.831	20.070999999999998	Q21203
Aruba	2020-03-26	19.0	2.0	2.4290000000000003	177.959	18.733	22.747	Q21203
Aruba	2020-03-27	28.0	9.0	3.429	262.256	84.296	32.113	Q21203
Aruba	2020-03-28	28.0	0.0	3.429	262.256	0.0	32.113	Q21203
Aruba	2020-03-29	28.0	0.0	3.429	262.256	0.0	32.113	Q21203
Aruba	2020-03-30	50.0	22.0	6.571000000000001	468.314	206.058	61.55	Q21203
Aruba	2020-03-31			5.428999999999999			50.846000000000004	Q21203
Aruba	2020-04-01	55.0	5.0	5.428999999999999	515.145	46.831	50.846000000000004	Q21203
Aruba	2020-04-02	55.0	0.0	5.143	515.145	0.0	48.169	Q21203
Aruba	2020-04-03	60.0	5.0	4.571000000000001	561.977	46.831	42.817	Q21203
Aruba	2020-04-04	62.0	2.0	4.857	580.7090000000001	18.733	45.493	Q21203
Aruba	2020-04-05	64.0	2.0	5.143	599.442	18.733	48.169	Q21203
Aruba	2020-04-06	64.0	0.0	2.0	599.442	0.0	18.733	Q21203
Aruba	2020-04-07	71.0	7.0	3.0	665.0060000000001	65.564	28.099	Q21203
Aruba	2020-04-08	74.0	3.0	2.714	693.105	28.099	25.423000000000002	Q21203
Aruba	2020-04-09	77.0	3.0	3.1430000000000002	721.203	28.099	29.436999999999998	Q21203
Aruba	2020-04-10	82.0	5.0	3.1430000000000002	768.035	46.831	29.436999999999998	Q21203
Aruba	2020-04-11	86.0	4.0	3.429	805.5	37.465	32.113	Q21203
Aruba	2020-04-12	92.0	6.0	4.0	861.698	56.198	37.465	Q21203
Aruba	2020-04-13	92.0	0.0	4.0	861.698	0.0	37.465	Q21203
Aruba	2020-04-14	92.0	0.0	3.0	861.698	0.0	28.099	Q21203
Aruba	2020-04-15	92.0	0.0	2.571	861.698	0.0	24.085	Q21203
Aruba	2020-04-16	93.0	1.0	2.286	871.064	9.366	21.409000000000002	Q21203
Aruba	2020-04-17	95.0	2.0	1.857	889.796	18.733	17.395	Q21203
Aruba	2020-04-18	96.0	1.0	1.429	899.163	9.366	13.38	Q21203
Aruba	2020-04-19	96.0	0.0	0.5710000000000001	899.163	0.0	5.352	Q21203
Aruba	2020-04-20	97.0	1.0	0.7140000000000001	908.529	9.366	6.69	Q21203
Aruba	2020-04-21	97.0	0.0	0.7140000000000001	908.529	0.0	6.69	Q21203
Aruba	2020-04-22	97.0	0.0	0.7140000000000001	908.529	0.0	6.69	Q21203
Aruba	2020-04-23	100.0	3.0	1.0	936.628	28.099	9.366	Q21203
Aruba	2020-04-24	100.0	0.0	0.7140000000000001	936.628	0.0	6.69	Q21203
Aruba	2020-04-25	100.0	0.0	0.5710000000000001	936.628	0.0	5.352	Q21203
Aruba	2020-04-26	100.0	0.0	0.5710000000000001	936.628	0.0	5.352	Q21203
Aruba	2020-04-27	100.0	0.0	0.429	936.628	0.0	4.013999999999999	Q21203
Aruba	2020-04-28	100.0	0.0	0.429	936.628	0.0	4.013999999999999	Q21203
Aruba	2020-04-29	100.0	0.0	0.429	936.628	0.0	4.013999999999999	Q21203
Aruba	2020-04-30	100.0	0.0	0.0	936.628	0.0	0.0	Q21203
Aruba	2020-05-01	100.0	0.0	0.0	936.628	0.0	0.0	Q21203
Aruba	2020-05-02	100.0	0.0	0.0	936.628	0.0	0.0	Q21203
Aruba	2020-05-03	100.0	0.0	0.0	936.628	0.0	0.0	Q21203
Aruba	2020-05-04	100.0	0.0	0.0	936.628	0.0	0.0	Q21203
Aruba	2020-05-05	100.0	0.0	0.0	936.628	0.0	0.0	Q21203
Aruba	2020-05-06	100.0	0.0	0.0	936.628	0.0	0.0	Q21203
Aruba	2020-05-07	101.0	1.0	0.14300000000000002	945.9939999999999	9.366	1.338	Q21203
Aruba	2020-05-08	101.0	0.0	0.14300000000000002	945.9939999999999	0.0	1.338	Q21203
Aruba	2020-05-09	101.0	0.0	0.14300000000000002	945.9939999999999	0.0	1.338	Q21203
Aruba	2020-05-10	101.0	0.0	0.14300000000000002	945.9939999999999	0.0	1.338	Q21203
Aruba	2020-05-11	101.0	0.0	0.14300000000000002	945.9939999999999	0.0	1.338	Q21203
Aruba	2020-05-12	101.0	0.0	0.14300000000000002	945.9939999999999	0.0	1.338	Q21203
Aruba	2020-05-13	101.0	0.0	0.14300000000000002	945.9939999999999	0.0	1.338	Q21203
Aruba	2020-05-14	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-15	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-16	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-17	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-18	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-19	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-20	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-21	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-22	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-23	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-24	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-25	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-26	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-27	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-28	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-29	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-30	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-05-31	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-01	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-02	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-03	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-04	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-05	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-06	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-07	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-08	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-09	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-10	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-11	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-12	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-13	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-14	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-15	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-16	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-17	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-18	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-19	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-20	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-21	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-22	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-23	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-24	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-25	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-26	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-27	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-28	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-29	101.0	0.0	0.0	945.9939999999999	0.0	0.0	Q21203
Aruba	2020-06-30	103.0	2.0	0.28600000000000003	964.727	18.733	2.676	Q21203
Aruba	2020-07-01	103.0	0.0	0.28600000000000003	964.727	0.0	2.676	Q21203
Aruba	2020-07-02	103.0	0.0	0.28600000000000003	964.727	0.0	2.676	Q21203
Aruba	2020-07-03	104.0	1.0	0.429	974.0930000000001	9.366	4.013999999999999	Q21203
Aruba	2020-07-04	104.0	0.0	0.429	974.0930000000001	0.0	4.013999999999999	Q21203
Aruba	2020-07-05	105.0	1.0	0.5710000000000001	983.459	9.366	5.352	Q21203
Aruba	2020-07-06	105.0	0.0	0.5710000000000001	983.459	0.0	5.352	Q21203
Aruba	2020-07-07	105.0	0.0	0.28600000000000003	983.459	0.0	2.676	Q21203
Aruba	2020-07-08	105.0	0.0	0.28600000000000003	983.459	0.0	2.676	Q21203
Aruba	2020-07-09	105.0	0.0	0.28600000000000003	983.459	0.0	2.676	Q21203
Aruba	2020-07-10	105.0	0.0	0.14300000000000002	983.459	0.0	1.338	Q21203
Aruba	2020-07-11	105.0	0.0	0.14300000000000002	983.459	0.0	1.338	Q21203
Aruba	2020-07-12	105.0	0.0	0.0	983.459	0.0	0.0	Q21203
Aruba	2020-07-13	105.0	0.0	0.0	983.459	0.0	0.0	Q21203
Aruba	2020-07-14	105.0	0.0	0.0	983.459	0.0	0.0	Q21203
Aruba	2020-07-15	106.0	1.0	0.14300000000000002	992.825	9.366	1.338	Q21203
Aruba	2020-07-16	106.0	0.0	0.14300000000000002	992.825	0.0	1.338	Q21203
Aruba	2020-07-17	108.0	2.0	0.429	1011.558	18.733	4.013999999999999	Q21203
Aruba	2020-07-18	108.0	0.0	0.429	1011.558	0.0	4.013999999999999	Q21203
Aruba	2020-07-19	108.0	0.0	0.429	1011.558	0.0	4.013999999999999	Q21203
Aruba	2020-07-20	113.0	5.0	1.143	1058.389	46.831	10.704	Q21203
Aruba	2020-07-21	115.0	2.0	1.429	1077.122	18.733	13.38	Q21203
Aruba	2020-07-22	117.0	2.0	1.571	1095.854	18.733	14.718	Q21203
Aruba	2020-07-23	117.0	0.0	1.571	1095.854	0.0	14.718	Q21203
Aruba	2020-07-24	117.0	0.0	1.286	1095.854	0.0	12.042	Q21203
Aruba	2020-07-25	118.0	1.0	1.429	1105.221	9.366	13.38	Q21203
Aruba	2020-07-26	119.0	1.0	1.571	1114.587	9.366	14.718	Q21203
Aruba	2020-07-27	119.0	0.0	0.857	1114.587	0.0	8.027999999999999	Q21203
Aruba	2020-07-28	119.0	0.0	0.5710000000000001	1114.587	0.0	5.352	Q21203
Aruba	2020-07-29	119.0	0.0	0.28600000000000003	1114.587	0.0	2.676	Q21203
Aruba	2020-07-30	119.0	0.0	0.28600000000000003	1114.587	0.0	2.676	Q21203
Aruba	2020-07-31	120.0	1.0	0.429	1123.953	9.366	4.013999999999999	Q21203
Aruba	2020-08-01	121.0	1.0	0.429	1133.32	9.366	4.013999999999999	Q21203
Aruba	2020-08-02	121.0	0.0	0.28600000000000003	1133.32	0.0	2.676	Q21203
Aruba	2020-08-03	122.0	1.0	0.429	1142.6860000000001	9.366	4.013999999999999	Q21203
Aruba	2020-08-04	124.0	2.0	0.7140000000000001	1161.4180000000001	18.733	6.69	Q21203
Aruba	2020-08-05	132.0	8.0	1.857	1236.349	74.93	17.395	Q21203
Aruba	2020-08-06	171.0	39.0	7.428999999999999	1601.6329999999998	365.285	69.578	Q21203
Aruba	2020-08-07	263.0	92.0	20.429000000000002	2463.331	861.698	191.34	Q21203
Aruba	2020-08-08	396.0	133.0	39.286	3709.046	1245.715	367.961	Q21203
Aruba	2020-08-09	509.0	113.0	55.428999999999995	4767.435	1058.389	519.159	Q21203
Aruba	2020-08-10	563.0	54.0	63.0	5273.214	505.779	590.075	Q21203
Aruba	2020-08-11	630.0	67.0	72.286	5900.755	627.5409999999999	677.048	Q21203
Aruba	2020-08-12	717.0	87.0	83.571	6715.621	814.8660000000001	782.753	Q21203
Aruba	2020-08-13	798.0	81.0	89.571	7474.29	758.668	838.951	Q21203
Aruba	2020-08-14	894.0	96.0	90.14299999999999	8373.452	899.163	844.303	Q21203
Aruba	2020-08-15	973.0	79.0	82.429	9113.388	739.936	772.049	Q21203
Aruba	2020-08-16	1048.0	75.0	77.0	9815.859	702.471	721.203	Q21203
Aruba	2020-08-17	1102.0	54.0	77.0	10321.638	505.779	721.203	Q21203
Aruba	2020-08-18	1121.0	19.0	70.143	10499.597	177.959	656.977	Q21203
Aruba	2020-08-19	1121.0	0.0	57.714	10499.597	0.0	540.568	Q21203
Aruba	2020-08-20	1296.0	175.0	71.143	12138.696000000002	1639.099	666.3439999999999	Q21203
Aruba	2020-08-21	1387.0	91.0	70.429	12991.027	852.331	659.654	Q21203
Aruba	2020-08-22	1464.0	77.0	70.143	13712.23	721.203	656.977	Q21203
Aruba	2020-08-23	1534.0	70.0	69.429	14367.87	655.6389999999999	650.2869999999999	Q21203
Aruba	2020-08-24	1568.0	34.0	66.571	14686.323	318.453	623.526	Q21203
Aruba	2020-08-25	1628.0	60.0	72.429	15248.3	561.977	678.3860000000001	Q21203
Aruba	2020-08-26	1670.0	42.0	78.429	15641.684	393.384	734.584	Q21203
Aruba	2020-08-27	1760.0	90.0	66.286	16484.648999999998	842.965	620.85	Q21203
Aruba	2020-08-28	1848.0	88.0	65.857	17308.881	824.232	616.836	Q21203
Aruba	2020-08-29	1906.0	58.0	63.143	17852.125	543.244	591.414	Q21203
Aruba	2020-08-30	1975.0	69.0	63.0	18498.398	646.273	590.075	Q21203
Aruba	2020-08-31	1997.0	22.0	61.286	18704.456000000002	206.058	574.019	Q21203
Aruba	2020-09-01	2006.0	9.0	54.0	18788.753	84.296	505.779	Q21203
Aruba	2020-09-02	2104.0	98.0	62.0	19706.648	917.895	580.7090000000001	Q21203
Aruba	2020-09-03	2211.0	107.0	64.429	20708.84	1002.192	603.456	Q21203
Aruba	2020-09-04	2292.0	81.0	63.428999999999995	21467.507999999998	758.668	594.09	Q21203
Aruba	2020-09-05	2358.0	66.0	64.571	22085.682999999997	618.174	604.794	Q21203
Aruba	2020-09-06	2428.0	70.0	64.714	22741.322	655.6389999999999	606.132	Q21203
Aruba	2020-09-07	2449.0	21.0	64.571	22938.014	196.692	604.794	Q21203
Aruba	2020-09-08	2482.0	33.0	68.0	23247.101000000002	309.087	636.9069999999999	Q21203
Aruba	2020-09-09	2589.0	107.0	69.286	24249.292999999998	1002.192	648.9490000000001	Q21203
Aruba	2020-09-10	2730.0	141.0	74.143	25569.938	1320.645	694.443	Q21203
Aruba	2020-09-11	2819.0	89.0	75.286	26403.537	833.5989999999999	705.1469999999999	Q21203
Aruba	2020-09-12	2898.0	79.0	77.143	27143.472999999998	739.936	722.541	Q21203
Aruba	2020-09-13	2994.0	96.0	80.857	28042.635	899.163	757.33	Q21203
Aruba	2020-09-14	3046.0	52.0	85.286	28529.682	487.046	798.81	Q21203
Aruba	2020-09-15	3060.0	14.0	82.571	28660.81	131.128	773.387	Q21203
Aruba	2020-09-16	3152.0	92.0	80.429	29522.507	861.698	753.316	Q21203
Aruba	2020-09-17	3328.0	176.0	85.429	31170.972	1648.465	800.148	Q21203
Aruba	2020-09-18	3382.0	54.0	80.429	31676.751	505.779	753.316	Q21203
Aruba	2020-09-19	3460.0	78.0	80.286	32407.321	730.57	751.9780000000001	Q21203
Aruba	2020-09-20	3460.0	0.0	66.571	32407.321	0.0	623.526	Q21203
Aruba	2020-09-21	3551.0	91.0	72.143	33259.652	852.331	675.71	Q21203
Aruba	2020-09-22	3587.0	36.0	75.286	33596.837999999996	337.186	705.1469999999999	Q21203
Aruba	2020-09-23	3665.0	78.0	73.286	34327.407999999996	730.57	686.414	Q21203
Aruba	2020-09-24	3721.0	56.0	56.143	34851.919	524.512	525.85	Q21203
Aruba	2020-09-25	3756.0	35.0	53.428999999999995	35179.739	327.82	500.42699999999996	Q21203
Aruba	2020-09-26	3799.0	43.0	48.428999999999995	35582.489	402.75	453.595	Q21203
Aruba	2020-09-27	3832.0	33.0	53.143	35891.576	309.087	497.751	Q21203
Aruba	2020-09-28	3844.0	12.0	41.857	36003.971	112.395	392.046	Q21203
Aruba	2020-09-29	3872.0	28.0	40.714	36266.227	262.256	381.341	Q21203
Aruba	2020-09-30	3934.0	62.0	38.429	36846.936	580.7090000000001	359.93300000000005	Q21203
Aruba	2020-10-01	3963.0	29.0	34.571	37118.558	271.622	323.806	Q21203
Aruba	2020-10-02	3998.0	35.0	34.571	37446.378	327.82	323.806	Q21203
Aruba	2020-10-03	4038.0	40.0	34.143	37821.029	374.651	319.791	Q21203
Aruba	2020-10-04	4074.0	36.0	34.571	38158.215	337.186	323.806	Q21203
Aruba	2020-10-05	4079.0	5.0	33.571	38205.047	46.831	314.439	Q21203
Aruba	2020-10-06	4079.0	0.0	29.570999999999998	38205.047	0.0	276.974	Q21203
Aruba	2020-10-07	4094.0	15.0	22.857	38345.541	140.494	214.08599999999998	Q21203
Aruba	2020-10-08	4108.0	14.0	20.714000000000002	38476.669	131.128	194.016	Q21203
Aruba	2020-10-09	4133.0	25.0	19.285999999999998	38710.826	234.157	180.635	Q21203
Aruba	2020-10-10	4167.0	34.0	18.429000000000002	39029.279	318.453	172.607	Q21203
Aruba	2020-10-11	4188.0	21.0	16.285999999999998	39225.971	196.692	152.537	Q21203
Aruba	2020-10-12	4194.0	6.0	16.429000000000002	39282.168	56.198	153.875	Q21203
Aruba	2020-10-13	4197.0	3.0	16.857	39310.267	28.099	157.889	Q21203
Aruba	2020-10-14	4229.0	32.0	19.285999999999998	39609.988	299.721	180.635	Q21203
Aruba	2020-10-15	4255.0	26.0	21.0	39853.511	243.523	196.692	Q21203
Aruba	2020-10-16	4285.0	30.0	21.714000000000002	40134.5	280.988	203.382	Q21203
Aruba	2020-10-17	4289.0	4.0	17.429000000000002	40171.965	37.465	163.241	Q21203
Aruba	2020-10-18	4304.0	15.0	16.570999999999998	40312.459	140.494	155.213	Q21203
Aruba	2020-10-19	4322.0	18.0	18.285999999999998	40481.052	168.593	171.269	Q21203
Aruba	2020-10-20	4334.0	12.0	19.570999999999998	40593.447	112.395	183.31099999999998	Q21203
Aruba	2020-10-21	4355.0	21.0	18.0	40790.138999999996	196.692	168.593	Q21203
Aruba	2020-10-22	4369.0	14.0	16.285999999999998	40921.267	131.128	152.537	Q21203
Aruba	2020-10-23	4389.0	20.0	14.857000000000001	41108.593	187.326	139.156	Q21203
Aruba	2020-10-24	4401.0	12.0	16.0	41220.988	112.395	149.86	Q21203
Aruba	2020-10-25	4410.0	9.0	15.142999999999999	41305.284	84.296	141.832	Q21203
Aruba	2020-10-26	4420.0	10.0	14.0	41398.947	93.663	131.128	Q21203
Aruba	2020-10-27	4420.0	0.0	12.286	41398.947	0.0	115.071	Q21203
Aruba	2020-10-28	4420.0	0.0	9.286	41398.947	0.0	86.973	Q21203
Aruba	2020-10-29	4437.0	17.0	9.714	41558.174	159.227	90.98700000000001	Q21203
Aruba	2020-10-30	4455.0	18.0	9.429	41726.767	168.593	88.311	Q21203
Aruba	2020-10-31	4472.0	17.0	10.142999999999999	41885.994	159.227	95.001	Q21203
Aruba	2020-11-01	4513.0	41.0	14.714	42270.011	384.017	137.81799999999998	Q21203
Aruba	2020-11-02	4519.0	6.0	14.142999999999999	42326.209	56.198	132.466	Q21203
Afghanistan	2019-12-31		0.0			0.0		Q889
Afghanistan	2020-01-01		0.0			0.0		Q889
Afghanistan	2020-01-02		0.0			0.0		Q889
Afghanistan	2020-01-03		0.0			0.0		Q889
Afghanistan	2020-01-04		0.0			0.0		Q889
Afghanistan	2020-01-05		0.0			0.0		Q889
Afghanistan	2020-01-06		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-07		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-08		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-09		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-10		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-11		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-12		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-13		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-14		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-15		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-16		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-17		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-18		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-19		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-20		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-21		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-22		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-23		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-24		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-25		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-26		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-27		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-28		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-29		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-30		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-01-31		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-01		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-02		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-03		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-04		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-05		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-06		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-07		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-08		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-09		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-10		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-11		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-12		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-13		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-14		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-15		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-16		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-17		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-18		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-19		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-20		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-21		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-22		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-23		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-24		0.0	0.0		0.0	0.0	Q889
Afghanistan	2020-02-25	1.0	1.0	0.14300000000000002	0.026000000000000002	0.026000000000000002	0.004	Q889
Afghanistan	2020-02-26	1.0	0.0	0.14300000000000002	0.026000000000000002	0.0	0.004	Q889
Afghanistan	2020-02-27	1.0	0.0	0.14300000000000002	0.026000000000000002	0.0	0.004	Q889
Afghanistan	2020-02-28	1.0	0.0	0.14300000000000002	0.026000000000000002	0.0	0.004	Q889
Afghanistan	2020-02-29	1.0	0.0	0.14300000000000002	0.026000000000000002	0.0	0.004	Q889
Afghanistan	2020-03-01	1.0	0.0	0.14300000000000002	0.026000000000000002	0.0	0.004	Q889
Afghanistan	2020-03-02	1.0	0.0	0.14300000000000002	0.026000000000000002	0.0	0.004	Q889
Afghanistan	2020-03-03			0.0			0.0	Q889
Afghanistan	2020-03-04			0.0			0.0	Q889
Afghanistan	2020-03-05			0.0			0.0	Q889
Afghanistan	2020-03-06			0.0			0.0	Q889
Afghanistan	2020-03-07			0.0			0.0	Q889
Afghanistan	2020-03-08	4.0	3.0	0.429	0.10300000000000001	0.077	0.011000000000000001	Q889
Afghanistan	2020-03-09			0.429			0.011000000000000001	Q889
Afghanistan	2020-03-10			0.429			0.011000000000000001	Q889
Afghanistan	2020-03-11	7.0	3.0	0.857	0.18	0.077	0.022000000000000002	Q889
Afghanistan	2020-03-12			0.857			0.022000000000000002	Q889
Afghanistan	2020-03-13			0.857			0.022000000000000002	Q889
Afghanistan	2020-03-14			0.857			0.022000000000000002	Q889
Afghanistan	2020-03-15	10.0	3.0	0.857	0.257	0.077	0.022000000000000002	Q889
Afghanistan	2020-03-16	16.0	6.0	1.714	0.41100000000000003	0.154	0.044000000000000004	Q889
Afghanistan	2020-03-17	21.0	5.0	2.4290000000000003	0.539	0.128	0.062	Q889
Afghanistan	2020-03-18	22.0	1.0	2.1430000000000002	0.565	0.026000000000000002	0.055	Q889
Afghanistan	2020-03-19	22.0	0.0	2.1430000000000002	0.565	0.0	0.055	Q889
Afghanistan	2020-03-20	22.0	0.0	2.1430000000000002	0.565	0.0	0.055	Q889
Afghanistan	2020-03-21	24.0	2.0	2.4290000000000003	0.617	0.051	0.062	Q889
Afghanistan	2020-03-22	24.0	0.0	2.0	0.617	0.0	0.051	Q889
Afghanistan	2020-03-23	34.0	10.0	2.571	0.873	0.257	0.066	Q889
Afghanistan	2020-03-24	40.0	6.0	2.714	1.028	0.154	0.07	Q889
Afghanistan	2020-03-25	42.0	2.0	2.8569999999999998	1.079	0.051	0.073	Q889
Afghanistan	2020-03-26	75.0	33.0	7.571000000000001	1.9269999999999998	0.848	0.19399999999999998	Q889
Afghanistan	2020-03-27	75.0	0.0	7.571000000000001	1.9269999999999998	0.0	0.19399999999999998	Q889
Afghanistan	2020-03-28	91.0	16.0	9.571	2.338	0.41100000000000003	0.24600000000000002	Q889
Afghanistan	2020-03-29	106.0	15.0	11.714	2.7230000000000003	0.385	0.301	Q889
Afghanistan	2020-03-30	114.0	8.0	11.429	2.928	0.20600000000000002	0.294	Q889
Afghanistan	2020-03-31	141.0	27.0	14.429	3.622	0.6940000000000001	0.371	Q889
Afghanistan	2020-04-01	166.0	25.0	17.714000000000002	4.263999999999999	0.642	0.455	Q889
Afghanistan	2020-04-02	192.0	26.0	16.714000000000002	4.9319999999999995	0.6679999999999999	0.429	Q889
Afghanistan	2020-04-03	235.0	43.0	22.857	6.037000000000001	1.105	0.5870000000000001	Q889
Afghanistan	2020-04-04	235.0	0.0	20.570999999999998	6.037000000000001	0.0	0.528	Q889
