Country	deaths	ID
Afghanistan	19,255	Q889
Albania	2,635	Q222
Algeria	29,339	Q262
American Samoa	77	Q16641
Andorra	52	Q228
Angola	5,953	Q916
Antigua and Barbuda	82	Q781
Argentina	37,928	Q414
Armenia	3,78	Q399
Australia	19,913	Q408
Austria	9,148	Q40
Azerbaijan	11,782	Q227
Bahamas	399	Q778
Bahrain	855	Q398
Bangladesh	38,771	Q902
Barbados	402	Q244
Belarus	19,713	Q184
Belgium	8,857	Q31
Belize	260	Q242
Benin	3,027	Q962
Bermuda	75	Q23635
Bhutan	278	Q917
Bolivia	6,386	Q750
Bosnia and Herzegovina	5,023	Q225
Botswana	1,376	Q963
Brazil	165,954	Q155
Brunei	189	Q921
Bulgaria	18,478	Q219
Burkina Faso	4,697	Q965
Burundi	1,116	Q967
Cambodia	3,741	Q424
Cameroon	9,644	Q1009
Canada	32,831	Q16
Cape Verde	214	Q1011
Central African Republic	1,378	Q929
Chad	2,03	Q657
Chile	13,848	Q298
China	823,869	Q148
Colombia	24,986	Q739
Comoros	227	Q970
Congo	2,377	Q971
Costa Rica	2,825	Q800
Cote d'Ivoire	7,189	Q1008
Croatia	7,108	Q224
Cuba	11,029	Q241
Cyprus	832	Q229
Czech Republic	15,986	Q213
Democratic Republic of Congo	16,083	Q974
Denmark	4,128	Q35
Djibouti	370	Q977
Dominica	85	Q784
Dominican Republic	9,082	Q786
Ecuador	11,277	Q736
Egypt	102,516	Q79
El Salvador	5,429	Q792
England	46,288	Q21
Equatorial Guinea	331	Q983
Eritrea	1,171	Q986
Estonia	2,716	Q191
Ethiopia	10,813	Q115
Fiji	2,135	Q712
Finland	6,022	Q33
France	45,054	Q142
Gabon	925	Q1000
Gambia	749	Q1005
Georgia	8,435	Q230
Germany	103,099	Q183
Ghana	12,387	Q117
Greece	12,381	Q41
Greenland	38	Q223
Grenada	139	Q769
Guam	265	Q16635
Guatemala	7,356	Q774
Guinea	3,405	Q1006
Guinea-Bissau	516	Q1007
Guyana	828	Q734
Haiti	6,036	Q790
Honduras	4,497	Q783
Hungary	18,74	Q28
Iceland	228	Q189
India	532,151	Q668
Indonesia	139,963	Q252
Iran	53,086	Q794
Iraq	18,242	Q796
Ireland	2,808	Q27
Israel	4,581	Q801
Italy	63,365	Q38
Jamaica	3,061	Q766
Japan	57,113	Q17
Jordan	5,266	Q810
Kazakhstan	22,276	Q232
Kenya	10,046	Q114
Kiribati	187	Q710
Kuwait	1,659	Q817
Kyrgyzstan	3,963	Q813
Laos	2,894	Q819
Latvia	4,486	Q211
Lebanon	6,6	Q822
Lesotho	1,785	Q1013
Liberia	1,427	Q1014
Libya	6,438	Q1016
Lithuania	5,984	Q37
Luxembourg	435	Q32
Macedonia	3,245	Q221
Madagascar	6,026	Q1019
Malawi	3,612	Q1020
Malaysia	18,261	Q833
Maldives	99	Q826
Mali	3,618	Q912
Malta	462	Q233
Marshall Islands	72	Q709
Mauritania	1,51	Q1025
Mauritius	1,941	Q1027
Mexico	115,426	Q96
Micronesia (country)	146	Q702
Moldova	6,589	Q217
Mongolia	2,765	Q711
Montenegro	978	Q236
Morocco	38,977	Q1028
Mozambique	6,459	Q1029
Myanmar	20,041	Q836
Namibia	1,07	Q1030
Nepal	9,14	Q837
Netherlands	11,861	Q55
New Zealand	3,587	Q664
Nicaragua	3,124	Q811
Niger	2,552	Q1032
Nigeria	25,869	Q1033
North Korea	7,938	Q423
Northern Ireland	1,431	Q26
Northern Mariana Islands	52	Q16644
Norway	3,344	Q20
Oman	2,009	Q842
Pakistan	100,935	Q843
Palestine	2,222	Q219060
Panama	2,104	Q804
Papua New Guinea	7,691	Q691
Paraguay	4,315	Q733
Peru	12,091	Q419
Philippines	68,559	Q928
Poland	55,277	Q36
Portugal	10,777	Q45
Puerto Rico	6,057	Q1183
Qatar	751	Q846
Romania	40,891	Q218
Russia	286,42	Q159
Rwanda	1,954	Q1037
Saint Lucia	181	Q760
Saint Vincent and the Grenadines	146	Q757
Samoa	195	Q683
Sao Tome and Principe	72	Q1039
Saudi Arabia	17,399	Q851
Scotland	6,197	Q22
Senegal	4,448	Q1041
Serbia	18,55	Q403
Seychelles	82	Q1042
Sierra Leone	2,154	Q1044
Singapore	1,558	Q334
Slovakia	8,38	Q214
Slovenia	2,441	Q215
Solomon Islands	506	Q685
Somalia	3,146	Q1045
South Africa	44,74	Q258
South Korea	15,881	Q884
South Sudan	1,521	Q958
Spain	41,51	Q29
Sri Lanka	11,867	Q854
Sudan	22,214	Q1049
Suriname	657	Q730
Swaziland	1,06	Q1050
Sweden	8,663	Q34
Switzerland	5,696	Q39
Syria	13,744	Q858
Taiwan	16,261	Q865
Tajikistan	4,262	Q863
Tanzania	12,276	Q924
Thailand	42,83	Q869
Timor	216	Q574
Togo	1,896	Q945
Tonga	115	Q678
Trinidad and Tobago	2,279	Q754
Tunisia	10,367	Q948
Turkey	65,436	Q43
Turkmenistan	6,002	Q874
Uganda	4,805	Q1036
Ukraine	105,698	Q212
United Arab Emirates	5,057	Q878
United Kingdom	56,735	Q145
United States	408,831	Q30
United States Virgin Islands	247	Q11703
Uruguay	3,574	Q77
Uzbekistan	34,342	Q265
Vanuatu	284	Q686
Venezuela	25,387	Q717
Vietnam	28,583	Q881
Wales	2,82	Q25
Yemen	13,796	Q805
Zambia	3,338	Q953
Zimbabwe	5,713	Q954
