Country	Total	ID
Afghanistan	32	Q889
Albania	12	Q222
Algeria	24	Q262
Andorra	7	Q228
Angola	41	Q916
Antigua and Barbuda	15	Q781
Argentina	17	Q414
Armenia	14	Q399
Aruba	12	Q21203
Australia	13	Q408
Austria	10	Q40
Azerbaijan	14	Q227
Bahamas, The	14	Q778
Bahrain	14	Q398
Bangladesh	18	Q902
Barbados	11	Q244
Belarus	10	Q184
Belgium	10	Q31
Belize	21	Q242
Benin	36	Q962
Bermuda	8	Q23635
Bhutan	17	Q917
Bolivia	22	Q750
Bosnia and Herzegovina	8	Q225
Botswana	25	Q963
Brazil	14	Q155
Brunei Darussalam	15	Q921
Bulgaria	9	Q219
Burkina Faso	38	Q965
Burundi	39	Q967
Cabo Verde	19	Q1011
Cambodia	22	Q424
Cameroon	35	Q1009
Canada	10	Q16
Cayman Islands	10	Q5785
Central African Republic	35	Q929
Chad	42	Q657
Channel Islands	10	Q42314
Chile	12	Q298
China	11	Q148
Hong Kong SAR, China	7	Q8646
Macao SAR, China	11	Q14773
Colombia	15	Q739
Comoros	32	Q970
Congo, Dem. Rep.	41	Q974
Congo, Rep.	33	Q971
Costa Rica	14	Q800
Cote d'Ivoire	36	Q1008
Croatia	9	Q224
Cuba	10	Q241
Curacao	11	Q25279
Cyprus	10	Q229
Czech Republic	11	Q213
Denmark	11	Q35
Djibouti	21	Q977
Dominican Republic	20	Q786
Ecuador	20	Q736
Egypt, Arab Rep.	26	Q79
El Salvador	18	Q792
Equatorial Guinea	33	Q983
Eritrea	30	Q986
Estonia	11	Q191
Eswatini	26	Q1050
Ethiopia	32	Q115
Faroe Islands	13	Q4628
Fiji	21	Q712
Finland	9	Q33
France	11	Q142
French Polynesia	15	Q30971
Gabon	32	Q1000
Gambia, The	39	Q1005
Georgia	13	Q230
Germany	10	Q183
Ghana	29	Q117
Greece	8	Q41
Greenland	15	Q223
Grenada	16	Q769
Guam	17	Q16635
Guatemala	25	Q774
Guinea	36	Q1006
Guinea-Bissau	35	Q1007
Guyana	20	Q734
Haiti	24	Q790
Honduras	22	Q783
Hungary	10	Q28
Iceland	12	Q189
India	18	Q668
Indonesia	18	Q252
Iran, Islamic Rep.	19	Q794
Iraq	29	Q796
Ireland	13	Q27
Israel	21	Q801
Italy	7	Q38
Jamaica	16	Q766
Japan	7	Q17
Jordan	22	Q810
Kazakhstan	22	Q232
Kenya	29	Q114
Kiribati	28	Q710
Korea, Dem. Peopleâ€™s Rep.	14	Q423
Korea, Rep.	6	Q884
Kosovo	16	Q1246
Kuwait	14	Q817
Kyrgyz Republic	27	Q813
Lao PDR	24	Q819
Latvia	10	Q211
Lebanon	18	Q822
Lesotho	27	Q1013
Liberia	33	Q1014
Libya	19	Q1016
Liechtenstein	10	Q347
Lithuania	10	Q37
Luxembourg	10	Q32
Madagascar	33	Q1019
Malawi	34	Q1020
Malaysia	17	Q833
Maldives	14	Q826
Mali	42	Q912
Malta	9	Q233
Mauritania	34	Q1025
Mauritius	10	Q1027
Mexico	18	Q96
Micronesia, Fed. Sts.	23	Q702
Moldova	10	Q217
Monaco	6	Q235
Mongolia	24	Q711
Montenegro	12	Q236
Morocco	19	Q1028
Mozambique	38	Q1029
Myanmar	18	Q836
Namibia	29	Q1030
Nepal	20	Q837
Netherlands	10	Q55
New Caledonia	15	Q33788
New Zealand	12	Q664
Nicaragua	21	Q811
Niger	46	Q1032
Nigeria	38	Q1033
North Macedonia	11	Q221
Norway	10	Q20
Oman	19	Q842
Pakistan	28	Q843
Palau	14	Q695
Panama	19	Q804
Papua New Guinea	27	Q691
Paraguay	21	Q733
Peru	18	Q419
Philippines	21	Q928
Poland	10	Q36
Portugal	9	Q45
Puerto Rico	7	Q1183
Qatar	10	Q846
Romania	10	Q218
Russian Federation	12	Q159
Rwanda	32	Q1037
Samoa	24	Q683
San Marino	7	Q238
Sao Tome and Principe	32	Q1039
Saudi Arabia	18	Q851
Senegal	35	Q1041
Serbia	9	Q403
Seychelles	17	Q1042
Sierra Leone	33	Q1044
Singapore	9	Q334
Slovak Republic	11	Q214
Slovenia	9	Q215
Solomon Islands	32	Q685
Somalia	42	Q1045
South Africa	21	Q258
South Sudan	35	Q958
Spain	8	Q29
Sri Lanka	16	Q854
St. Lucia	12	Q760
St. Martin (French part)	15	Q126125
St. Vincent and the Grenadines	14	Q757
Sudan	32	Q1049
Suriname	19	Q730
Sweden	11	Q34
Switzerland	10	Q39
Syrian Arab Republic	24	Q858
Tajikistan	31	Q863
Tanzania	37	Q924
Thailand	10	Q869
Timor-Leste	29	Q574
Togo	33	Q945
Tonga	24	Q678
Trinidad and Tobago	13	Q754
Tunisia	18	Q948
Turkey	16	Q43
Turkmenistan	24	Q874
Uganda	38	Q1036
Ukraine	9	Q212
United Arab Emirates	10	Q878
United Kingdom	11	Q145
United States	12	Q30
Uruguay	14	Q77
Uzbekistan	23	Q265
Vanuatu	30	Q686
Venezuela, RB	18	Q717
Vietnam	17	Q881
Virgin Islands (U.S.)	13	Q11703
West Bank and Gaza	29	Q407199
Yemen, Rep.	30	Q805
Zambia	36	Q953
Zimbabwe	31	Q954
