Country	Deaths	ID
Afghanistan	597.03	Q889
Albania	304.2	Q222
Algeria	278.36	Q262
American Samoa	283.75	Q16641
Andorra	109.13	Q228
Angola	276.04	Q916
Antigua and Barbuda	191.51	Q781
Argentina	191.03	Q414
Armenia	341.01	Q399
Australia	107.79	Q408
Austria	145.18	Q40
Azerbaijan	559.81	Q227
Bahamas	235.95	Q778
Bahrain	151.69	Q398
Bangladesh	298.0	Q902
Barbados	170.05	Q244
Belarus	443.13	Q184
Belgium	114.9	Q31
Belize	176.96	Q242
Benin	235.85	Q962
Bermuda	139.55	Q23635
Bhutan	217.07	Q917
Bolivia	204.3	Q750
Bosnia and Herzegovina	329.63	Q225
Botswana	237.37	Q963
Brazil	177.96	Q155
Brunei	201.28	Q921
Bulgaria	424.69	Q219
Burkina Faso	269.05	Q965
Burundi	293.07	Q967
Cambodia	270.89	Q424
Cameroon	244.66	Q1009
Canada	105.6	Q16
Cape Verde	182.22	Q1011
Central African Republic	435.73	Q929
Chad	281.0	Q657
Chile	127.99	Q298
China	261.9	Q148
Colombia	124.24	Q739
Comoros	261.52	Q970
Congo	344.09	Q971
Costa Rica	137.97	Q800
Cote d'Ivoire	303.74	Q1008
Croatia	253.78	Q224
Cuba	190.97	Q241
Cyprus	141.17	Q229
Czech Republic	227.48	Q213
Democratic Republic of Congo	318.95	Q974
Denmark	114.77	Q35
Djibouti	258.04	Q977
Dominica	227.38	Q784
Dominican Republic	266.65	Q786
Ecuador	140.45	Q736
Egypt	525.43	Q79
El Salvador	167.29	Q792
England	118.94	Q21
Equatorial Guinea	202.81	Q983
Eritrea	311.11	Q986
Estonia	255.57	Q191
Ethiopia	182.63	Q115
Fiji	412.82	Q712
Finland	153.51	Q33
France	86.06	Q142
Gabon	259.97	Q1000
Gambia	331.43	Q1005
Georgia	496.22	Q230
Germany	156.14	Q183
Ghana	298.25	Q117
Greece	175.69	Q41
Greenland	199.94	Q223
Grenada	243.96	Q769
Guam	310.5	Q16635
Guatemala	155.9	Q774
Guinea	336.72	Q1006
Guinea-Bissau	382.47	Q1007
Guyana	373.16	Q734
Haiti	430.55	Q790
Honduras	240.21	Q783
Hungary	278.3	Q28
Iceland	117.99	Q189
India	282.28	Q668
Indonesia	342.86	Q252
Iran	270.31	Q794
Iraq	218.61	Q796
Ireland	126.46	Q27
Israel	93.32	Q801
Italy	113.15	Q38
Jamaica	206.54	Q766
Japan	79.37	Q17
Jordan	208.26	Q810
Kazakhstan	466.79	Q232
Kenya	218.64	Q114
Kiribati	434.66	Q710
Kuwait	132.24	Q817
Kyrgyzstan	436.36	Q813
Laos	368.11	Q819
Latvia	350.06	Q211
Lebanon	266.59	Q822
Lesotho	405.13	Q1013
Liberia	272.51	Q1014
Libya	341.86	Q1016
Lithuania	342.99	Q37
Luxembourg	128.28	Q32
Macedonia	322.69	Q221
Madagascar	405.99	Q1019
Malawi	227.35	Q1020
Malaysia	260.94	Q833
Maldives	164.91	Q826
Mali	268.02	Q912
Malta	168.71	Q233
Marshall Islands	557.79	Q709
Mauritania	232.35	Q1025
Mauritius	224.64	Q1027
Mexico	152.78	Q96
Micronesia (country)	454.34	Q702
Moldova	408.5	Q217
Mongolia	460.04	Q711
Montenegro	387.3	Q236
Morocco	419.15	Q1028
Mozambique	329.94	Q1029
Myanmar	202.1	Q836
Namibia	243.81	Q1030
Nepal	260.8	Q837
Netherlands	109.36	Q55
New Zealand	128.8	Q664
Nicaragua	137.02	Q811
Niger	238.34	Q1032
Nigeria	181.01	Q1033
North Korea	321.68	Q423
Northern Ireland	125.86	Q26
Northern Mariana Islands	194.99	Q16644
Norway	114.32	Q20
Oman	266.34	Q842
Pakistan	423.03	Q843
Palestine	265.91	Q219060
Panama	128.35	Q804
Papua New Guinea	561.49	Q691
Paraguay	199.13	Q733
Peru	85.75	Q419
Philippines	370.44	Q928
Poland	227.33	Q36
Portugal	127.84	Q45
Puerto Rico	108.09	Q1183
Qatar	176.69	Q846
Romania	370.95	Q218
Russia	431.3	Q159
Rwanda	191.38	Q1037
Saint Lucia	204.62	Q760
Saint Vincent and the Grenadines	252.68	Q757
Samoa	348.98	Q683
Sao Tome and Principe	270.11	Q1039
Saudi Arabia	259.54	Q851
Scotland	146.97	Q22
Senegal	241.22	Q1041
Serbia	439.42	Q403
Seychelles	242.65	Q1042
Sierra Leone	325.72	Q1044
Singapore	92.24	Q334
Slovakia	287.96	Q214
Slovenia	153.49	Q215
Solomon Islands	459.78	Q685
Somalia	365.77	Q1045
South Africa	200.38	Q258
South Korea	86.0	Q884
South Sudan	280.78	Q958
Spain	99.4	Q29
Sri Lanka	197.09	Q854
Sudan	431.39	Q1049
Suriname	258.31	Q730
Swaziland	333.44	Q1050
Sweden	133.98	Q34
Switzerland	99.74	Q39
Syria	376.26	Q858
Taiwan	103.96	Q865
Tajikistan	427.7	Q863
Tanzania	217.29	Q924
Thailand	109.86	Q869
Timor	335.35	Q574
Togo	280.03	Q945
Tonga	227.49	Q678
Trinidad and Tobago	228.47	Q754
Tunisia	318.99	Q948
Turkey	171.29	Q43
Turkmenistan	536.78	Q874
Uganda	213.33	Q1036
Ukraine	539.85	Q212
United Arab Emirates	317.84	Q878
United Kingdom	122.14	Q145
United States	151.09	Q30
United States Virgin Islands	273.67	Q11703
Uruguay	160.71	Q77
Uzbekistan	724.42	Q265
Vanuatu	546.3	Q686
Venezuela	204.85	Q717
Vietnam	245.46	Q881
Wales	130.86	Q25
Yemen	495.0	Q805
Zambia	234.5	Q953
Zimbabwe	307.85	Q954
