Country	deaths	ID
Afghanistan	4,89	Q889
Albania	429	Q222
Algeria	3,004	Q262
American Samoa	3	Q16641
Andorra	9	Q228
Angola	643	Q916
Antigua and Barbuda	7	Q781
Argentina	6,236	Q414
Armenia	781	Q399
Australia	3,303	Q408
Austria	1,501	Q40
Azerbaijan	1,925	Q227
Bahamas	43	Q778
Bahrain	48	Q398
Bangladesh	19,951	Q902
Barbados	41	Q244
Belarus	3,03	Q184
Belgium	1,686	Q31
Belize	21	Q242
Benin	132	Q962
Bermuda	8	Q23635
Bhutan	74	Q917
Bolivia	824	Q750
Bosnia and Herzegovina	421	Q225
Botswana	103	Q963
Brazil	17,128	Q155
Brunei	44	Q921
Bulgaria	3,397	Q219
Burkina Faso	434	Q965
Burundi	248	Q967
Cambodia	1,259	Q424
Cameroon	350	Q1009
Canada	4,52	Q16
Cape Verde	39	Q1011
Central African Republic	295	Q929
Chad	369	Q657
Chile	1,431	Q298
China	195,704	Q148
Colombia	3,961	Q739
Comoros	47	Q970
Congo	359	Q971
Costa Rica	474	Q800
Cote d'Ivoire	292	Q1008
Croatia	1,477	Q224
Cuba	824	Q241
Cyprus	183	Q229
Czech Republic	3,263	Q213
Democratic Republic of Congo	3,901	Q974
Denmark	784	Q35
Djibouti	74	Q977
Dominica	8	Q784
Dominican Republic	1,378	Q786
Ecuador	1,258	Q736
Egypt	5,849	Q79
El Salvador	421	Q792
England	7,681	Q21
Equatorial Guinea	15	Q983
Eritrea	217	Q986
Estonia	306	Q191
Ethiopia	1,384	Q115
Fiji	103	Q712
Finland	1,13	Q33
France	8,834	Q142
Gabon	80	Q1000
Gambia	90	Q1005
Georgia	1,272	Q230
Germany	19,287	Q183
Ghana	86	Q117
Greece	2,25	Q41
Greenland	6	Q223
Grenada	17	Q769
Guam	13	Q16635
Guatemala	576	Q774
Guinea	604	Q1006
Guinea-Bissau	101	Q1007
Guyana	95	Q734
Haiti	1,009	Q790
Honduras	673	Q783
Hungary	3,708	Q28
Iceland	51	Q189
India	152,481	Q668
Indonesia	29,475	Q252
Iran	5,985	Q794
Iraq	2,418	Q796
Ireland	541	Q27
Israel	501	Q801
Italy	9,543	Q38
Jamaica	195	Q766
Japan	13,577	Q17
Jordan	497	Q810
Kazakhstan	3,295	Q232
Kenya	906	Q114
Kiribati	11	Q710
Kuwait	208	Q817
Kyrgyzstan	791	Q813
Laos	811	Q819
Latvia	779	Q211
Lebanon	788	Q822
Lesotho	45	Q1013
Liberia	281	Q1014
Libya	875	Q1016
Lithuania	1,133	Q37
Luxembourg	74	Q32
Macedonia	338	Q221
Madagascar	1,27	Q1019
Malawi	197	Q1020
Malaysia	4,277	Q833
Maldives	31	Q826
Mali	353	Q912
Malta	86	Q233
Marshall Islands	7	Q709
Mauritania	136	Q1025
Mauritius	174	Q1027
Mexico	5	Q96
Micronesia (country)	12	Q702
Moldova	1,182	Q217
Mongolia	521	Q711
Montenegro	126	Q236
Morocco	2,447	Q1028
Mozambique	813	Q1029
Myanmar	4,476	Q836
Namibia	123	Q1030
Nepal	2,401	Q837
Netherlands	2,284	Q55
New Zealand	682	Q664
Nicaragua	305	Q811
Niger	308	Q1032
Nigeria	1,933	Q1033
North Korea	3,279	Q423
Northern Ireland	272	Q26
Northern Mariana Islands	2	Q16644
Norway	737	Q20
Oman	204	Q842
Pakistan	27,177	Q843
Palestine	308	Q219060
Panama	324	Q804
Papua New Guinea	580	Q691
Paraguay	347	Q733
Peru	1,256	Q419
Philippines	15,835	Q928
Poland	7,551	Q36
Portugal	1,585	Q45
Puerto Rico	429	Q1183
Qatar	37	Q846
Romania	4,605	Q218
Russia	47,504	Q159
Rwanda	44	Q1037
Saint Lucia	15	Q760
Saint Vincent and the Grenadines	16	Q757
Samoa	13	Q683
Sao Tome and Principe	7	Q1039
Saudi Arabia	1,696	Q851
Scotland	944	Q22
Senegal	190	Q1041
Serbia	2,824	Q403
Seychelles	11	Q1042
Sierra Leone	574	Q1044
Singapore	434	Q334
Slovakia	1,912	Q214
Slovenia	347	Q215
Solomon Islands	30	Q685
Somalia	1,182	Q1045
South Africa	2,567	Q258
South Korea	3,957	Q884
South Sudan	268	Q958
Spain	7,031	Q29
Sri Lanka	1,894	Q854
Sudan	3,978	Q1049
Suriname	85	Q730
Swaziland	58	Q1050
Sweden	1,861	Q34
Switzerland	1,306	Q39
Syria	2,689	Q858
Taiwan	2,512	Q865
Tajikistan	1,257	Q863
Tanzania	1,168	Q924
Thailand	6,536	Q869
Timor	95	Q574
Togo	128	Q945
Tonga	6	Q678
Trinidad and Tobago	212	Q754
Tunisia	1,142	Q948
Turkey	3,922	Q43
Turkmenistan	1,074	Q874
Uganda	516	Q1036
Ukraine	22,91	Q212
United Arab Emirates	417	Q878
United Kingdom	9,453	Q145
United States	50,937	Q30
United States Virgin Islands	23	Q11703
Uruguay	476	Q77
Uzbekistan	6,633	Q265
Vanuatu	32	Q686
Venezuela	3,403	Q717
Vietnam	9,873	Q881
Wales	557	Q25
Yemen	3,731	Q805
Zambia	397	Q953
Zimbabwe	596	Q954
