Country	Deaths	ID
Afghanistan	160003	Q889
Burkina Faso	43	Q965
Burundi	5869	Q967
Cameroon	2925	Q1009
Central African Republic	1118	Q929
Chad	4627	Q657
Congo, Dem. Rep.	14803	Q974
Congo, Rep.	218	Q971
Cote d'Ivoire	908	Q1008
Eritrea	25082	Q986
Guinea-Bissau	0	Q1007
Haiti	207	Q790
Iraq	72172	Q796
Lebanon	874	Q822
Liberia	2677	Q1014
Libya	6517	Q1016
Mali	2690	Q912
Myanmar	5097	Q836
Niger	1088	Q1032
Nigeria	17141	Q1033
Somalia	21439	Q1045
South Sudan	5334	Q958
Sudan	25077	Q1049
Syrian Arab Republic	287696	Q858
Yemen, Rep.	22015	Q805
