Country	deaths	ID
Afghanistan	5,459	Q889
Albania	592	Q222
Algeria	5,258	Q262
American Samoa	10	Q16641
Andorra	7	Q228
Angola	2,144	Q916
Antigua and Barbuda	6	Q781
Argentina	7,399	Q414
Armenia	1,135	Q399
Australia	1,714	Q408
Austria	943	Q40
Azerbaijan	3,011	Q227
Bahamas	25	Q778
Bahrain	105	Q398
Bangladesh	22,898	Q902
Barbados	23	Q244
Belarus	2,429	Q184
Belgium	1,429	Q31
Belize	20	Q242
Benin	561	Q962
Bermuda	7	Q23635
Bhutan	73	Q917
Bolivia	569	Q750
Bosnia and Herzegovina	1,26	Q225
Botswana	257	Q963
Brazil	26,729	Q155
Brunei	34	Q921
Bulgaria	2,703	Q219
Burkina Faso	2,136	Q965
Burundi	532	Q967
Cambodia	2,384	Q424
Cameroon	1,468	Q1009
Canada	3,142	Q16
Cape Verde	34	Q1011
Central African Republic	575	Q929
Chad	809	Q657
Chile	1,887	Q298
China	386,641	Q148
Colombia	3,638	Q739
Comoros	67	Q970
Congo	410	Q971
Costa Rica	291	Q800
Cote d'Ivoire	2,812	Q1008
Croatia	1,467	Q224
Cuba	1,842	Q241
Cyprus	155	Q229
Czech Republic	2,493	Q213
Democratic Republic of Congo	4,98	Q974
Denmark	582	Q35
Djibouti	86	Q977
Dominica	6	Q784
Dominican Republic	950	Q786
Ecuador	724	Q736
Egypt	15,892	Q79
El Salvador	566	Q792
England	4,776	Q21
Equatorial Guinea	32	Q983
Eritrea	477	Q986
Estonia	224	Q191
Ethiopia	3,155	Q115
Fiji	304	Q712
Finland	325	Q33
France	3,617	Q142
Gabon	162	Q1000
Gambia	310	Q1005
Georgia	1,674	Q230
Germany	8,161	Q183
Ghana	1,68	Q117
Greece	2,692	Q41
Greenland	10	Q223
Grenada	15	Q769
Guam	33	Q16635
Guatemala	935	Q774
Guinea	1,077	Q1006
Guinea-Bissau	164	Q1007
Guyana	88	Q734
Haiti	829	Q790
Honduras	770	Q783
Hungary	2,372	Q28
Iceland	23	Q189
India	225,813	Q668
Indonesia	45,315	Q252
Iran	9,104	Q794
Iraq	3,103	Q796
Ireland	400	Q27
Israel	504	Q801
Italy	7,436	Q38
Jamaica	313	Q766
Japan	17,858	Q17
Jordan	720	Q810
Kazakhstan	3,542	Q232
Kenya	1,997	Q114
Kiribati	37	Q710
Kuwait	249	Q817
Kyrgyzstan	884	Q813
Laos	1,417	Q819
Latvia	553	Q211
Lebanon	1,05	Q822
Lesotho	470	Q1013
Liberia	289	Q1014
Libya	1,01	Q1016
Lithuania	640	Q37
Luxembourg	53	Q32
Macedonia	696	Q221
Madagascar	2,33	Q1019
Malawi	623	Q1020
Malaysia	5,436	Q833
Maldives	40	Q826
Mali	1,261	Q912
Malta	60	Q233
Marshall Islands	13	Q709
Mauritania	236	Q1025
Mauritius	390	Q1027
Mexico	9,754	Q96
Micronesia (country)	24	Q702
Moldova	832	Q217
Mongolia	414	Q711
Montenegro	220	Q236
Morocco	6,665	Q1028
Mozambique	1,618	Q1029
Myanmar	11,397	Q836
Namibia	210	Q1030
Nepal	3,684	Q837
Netherlands	1,783	Q55
New Zealand	322	Q664
Nicaragua	412	Q811
Niger	1,15	Q1032
Nigeria	13,793	Q1033
North Korea	10,038	Q423
Northern Ireland	203	Q26
Northern Mariana Islands	7	Q16644
Norway	388	Q20
Oman	275	Q842
Pakistan	33,525	Q843
Palestine	346	Q219060
Panama	198	Q804
Papua New Guinea	2,857	Q691
Paraguay	666	Q733
Peru	1,528	Q419
Philippines	21,407	Q928
Poland	7,936	Q36
Portugal	1,558	Q45
Puerto Rico	254	Q1183
Qatar	76	Q846
Romania	5,869	Q218
Russia	37,848	Q159
Rwanda	398	Q1037
Saint Lucia	11	Q760
Saint Vincent and the Grenadines	13	Q757
Samoa	47	Q683
Sao Tome and Principe	9	Q1039
Saudi Arabia	1,57	Q851
Scotland	648	Q22
Senegal	1,069	Q1041
Serbia	3,673	Q403
Seychelles	15	Q1042
Sierra Leone	903	Q1044
Singapore	247	Q334
Slovakia	1,232	Q214
Slovenia	371	Q215
Solomon Islands	147	Q685
Somalia	1,318	Q1045
South Africa	6,289	Q258
South Korea	3,979	Q884
South Sudan	920	Q958
Spain	5,133	Q29
Sri Lanka	3,075	Q854
Sudan	1,032	Q1049
Suriname	74	Q730
Swaziland	161	Q1050
Sweden	627	Q34
Switzerland	535	Q39
Syria	1,945	Q858
Taiwan	4,715	Q865
Tajikistan	1,138	Q863
Tanzania	3,63	Q924
Thailand	8,279	Q869
Timor	168	Q574
Togo	431	Q945
Tonga	23	Q678
Trinidad and Tobago	249	Q754
Tunisia	2,004	Q948
Turkey	11,287	Q43
Turkmenistan	1,05	Q874
Uganda	1,135	Q1036
Ukraine	16,95	Q212
United Arab Emirates	515	Q878
United Kingdom	5,964	Q145
United States	25,925	Q30
United States Virgin Islands	15	Q11703
Uruguay	556	Q77
Uzbekistan	6,097	Q265
Vanuatu	57	Q686
Venezuela	3,031	Q717
Vietnam	15,423	Q881
Wales	337	Q25
Yemen	3,394	Q805
Zambia	836	Q953
Zimbabwe	1,756	Q954
