Country	deaths	ID
Afghanistan	14,575	Q889
Albania	41	Q222
Algeria	635	Q262
American Samoa	2	Q16641
Andorra	<1	Q228
Angola	15,97	Q916
Antigua and Barbuda	3	Q781
Argentina	1,299	Q414
Armenia	35	Q399
Australia	112	Q408
Austria	4	Q40
Azerbaijan	917	Q227
Bahamas	6	Q778
Bahrain	5	Q398
Bangladesh	15,368	Q902
Barbados	6	Q244
Belarus	24	Q184
Belgium	213	Q31
Belize	20	Q242
Benin	6,534	Q962
Bermuda	<1	Q23635
Bhutan	31	Q917
Bolivia	1,196	Q750
Bosnia and Herzegovina	4	Q225
Botswana	272	Q963
Brazil	9,427	Q155
Brunei	3	Q921
Bulgaria	36	Q219
Burkina Faso	17,965	Q965
Burundi	7,304	Q967
Cambodia	2,136	Q424
Cameroon	10,322	Q1009
Canada	292	Q16
Cape Verde	18	Q1011
Central African Republic	6,103	Q929
Chad	30,823	Q657
Chile	441	Q298
China	17,742	Q148
Colombia	1,664	Q739
Comoros	154	Q970
Congo	1,229	Q971
Costa Rica	31	Q800
Cote d'Ivoire	12,112	Q1008
Croatia	3	Q224
Cuba	70	Q241
Cyprus	6	Q229
Czech Republic	68	Q213
Democratic Republic of Congo	47,13	Q974
Denmark	37	Q35
Djibouti	285	Q977
Dominica	3	Q784
Dominican Republic	404	Q786
Ecuador	980	Q736
Egypt	9,385	Q79
El Salvador	337	Q792
England	122	Q21
Equatorial Guinea	163	Q983
Eritrea	3,466	Q986
Estonia	2	Q191
Ethiopia	51,202	Q115
Fiji	68	Q712
Finland	4	Q33
France	2,788	Q142
Gabon	177	Q1000
Gambia	661	Q1005
Georgia	25	Q230
Germany	310	Q183
Ghana	6,611	Q117
Greece	9	Q41
Greenland	<1	Q223
Grenada	5	Q769
Guam	6	Q16635
Guatemala	3,673	Q774
Guinea	8,291	Q1006
Guinea-Bissau	1,007	Q1007
Guyana	61	Q734
Haiti	4,063	Q790
Honduras	332	Q783
Hungary	19	Q28
Iceland	1	Q189
India	207,271	Q668
Indonesia	28,546	Q252
Iran	832	Q794
Iraq	1,705	Q796
Ireland	6	Q27
Israel	36	Q801
Italy	232	Q38
Jamaica	67	Q766
Japan	957	Q17
Jordan	164	Q810
Kazakhstan	349	Q232
Kenya	13,801	Q114
Kiribati	30	Q710
Kuwait	11	Q817
Kyrgyzstan	277	Q813
Laos	2,107	Q819
Latvia	3	Q211
Lebanon	50	Q822
Lesotho	600	Q1013
Liberia	1,913	Q1014
Libya	61	Q1016
Lithuania	6	Q37
Luxembourg	5	Q32
Macedonia	8	Q221
Madagascar	28,198	Q1019
Malawi	5,313	Q1020
Malaysia	244	Q833
Maldives	5	Q826
Mali	18,906	Q912
Malta	<1	Q233
Marshall Islands	4	Q709
Mauritania	1,135	Q1025
Mauritius	22	Q1027
Mexico	7,66	Q96
Micronesia (country)	5	Q702
Moldova	23	Q217
Mongolia	173	Q711
Montenegro	1	Q236
Morocco	812	Q1028
Mozambique	7,784	Q1029
Myanmar	6,149	Q836
Namibia	527	Q1030
Nepal	2,262	Q837
Netherlands	92	Q55
New Zealand	10	Q664
Nicaragua	238	Q811
Niger	26,844	Q1032
Nigeria	189,924	Q1033
North Korea	1,144	Q423
Northern Ireland	4	Q26
Northern Mariana Islands	1	Q16644
Norway	40	Q20
Oman	27	Q842
Pakistan	47,478	Q843
Palestine	49	Q219060
Panama	209	Q804
Papua New Guinea	2,868	Q691
Paraguay	334	Q733
Peru	1,44	Q419
Philippines	13,532	Q928
Poland	105	Q36
Portugal	89	Q45
Puerto Rico	87	Q1183
Qatar	4	Q846
Romania	261	Q218
Russia	716	Q159
Rwanda	3,904	Q1037
Saint Lucia	5	Q760
Saint Vincent and the Grenadines	7	Q757
Samoa	9	Q683
Sao Tome and Principe	25	Q1039
Saudi Arabia	91	Q851
Scotland	14	Q22
Senegal	4,924	Q1041
Serbia	20	Q403
Seychelles	3	Q1042
Sierra Leone	5,651	Q1044
Singapore	5	Q334
Slovakia	18	Q214
Slovenia	<1	Q215
Solomon Islands	69	Q685
Somalia	16,087	Q1045
South Africa	6,786	Q258
South Korea	97	Q884
South Sudan	15,953	Q958
Spain	194	Q29
Sri Lanka	220	Q854
Sudan	10,446	Q1049
Suriname	30	Q730
Swaziland	284	Q1050
Sweden	83	Q34
Switzerland	49	Q39
Syria	247	Q858
Taiwan	127	Q865
Tajikistan	3,542	Q863
Tanzania	18,679	Q924
Thailand	792	Q869
Timor	283	Q574
Togo	2,43	Q945
Tonga	6	Q678
Trinidad and Tobago	35	Q754
Tunisia	59	Q948
Turkey	761	Q43
Turkmenistan	402	Q874
Uganda	9,665	Q1036
Ukraine	175	Q212
United Arab Emirates	19	Q878
United Kingdom	148	Q145
United States	4,594	Q30
United States Virgin Islands	3	Q11703
Uruguay	96	Q77
Uzbekistan	2,714	Q265
Vanuatu	39	Q686
Venezuela	1,104	Q717
Vietnam	1,442	Q881
Wales	8	Q25
Yemen	9,475	Q805
Zambia	7,29	Q953
Zimbabwe	6,609	Q954
