Country	deaths	ID
Afghanistan	33,345	Q889
Albania	7,246	Q222
Algeria	43,661	Q262
American Samoa	77	Q16641
Andorra	89	Q228
Angola	15,315	Q916
Antigua and Barbuda	115	Q781
Argentina	46,363	Q414
Armenia	8,437	Q399
Australia	26,022	Q408
Austria	18,458	Q40
Azerbaijan	24,382	Q227
Bahamas	525	Q778
Bahrain	642	Q398
Bangladesh	157,571	Q902
Barbados	501	Q244
Belarus	46,34	Q184
Belgium	17,325	Q31
Belize	264	Q242
Benin	6,007	Q962
Bermuda	94	Q23635
Bhutan	674	Q917
Bolivia	8,93	Q750
Bosnia and Herzegovina	10,765	Q225
Botswana	1,783	Q963
Brazil	230,454	Q155
Brunei	305	Q921
Bulgaria	41,273	Q219
Burkina Faso	11,928	Q965
Burundi	6,04	Q967
Cambodia	12,145	Q424
Cameroon	14,864	Q1009
Canada	42,419	Q16
Cape Verde	548	Q1011
Central African Republic	4,909	Q929
Chad	7,722	Q657
Chile	21,283	Q298
China	2.54 million	Q148
Colombia	44,361	Q739
Comoros	666	Q970
Congo	4,614	Q971
Costa Rica	4,88	Q800
Cote d'Ivoire	17,08	Q1008
Croatia	14,096	Q224
Cuba	19,038	Q241
Cyprus	1,617	Q229
Czech Republic	28,194	Q213
Democratic Republic of Congo	54,568	Q974
Denmark	8,208	Q35
Djibouti	744	Q977
Dominica	143	Q784
Dominican Republic	13,711	Q786
Ecuador	13,217	Q736
Egypt	145,833	Q79
El Salvador	7,608	Q792
England	67,535	Q21
Equatorial Guinea	523	Q983
Eritrea	3,107	Q986
Estonia	5,38	Q191
Ethiopia	34,121	Q115
Fiji	1,669	Q712
Finland	12,136	Q33
France	79,55	Q142
Gabon	1,586	Q1000
Gambia	1,832	Q1005
Georgia	19,389	Q230
Germany	204,63	Q183
Ghana	23,548	Q117
Greece	25,44	Q41
Greenland	54	Q223
Grenada	240	Q769
Guam	341	Q16635
Guatemala	10,405	Q774
Guinea	9,575	Q1006
Guinea-Bissau	1,496	Q1007
Guyana	1,236	Q734
Haiti	13,522	Q790
Honduras	7,606	Q783
Hungary	39,079	Q28
Iceland	374	Q189
India	1.54 million	Q668
Indonesia	427,218	Q252
Iran	96,839	Q794
Iraq	29,014	Q796
Ireland	5,797	Q27
Israel	7,409	Q801
Italy	119,78	Q38
Jamaica	3,877	Q766
Japan	197,006	Q17
Jordan	6,107	Q810
Kazakhstan	36,87	Q232
Kenya	24,324	Q114
Kiribati	146	Q710
Kuwait	1,847	Q817
Kyrgyzstan	8,716	Q813
Laos	7,898	Q819
Latvia	9,3	Q211
Lebanon	8,073	Q822
Lesotho	2,705	Q1013
Liberia	3,01	Q1014
Libya	9,039	Q1016
Lithuania	14,13	Q37
Luxembourg	780	Q32
Macedonia	6,463	Q221
Madagascar	21,904	Q1019
Malawi	11,317	Q1020
Malaysia	38,193	Q833
Maldives	281	Q826
Mali	10,332	Q912
Malta	900	Q233
Marshall Islands	87	Q709
Mauritania	2,616	Q1025
Mauritius	2,633	Q1027
Mexico	116,441	Q96
Micronesia (country)	143	Q702
Moldova	15,719	Q217
Mongolia	5,05	Q711
Montenegro	2,189	Q236
Morocco	75,707	Q1028
Mozambique	22,172	Q1029
Myanmar	51,775	Q836
Namibia	1,945	Q1030
Nepal	24,711	Q837
Netherlands	23,5	Q55
New Zealand	5,474	Q664
Nicaragua	4,86	Q811
Niger	8,654	Q1032
Nigeria	79,219	Q1033
North Korea	52,742	Q423
Northern Ireland	2,584	Q26
Northern Mariana Islands	58	Q16644
Norway	6,935	Q20
Oman	2,798	Q842
Pakistan	226,594	Q843
Palestine	3,092	Q219060
Panama	3,31	Q804
Papua New Guinea	11,068	Q691
Paraguay	6,477	Q733
Peru	16,083	Q419
Philippines	137,091	Q928
Poland	87,936	Q36
Portugal	18,893	Q45
Puerto Rico	5,49	Q1183
Qatar	590	Q846
Romania	92,922	Q218
Russia	562,933	Q159
Rwanda	5,372	Q1037
Saint Lucia	261	Q760
Saint Vincent and the Grenadines	216	Q757
Samoa	253	Q683
Sao Tome and Principe	180	Q1039
Saudi Arabia	19,47	Q851
Scotland	8,868	Q22
Senegal	10,267	Q1041
Serbia	40,844	Q403
Seychelles	187	Q1042
Sierra Leone	6,784	Q1044
Singapore	3,24	Q334
Slovakia	15,433	Q214
Slovenia	4,285	Q215
Solomon Islands	649	Q685
Somalia	11,975	Q1045
South Africa	55,647	Q258
South Korea	30,648	Q884
South Sudan	5,57	Q958
Spain	68,976	Q29
Sri Lanka	26,361	Q854
Sudan	44,223	Q1049
Suriname	814	Q730
Swaziland	1,064	Q1050
Sweden	18,13	Q34
Switzerland	10,732	Q39
Syria	24,667	Q858
Taiwan	23,017	Q865
Tajikistan	11,327	Q863
Tanzania	31,517	Q924
Thailand	61,559	Q869
Timor	1,497	Q574
Togo	5,174	Q945
Tonga	125	Q678
Trinidad and Tobago	2,657	Q754
Tunisia	18,996	Q948
Turkey	90,629	Q43
Turkmenistan	10,999	Q874
Uganda	15,36	Q1036
Ukraine	262,123	Q212
United Arab Emirates	4,835	Q878
United Kingdom	84,232	Q145
United States	454,347	Q30
United States Virgin Islands	291	Q11703
Uruguay	5,645	Q77
Uzbekistan	67,602	Q265
Vanuatu	546	Q686
Venezuela	37,447	Q717
Vietnam	128,963	Q881
Wales	5,245	Q25
Yemen	29,585	Q805
Zambia	7,323	Q953
Zimbabwe	11,243	Q954
