Country	Total	ID
Afghanistan	4.3	Q889
Albania	22.6	Q222
Argentina	32.6	Q414
Austria	29.2	Q40
Bangladesh	11.5	Q902
Belgium	32.9	Q31
Belize	41.7	Q242
Bolivia	26.8	Q750
Bosnia and Herzegovina	18.8	Q225
Brazil	38.4	Q155
Brunei Darussalam	37	Q921
Bulgaria	39.3	Q219
Cambodia	20.1	Q424
Cote d'Ivoire	22.2	Q1008
Croatia	27.9	Q224
Cyprus	27	Q229
Czech Republic	24.1	Q213
Denmark	27	Q35
Dominican Republic	50.5	Q786
Ecuador	35.2	Q736
El Salvador	32.7	Q792
Estonia	34.3	Q191
Eswatini	54.6	Q1050
Ethiopia	21.1	Q115
Fiji	38.6	Q712
Finland	31.5	Q33
France	32.6	Q142
Gambia, The	33.7	Q1005
Germany	28.2	Q183
Ghana	26.6	Q117
Greece	29.7	Q41
Guatemala	34.5	Q774
Honduras	41	Q783
Hungary	37.6	Q28
Iceland	33	Q189
India	13	Q668
Ireland	31.9	Q27
Israel	34.8	Q801
Italy	22.3	Q38
Kosovo	15.3	Q1246
Lao PDR	23.4	Q819
Latvia	44.1	Q211
Lithuania	37.9	Q37
Luxembourg	17.9	Q32
North Macedonia	22.5	Q221
Madagascar	24.5	Q1019
Maldives	19.5	Q826
Malta	28.1	Q233
Mauritius	30.8	Q1027
Mexico	36.4	Q96
Micronesia, Fed. Sts.	18.2	Q702
Mongolia	40	Q711
Montenegro	25.4	Q236
Mozambique	22.1	Q1029
Myanmar	31.5	Q836
Namibia	48.6	Q1030
Nepal	13.9	Q837
Netherlands	26	Q55
Nicaragua	53.7	Q811
Niger	21.6	Q1032
Nigeria	28.9	Q1033
Norway	36	Q20
Pakistan	4.2	Q843
Palau	35.5	Q695
Panama	43.5	Q804
Philippines	23.2	Q928
Poland	38.2	Q36
Portugal	30.4	Q45
Romania	30.1	Q218
Russian Federation	39.3	Q159
Rwanda	36.3	Q1037
Samoa	41.6	Q683
Serbia	30.3	Q403
Seychelles	43.8	Q1042
Slovak Republic	30.3	Q214
Slovenia	41.9	Q215
Solomon Islands	25.1	Q685
South Africa	35.2	Q258
Spain	30.9	Q29
Sri Lanka	23.2	Q854
Sweden	39.4	Q34
Switzerland	28.8	Q39
Tanzania	17.3	Q924
Thailand	30.8	Q869
Togo	29.5	Q945
Turkey	17.3	Q43
Tuvalu	36.7	Q672
Uganda	25.5	Q1036
United Arab Emirates	12.2	Q878
United Kingdom	34.4	Q145
United States	40.5	Q30
Uruguay	35	Q77
West Bank and Gaza	15.5	Q407199
Zambia	28.5	Q953
