Country	deaths	ID
Afghanistan	326	Q889
Albania	23	Q222
Algeria	370	Q262
American Samoa	1	Q16641
Andorra	3	Q228
Angola	233	Q916
Antigua and Barbuda	2	Q781
Argentina	1,885	Q414
Armenia	78	Q399
Australia	963	Q408
Austria	407	Q40
Azerbaijan	147	Q227
Bahamas	12	Q778
Bahrain	10	Q398
Bangladesh	2,28	Q902
Barbados	20	Q244
Belarus	369	Q184
Belgium	513	Q31
Belize	5	Q242
Benin	85	Q962
Bermuda	3	Q23635
Bhutan	10	Q917
Bolivia	227	Q750
Bosnia and Herzegovina	189	Q225
Botswana	25	Q963
Brazil	4,354	Q155
Brunei	13	Q921
Bulgaria	525	Q219
Burkina Faso	266	Q965
Burundi	81	Q967
Cambodia	326	Q424
Cameroon	235	Q1009
Canada	1,834	Q16
Cape Verde	7	Q1011
Central African Republic	50	Q929
Chad	105	Q657
Chile	684	Q298
China	45,354	Q148
Colombia	998	Q739
Comoros	13	Q970
Congo	73	Q971
Costa Rica	124	Q800
Cote d'Ivoire	133	Q1008
Croatia	354	Q224
Cuba	623	Q241
Cyprus	41	Q229
Czech Republic	718	Q213
Democratic Republic of Congo	689	Q974
Denmark	263	Q35
Djibouti	17	Q977
Dominica	3	Q784
Dominican Republic	204	Q786
Ecuador	290	Q736
Egypt	620	Q79
El Salvador	111	Q792
England	2,616	Q21
Equatorial Guinea	9	Q983
Eritrea	76	Q986
Estonia	50	Q191
Ethiopia	1,046	Q115
Fiji	15	Q712
Finland	136	Q33
France	3,335	Q142
Gabon	30	Q1000
Gambia	15	Q1005
Georgia	116	Q230
Germany	4,133	Q183
Ghana	288	Q117
Greece	438	Q41
Greenland	2	Q223
Grenada	5	Q769
Guam	5	Q16635
Guatemala	172	Q774
Guinea	103	Q1006
Guinea-Bissau	18	Q1007
Guyana	12	Q734
Haiti	195	Q790
Honduras	97	Q783
Hungary	1,059	Q28
Iceland	6	Q189
India	17,4	Q668
Indonesia	3,957	Q252
Iran	1,344	Q794
Iraq	262	Q796
Ireland	143	Q27
Israel	237	Q801
Italy	3,293	Q38
Jamaica	89	Q766
Japan	12,671	Q17
Jordan	122	Q810
Kazakhstan	174	Q232
Kenya	344	Q114
Kiribati	2	Q710
Kuwait	22	Q817
Kyrgyzstan	41	Q813
Laos	109	Q819
Latvia	101	Q211
Lebanon	147	Q822
Lesotho	31	Q1013
Liberia	43	Q1014
Libya	132	Q1016
Lithuania	137	Q37
Luxembourg	17	Q32
Macedonia	83	Q221
Madagascar	245	Q1019
Malawi	116	Q1020
Malaysia	975	Q833
Maldives	3	Q826
Mali	120	Q912
Malta	21	Q233
Marshall Islands	1	Q709
Mauritania	30	Q1025
Mauritius	36	Q1027
Mexico	1,787	Q96
Micronesia (country)	2	Q702
Moldova	171	Q217
Mongolia	26	Q711
Montenegro	26	Q236
Morocco	478	Q1028
Mozambique	374	Q1029
Myanmar	1,384	Q836
Namibia	26	Q1030
Nepal	324	Q837
Netherlands	717	Q55
New Zealand	352	Q664
Nicaragua	72	Q811
Niger	94	Q1032
Nigeria	1,638	Q1033
North Korea	816	Q423
Northern Ireland	92	Q26
Northern Mariana Islands	<1	Q16644
Norway	212	Q20
Oman	20	Q842
Pakistan	1,942	Q843
Palestine	75	Q219060
Panama	83	Q804
Papua New Guinea	96	Q691
Paraguay	117	Q733
Peru	516	Q419
Philippines	2,561	Q928
Poland	2,717	Q36
Portugal	748	Q45
Puerto Rico	178	Q1183
Qatar	7	Q846
Romania	591	Q218
Russia	6,38	Q159
Rwanda	97	Q1037
Saint Lucia	5	Q760
Saint Vincent and the Grenadines	4	Q757
Samoa	3	Q683
Sao Tome and Principe	3	Q1039
Saudi Arabia	283	Q851
Scotland	301	Q22
Senegal	138	Q1041
Serbia	727	Q403
Seychelles	5	Q1042
Sierra Leone	79	Q1044
Singapore	150	Q334
Slovakia	464	Q214
Slovenia	121	Q215
Solomon Islands	6	Q685
Somalia	201	Q1045
South Africa	995	Q258
South Korea	2,235	Q884
South Sudan	92	Q958
Spain	3,348	Q29
Sri Lanka	345	Q854
Sudan	308	Q1049
Suriname	20	Q730
Swaziland	16	Q1050
Sweden	360	Q34
Switzerland	264	Q39
Syria	167	Q858
Taiwan	1,471	Q865
Tajikistan	83	Q863
Tanzania	544	Q924
Thailand	2,257	Q869
Timor	18	Q574
Togo	61	Q945
Tonga	2	Q678
Trinidad and Tobago	46	Q754
Tunisia	176	Q948
Turkey	1,34	Q43
Turkmenistan	47	Q874
Uganda	286	Q1036
Ukraine	2,369	Q212
United Arab Emirates	69	Q878
United Kingdom	3,201	Q145
United States	10,843	Q30
United States Virgin Islands	8	Q11703
Uruguay	206	Q77
Uzbekistan	256	Q265
Vanuatu	5	Q686
Venezuela	586	Q717
Vietnam	3,259	Q881
Wales	193	Q25
Yemen	275	Q805
Zambia	190	Q953
Zimbabwe	197	Q954
