Country	deaths	ID
Afghanistan	4,99	Q889
Albania	8	Q222
Algeria	82	Q262
American Samoa	<1	Q16641
Andorra	<1	Q228
Angola	3,714	Q916
Antigua and Barbuda	<1	Q781
Argentina	33	Q414
Armenia	6	Q399
Australia	1	Q408
Austria	<1	Q40
Azerbaijan	146	Q227
Bahamas	<1	Q778
Bahrain	<1	Q398
Bangladesh	2,322	Q902
Barbados	<1	Q244
Belarus	<1	Q184
Belgium	<1	Q31
Belize	2	Q242
Benin	1,326	Q962
Bermuda	<1	Q23635
Bhutan	8	Q917
Bolivia	121	Q750
Bosnia and Herzegovina	<1	Q225
Botswana	35	Q963
Brazil	402	Q155
Brunei	<1	Q921
Bulgaria	4	Q219
Burkina Faso	2,38	Q965
Burundi	1,728	Q967
Cambodia	507	Q424
Cameroon	1,656	Q1009
Canada	2	Q16
Cape Verde	2	Q1011
Central African Republic	1,286	Q929
Chad	6,832	Q657
Chile	2	Q298
China	1,637	Q148
Colombia	105	Q739
Comoros	26	Q970
Congo	139	Q971
Costa Rica	2	Q800
Cote d'Ivoire	2,094	Q1008
Croatia	<1	Q224
Cuba	3	Q241
Cyprus	<1	Q229
Czech Republic	<1	Q213
Democratic Republic of Congo	10,157	Q974
Denmark	<1	Q35
Djibouti	38	Q977
Dominica	<1	Q784
Dominican Republic	31	Q786
Ecuador	92	Q736
Egypt	1,56	Q79
El Salvador	14	Q792
England	3	Q21
Equatorial Guinea	24	Q983
Eritrea	572	Q986
Estonia	<1	Q191
Ethiopia	11,445	Q115
Fiji	4	Q712
Finland	<1	Q33
France	2	Q142
Gabon	24	Q1000
Gambia	65	Q1005
Georgia	4	Q230
Germany	1	Q183
Ghana	605	Q117
Greece	<1	Q41
Greenland	<1	Q223
Grenada	<1	Q769
Guam	<1	Q16635
Guatemala	795	Q774
Guinea	1,46	Q1006
Guinea-Bissau	177	Q1007
Guyana	3	Q734
Haiti	563	Q790
Honduras	37	Q783
Hungary	1	Q28
Iceland	<1	Q189
India	45,425	Q668
Indonesia	3,819	Q252
Iran	75	Q794
Iraq	272	Q796
Ireland	<1	Q27
Israel	<1	Q801
Italy	1	Q38
Jamaica	1	Q766
Japan	10	Q17
Jordan	22	Q810
Kazakhstan	44	Q232
Kenya	2,579	Q114
Kiribati	3	Q710
Kuwait	<1	Q817
Kyrgyzstan	60	Q813
Laos	613	Q819
Latvia	<1	Q211
Lebanon	5	Q822
Lesotho	138	Q1013
Liberia	447	Q1014
Libya	10	Q1016
Lithuania	<1	Q37
Luxembourg	<1	Q32
Macedonia	<1	Q221
Madagascar	5,663	Q1019
Malawi	1,111	Q1020
Malaysia	27	Q833
Maldives	<1	Q826
Mali	2,341	Q912
Malta	<1	Q233
Marshall Islands	<1	Q709
Mauritania	158	Q1025
Mauritius	<1	Q1027
Mexico	347	Q96
Micronesia (country)	<1	Q702
Moldova	3	Q217
Mongolia	43	Q711
Montenegro	<1	Q236
Morocco	125	Q1028
Mozambique	1,355	Q1029
Myanmar	1,041	Q836
Namibia	61	Q1030
Nepal	347	Q837
Netherlands	<1	Q55
New Zealand	<1	Q664
Nicaragua	26	Q811
Niger	6,809	Q1032
Nigeria	49,125	Q1033
North Korea	184	Q423
Northern Ireland	<1	Q26
Northern Mariana Islands	<1	Q16644
Norway	<1	Q20
Oman	3	Q842
Pakistan	12,171	Q843
Palestine	5	Q219060
Panama	21	Q804
Papua New Guinea	565	Q691
Paraguay	11	Q733
Peru	166	Q419
Philippines	2,393	Q928
Poland	3	Q36
Portugal	<1	Q45
Puerto Rico	<1	Q1183
Qatar	<1	Q846
Romania	28	Q218
Russia	76	Q159
Rwanda	700	Q1037
Saint Lucia	<1	Q760
Saint Vincent and the Grenadines	<1	Q757
Samoa	<1	Q683
Sao Tome and Principe	2	Q1039
Saudi Arabia	7	Q851
Scotland	<1	Q22
Senegal	628	Q1041
Serbia	1	Q403
Seychelles	<1	Q1042
Sierra Leone	1,006	Q1044
Singapore	<1	Q334
Slovakia	1	Q214
Slovenia	<1	Q215
Solomon Islands	10	Q685
Somalia	3,475	Q1045
South Africa	1,044	Q258
South Korea	1	Q884
South Sudan	3,017	Q958
Spain	<1	Q29
Sri Lanka	13	Q854
Sudan	1,989	Q1049
Suriname	2	Q730
Swaziland	64	Q1050
Sweden	<1	Q34
Switzerland	<1	Q39
Syria	47	Q858
Taiwan	3	Q865
Tajikistan	737	Q863
Tanzania	3,369	Q924
Thailand	51	Q869
Timor	68	Q574
Togo	297	Q945
Tonga	<1	Q678
Trinidad and Tobago	<1	Q754
Tunisia	6	Q948
Turkey	65	Q43
Turkmenistan	58	Q874
Uganda	1,809	Q1036
Ukraine	18	Q212
United Arab Emirates	2	Q878
United Kingdom	4	Q145
United States	22	Q30
United States Virgin Islands	<1	Q11703
Uruguay	2	Q77
Uzbekistan	574	Q265
Vanuatu	6	Q686
Venezuela	76	Q717
Vietnam	251	Q881
Wales	<1	Q25
Yemen	1,702	Q805
Zambia	1,373	Q953
Zimbabwe	1,021	Q954
