Country	2000	2016	ID
Afghanistan	86	125.4	Q889
Albania	86.3	150.9	Q222
Algeria	66.1	151.6	Q262
American Samoa	80.9	121	Q16641
Angola	62.6	192.9	Q916
Antigua and Barbuda	98.5	69.9	Q781
Argentina	85.9	129.1	Q414
Armenia	64.7	135.4	Q399
Australia	99.3	105.6	Q408
Austria	100.2	101.3	Q40
Azerbaijan	75.9	148.1	Q227
Bahamas, The	84.9	130.9	Q778
Bahrain	121.6	200.8	Q398
Bangladesh	89.9	145.3	Q902
Barbados	102.6	85	Q244
Belarus	79.6	133.9	Q184
Belgium	106.2	84.9	Q31
Belize	90.7	94.2	Q242
Benin	86.7	161.7	Q962
Bermuda	103.9	112.4	Q23635
Bhutan	78.5	102.1	Q917
Bolivia	83.1	146.4	Q750
Bosnia and Herzegovina	68.2	125.4	Q225
Botswana	96.6	119.8	Q963
Brazil	77	136.5	Q155
Brunei Darussalam	84	169.5	Q921
Bulgaria	112.5	129.9	Q219
Burkina Faso	68.1	127.4	Q965
Burundi	90.8	119.9	Q967
Cabo Verde	96.3	95.6	Q1011
Cambodia	74.7	187.6	Q424
Cameroon	77.8	181.7	Q1009
Canada	91.4	117.7	Q16
Cayman Islands	98.9	103.1	Q5785
Central African Republic	92.7	120	Q929
Chad	84	155.2	Q657
Chile	83.2	114.8	Q298
China	83.4	139	Q148
Hong Kong SAR, China	109.4	59.3	Q8646
Macao SAR, China	103.6	90.1	Q14773
Colombia	87.4	116.7	Q739
Comoros	96.6	108.7	Q970
Congo, Dem. Rep.	102	108.5	Q974
Congo, Rep.	83.2	138.1	Q971
Costa Rica	87.3	131	Q800
Cote d'Ivoire	92.7	129.7	Q1008
Croatia	78.4	128.2	Q224
Cuba	123.6	110	Q241
Cyprus	108.9	79.1	Q229
Czech Republic	101.7	102.5	Q213
Denmark	98.5	103.3	Q35
Djibouti	84.5	133.1	Q977
Dominica	118.9	110.5	Q784
Dominican Republic	84.5	147.5	Q786
Ecuador	84.5	114.4	Q736
Egypt, Arab Rep.	84.9	125	Q79
El Salvador	95	119.8	Q792
Equatorial Guinea	91.5	117.3	Q983
Eritrea	80.1	104.6	Q986
Estonia	84.5	129.5	Q191
Eswatini	86.1	113.8	Q1050
Ethiopia	69.9	161.9	Q115
Faroe Islands	100.5	100.7	Q4628
Fiji	100.6	83	Q712
Finland	98.7	97.3	Q33
France	103.3	96.1	Q142
French Polynesia	88.9	101.2	Q30971
Gabon	97.3	119.3	Q1000
Gambia, The	98	106.7	Q1005
Georgia	98.6	71.5	Q230
Germany	102.1	107.9	Q183
Ghana	78.7	153.1	Q117
Greece	104.6	95.1	Q41
Greenland	87.3	97.7	Q223
Grenada	132.5	128	Q769
Guam	95.4	78	Q16635
Guatemala	74.4	161.5	Q774
Guinea	85.2	135.7	Q1006
Guinea-Bissau	88.5	143.4	Q1007
Guyana	98.3	131.1	Q734
Haiti	95.8	157.1	Q790
Honduras	71.7	119.6	Q783
Hungary	91.3	87.2	Q28
Iceland	93.5	123.4	Q189
India	91.5	144.4	Q668
Indonesia	78.1	144.6	Q252
Iran, Islamic Rep.	77.6	113.3	Q794
Iraq	97.5	66.6	Q796
Ireland	107.6	110	Q27
Israel	87.7	109.7	Q801
Italy	98.8	92.6	Q38
Jamaica	97.6	105.6	Q766
Japan	103.6	92.2	Q17
Jordan	77.2	145.5	Q810
Kazakhstan	78.4	141.4	Q232
Kenya	72	125.6	Q114
Kiribati	74.5	60.4	Q710
Korea, Dem. Peopleâ€™s Rep.	84.4	100.8	Q423
Korea, Rep.	103.5	102.8	Q884
Kuwait	77.2	191.6	Q817
Kyrgyz Republic	94.5	117.8	Q813
Lao PDR	81.9	211.4	Q819
Latvia	83.7	151.7	Q211
Lebanon	98.5	87.9	Q822
Lesotho	105.7	95.3	Q1013
Liberia	99.4	135.8	Q1014
Libya	94.6	117.4	Q1016
Liechtenstein	92.2	97	Q347
Lithuania	89.6	136.6	Q37
Luxembourg	110.4	109.8	Q32
North Macedonia	98.3	125.3	Q221
Madagascar	88.9	121.3	Q1019
Malawi	99.7	147.2	Q1020
Malaysia	78	131.3	Q833
Maldives	90.1	67.3	Q826
Mali	77.7	175.8	Q912
Malta	107.8	90.3	Q233
Marshall Islands	19.1	104.1	Q709
Mauritania	90.3	120	Q1025
Mauritius	94.6	91.8	Q1027
Mexico	88.4	126.7	Q96
Micronesia, Fed. Sts.	106.3	100.7	Q702
Moldova	85.7	97.4	Q217
Mongolia	143.2	160.2	Q711
Morocco	72	118.5	Q1028
Mozambique	88.2	149.7	Q1029
Myanmar	75	135.8	Q836
Namibia	84.1	92.6	Q1030
Nepal	87.2	137.8	Q837
Netherlands	104.1	119.6	Q55
New Caledonia	98	106.3	Q33788
New Zealand	86.6	119.2	Q664
Nicaragua	82.2	128.5	Q811
Niger	68.9	176.4	Q1032
Nigeria	81.8	124.6	Q1033
Norway	96.7	107.4	Q20
Oman	88.8	146.2	Q842
Pakistan	88.6	130.4	Q843
Panama	95.6	115	Q804
Papua New Guinea	90.5	123.1	Q691
Paraguay	80.1	183.7	Q733
Peru	86.4	151.8	Q419
Philippines	85.8	114	Q928
Poland	92.4	117.6	Q36
Portugal	95.6	108.6	Q45
Puerto Rico	110.6	104	Q1183
Qatar	118.1	169.7	Q846
Romania	81.7	112.9	Q218
Russian Federation	91.9	147.5	Q159
Rwanda	83.2	140.6	Q1037
Samoa	92.6	117.7	Q683
Sao Tome and Principe	98.5	111.4	Q1039
Saudi Arabia	81.7	107.1	Q851
Senegal	106.3	148.5	Q1041
Seychelles	151	104	Q1042
Sierra Leone	44.3	201.2	Q1044
Singapore	70	114.9	Q334
Slovak Republic	89.5	101.8	Q214
Slovenia	98.3	88.7	Q215
Solomon Islands	81.6	112.4	Q685
Somalia	91.8	108	Q1045
South Africa	95.5	116.7	Q258
Spain	100	103.9	Q29
Sri Lanka	95.3	131.3	Q854
St. Kitts and Nevis	141	39.1	Q763
St. Lucia	130.2	64.4	Q760
St. Vincent and the Grenadines	104.3	103.6	Q757
Suriname	96.3	156.9	Q730
Sweden	101.8	99.6	Q34
Switzerland	102.1	102.8	Q39
Syrian Arab Republic	77.6	85.3	Q858
Tajikistan	76.1	155.5	Q863
Tanzania	73.9	169	Q924
Thailand	92.3	114.6	Q869
Timor-Leste	87.2	118.5	Q574
Togo	83.1	145	Q945
Tonga	94	138	Q678
Trinidad and Tobago	98.6	96.1	Q754
Tunisia	84.6	117.6	Q948
Turkey	94.2	134.5	Q43
Turkmenistan	72.4	113	Q874
Tuvalu	94.3	110.7	Q672
Uganda	85.7	98.3	Q1036
Ukraine	85.2	169.1	Q212
United Arab Emirates	174	102.3	Q878
United Kingdom	103.9	103.8	Q145
United States	96	122.3	Q30
Uruguay	82.8	116.7	Q77
Uzbekistan	81.3	157.1	Q265
Vanuatu	100.1	124.1	Q686
Venezuela, RB	96.5	107.7	Q717
Vietnam	76.9	136.2	Q881
Virgin Islands (U.S.)	91.9	107.2	Q11703
West Bank and Gaza	100.9	87.7	Q407199
Yemen, Rep.	82.9	141.7	Q805
Zambia	85.6	179.8	Q953
Zimbabwe	94.5	88.8	Q954
