Country	deaths	ID
Afghanistan	3,783	Q889
Albania	2	Q222
Algeria	59	Q262
American Samoa	<1	Q16641
Andorra	<1	Q228
Angola	9,616	Q916
Antigua and Barbuda	<1	Q781
Argentina	69	Q414
Armenia	4	Q399
Australia	6	Q408
Austria	6	Q40
Azerbaijan	87	Q227
Bahamas	<1	Q778
Bahrain	1	Q398
Bangladesh	17,745	Q902
Barbados	<1	Q244
Belarus	4	Q184
Belgium	14	Q31
Belize	4	Q242
Benin	4,115	Q962
Bermuda	<1	Q23635
Bhutan	62	Q917
Bolivia	148	Q750
Bosnia and Herzegovina	1	Q225
Botswana	283	Q963
Brazil	2,231	Q155
Brunei	<1	Q921
Bulgaria	<1	Q219
Burkina Faso	8,121	Q965
Burundi	3,517	Q967
Cambodia	811	Q424
Cameroon	7,646	Q1009
Canada	61	Q16
Cape Verde	16	Q1011
Central African Republic	3,945	Q929
Chad	16,517	Q657
Chile	57	Q298
China	2,405	Q148
Colombia	117	Q739
Comoros	172	Q970
Congo	1,272	Q971
Costa Rica	4	Q800
Cote d'Ivoire	6,736	Q1008
Croatia	2	Q224
Cuba	79	Q241
Cyprus	<1	Q229
Czech Republic	4	Q213
Democratic Republic of Congo	22,776	Q974
Denmark	5	Q35
Djibouti	150	Q977
Dominica	<1	Q784
Dominican Republic	125	Q786
Ecuador	77	Q736
Egypt	2,535	Q79
El Salvador	142	Q792
England	5	Q21
Equatorial Guinea	77	Q983
Eritrea	2,383	Q986
Estonia	<1	Q191
Ethiopia	38,735	Q115
Fiji	25	Q712
Finland	<1	Q33
France	29	Q142
Gabon	176	Q1000
Gambia	368	Q1005
Georgia	8	Q230
Germany	88	Q183
Ghana	4,345	Q117
Greece	1	Q41
Greenland	<1	Q223
Grenada	<1	Q769
Guam	<1	Q16635
Guatemala	1,321	Q774
Guinea	3,318	Q1006
Guinea-Bissau	842	Q1007
Guyana	16	Q734
Haiti	2,307	Q790
Honduras	515	Q783
Hungary	28	Q28
Iceland	<1	Q189
India	328,72	Q668
Indonesia	21,593	Q252
Iran	129	Q794
Iraq	208	Q796
Ireland	2	Q27
Israel	10	Q801
Italy	26	Q38
Jamaica	13	Q766
Japan	104	Q17
Jordan	7	Q810
Kazakhstan	39	Q232
Kenya	12,869	Q114
Kiribati	18	Q710
Kuwait	<1	Q817
Kyrgyzstan	84	Q813
Laos	918	Q819
Latvia	<1	Q211
Lebanon	4	Q822
Lesotho	781	Q1013
Liberia	1,533	Q1014
Libya	15	Q1016
Lithuania	3	Q37
Luxembourg	<1	Q32
Macedonia	<1	Q221
Madagascar	15,674	Q1019
Malawi	4,536	Q1020
Malaysia	41	Q833
Maldives	<1	Q826
Mali	9,919	Q912
Malta	<1	Q233
Marshall Islands	<1	Q709
Mauritania	933	Q1025
Mauritius	3	Q1027
Mexico	1	Q96
Micronesia (country)	<1	Q702
Moldova	5	Q217
Mongolia	18	Q711
Montenegro	<1	Q236
Morocco	225	Q1028
Mozambique	6,87	Q1029
Myanmar	4,155	Q836
Namibia	431	Q1030
Nepal	5,369	Q837
Netherlands	5	Q55
New Zealand	3	Q664
Nicaragua	88	Q811
Niger	14,624	Q1032
Nigeria	72,65	Q1033
North Korea	185	Q423
Northern Ireland	<1	Q26
Northern Mariana Islands	<1	Q16644
Norway	5	Q20
Oman	1	Q842
Pakistan	25,964	Q843
Palestine	6	Q219060
Panama	57	Q804
Papua New Guinea	2,065	Q691
Paraguay	47	Q733
Peru	509	Q419
Philippines	1,467	Q928
Poland	13	Q36
Portugal	18	Q45
Puerto Rico	3	Q1183
Qatar	<1	Q846
Romania	28	Q218
Russia	123	Q159
Rwanda	2,451	Q1037
Saint Lucia	1	Q760
Saint Vincent and the Grenadines	1	Q757
Samoa	<1	Q683
Sao Tome and Principe	9	Q1039
Saudi Arabia	16	Q851
Scotland	<1	Q22
Senegal	4,236	Q1041
Serbia	7	Q403
Seychelles	<1	Q1042
Sierra Leone	3,046	Q1044
Singapore	<1	Q334
Slovakia	<1	Q214
Slovenia	<1	Q215
Solomon Islands	30	Q685
Somalia	6,792	Q1045
South Africa	6,091	Q258
South Korea	28	Q884
South Sudan	7,514	Q958
Spain	11	Q29
Sri Lanka	275	Q854
Sudan	5,263	Q1049
Suriname	10	Q730
Swaziland	320	Q1050
Sweden	13	Q34
Switzerland	4	Q39
Syria	9	Q858
Taiwan	11	Q865
Tajikistan	1,027	Q863
Tanzania	9,29	Q924
Thailand	197	Q869
Timor	108	Q574
Togo	1,977	Q945
Tonga	<1	Q678
Trinidad and Tobago	6	Q754
Tunisia	28	Q948
Turkey	85	Q43
Turkmenistan	36	Q874
Uganda	7,57	Q1036
Ukraine	41	Q212
United Arab Emirates	2	Q878
United Kingdom	6	Q145
United States	577	Q30
United States Virgin Islands	<1	Q11703
Uruguay	7	Q77
Uzbekistan	120	Q265
Vanuatu	21	Q686
Venezuela	208	Q717
Vietnam	814	Q881
Wales	<1	Q25
Yemen	4,011	Q805
Zambia	4,719	Q953
Zimbabwe	2,612	Q954
