Country	Deaths	ID
Afghanistan	50.59	Q889
Albania	36.43	Q222
Algeria	32.64	Q262
American Samoa	42.22	Q16641
Andorra	30.92	Q228
Angola	40.52	Q916
Antigua and Barbuda	27.51	Q781
Argentina	32.17	Q414
Armenia	36.78	Q399
Australia	32.32	Q408
Austria	31.73	Q40
Azerbaijan	49.84	Q227
Bahamas	32.52	Q778
Bahrain	32.05	Q398
Bangladesh	23.0	Q902
Barbados	33.52	Q244
Belarus	39.39	Q184
Belgium	33.53	Q31
Belize	30.54	Q242
Benin	44.06	Q962
Bermuda	29.26	Q23635
Bhutan	30.66	Q917
Bolivia	43.27	Q750
Bosnia and Herzegovina	42.25	Q225
Botswana	39.6	Q963
Brazil	35.5	Q155
Brunei	29.1	Q921
Bulgaria	38.34	Q219
Burkina Faso	41.11	Q965
Burundi	39.42	Q967
Cambodia	42.01	Q424
Cameroon	46.89	Q1009
Canada	29.29	Q16
Cape Verde	33.57	Q1011
Central African Republic	38.61	Q929
Chad	40.27	Q657
Chile	35.26	Q298
China	34.25	Q148
Colombia	26.49	Q739
Comoros	41.3	Q970
Congo	46.16	Q971
Costa Rica	28.37	Q800
Cote d'Ivoire	44.1	Q1008
Croatia	36.77	Q224
Cuba	32.12	Q241
Cyprus	24.82	Q229
Czech Republic	34.9	Q213
Democratic Republic of Congo	39.71	Q974
Denmark	33.19	Q35
Djibouti	41.68	Q977
Dominica	31.59	Q784
Dominican Republic	34.12	Q786
Ecuador	38.07	Q736
Egypt	41.53	Q79
El Salvador	40.01	Q792
England	38.52	Q21
Equatorial Guinea	42.65	Q983
Eritrea	53.09	Q986
Estonia	33.77	Q191
Ethiopia	36.49	Q115
Fiji	39.0	Q712
Finland	55.54	Q33
France	33.8	Q142
Gabon	42.65	Q1000
Gambia	47.17	Q1005
Georgia	38.63	Q230
Germany	32.98	Q183
Ghana	36.92	Q117
Greece	34.57	Q41
Greenland	43.57	Q223
Grenada	27.3	Q769
Guam	33.44	Q16635
Guatemala	26.71	Q774
Guinea	46.08	Q1006
Guinea-Bissau	49.24	Q1007
Guyana	31.89	Q734
Haiti	38.76	Q790
Honduras	51.55	Q783
Hungary	32.62	Q28
Iceland	34.87	Q189
India	30.49	Q668
Indonesia	41.38	Q252
Iran	40.74	Q794
Iraq	25.3	Q796
Ireland	34.07	Q27
Israel	34.03	Q801
Italy	34.5	Q38
Jamaica	36.19	Q766
Japan	34.07	Q17
Jordan	43.67	Q810
Kazakhstan	40.81	Q232
Kenya	41.22	Q114
Kiribati	63.68	Q710
Kuwait	18.29	Q817
Kyrgyzstan	24.44	Q813
Laos	37.56	Q819
Latvia	35.74	Q211
Lebanon	40.31	Q822
Lesotho	49.16	Q1013
Liberia	40.68	Q1014
Libya	50.62	Q1016
Lithuania	27.97	Q37
Luxembourg	38.06	Q32
Macedonia	27.83	Q221
Madagascar	32.89	Q1019
Malawi	38.62	Q1020
Malaysia	36.95	Q833
Maldives	29.9	Q826
Mali	41.45	Q912
Malta	34.76	Q233
Marshall Islands	58.58	Q709
Mauritania	44.49	Q1025
Mauritius	35.58	Q1027
Mexico	33.33	Q96
Micronesia (country)	55.73	Q702
Moldova	23.59	Q217
Mongolia	30.17	Q711
Montenegro	40.1	Q236
Morocco	41.53	Q1028
Mozambique	46.56	Q1029
Myanmar	48.61	Q836
Namibia	39.67	Q1030
Nepal	32.14	Q837
Netherlands	37.77	Q55
New Zealand	32.43	Q664
Nicaragua	26.97	Q811
Niger	39.1	Q1032
Nigeria	40.98	Q1033
North Korea	32.38	Q423
Northern Ireland	38.64	Q26
Northern Mariana Islands	40.98	Q16644
Norway	36.48	Q20
Oman	46.19	Q842
Pakistan	41.33	Q843
Palestine	43.26	Q219060
Panama	29.72	Q804
Papua New Guinea	37.54	Q691
Paraguay	33.53	Q733
Peru	30.11	Q419
Philippines	42.17	Q928
Poland	36.62	Q36
Portugal	33.94	Q45
Puerto Rico	32.78	Q1183
Qatar	44.83	Q846
Romania	36.97	Q218
Russia	36.87	Q159
Rwanda	41.07	Q1037
Saint Lucia	38.02	Q760
Saint Vincent and the Grenadines	24.76	Q757
Samoa	53.8	Q683
Sao Tome and Principe	37.2	Q1039
Saudi Arabia	49.54	Q851
Scotland	42.02	Q22
Senegal	45.07	Q1041
Serbia	47.26	Q403
Seychelles	39.06	Q1042
Sierra Leone	40.87	Q1044
Singapore	24.68	Q334
Slovakia	35.8	Q214
Slovenia	29.96	Q215
Solomon Islands	41.74	Q685
Somalia	46.8	Q1045
South Africa	36.29	Q258
South Korea	42.99	Q884
South Sudan	40.73	Q958
Spain	36.23	Q29
Sri Lanka	34.54	Q854
Sudan	36.08	Q1049
Suriname	36.08	Q730
Swaziland	46.06	Q1050
Sweden	34.12	Q34
Switzerland	33.4	Q39
Syria	38.05	Q858
Taiwan	31.52	Q865
Tajikistan	38.25	Q863
Tanzania	38.76	Q924
Thailand	35.01	Q869
Timor	40.63	Q574
Togo	40.42	Q945
Tonga	48.71	Q678
Trinidad and Tobago	29.4	Q754
Tunisia	40.61	Q948
Turkey	29.06	Q43
Turkmenistan	47.22	Q874
Uganda	35.8	Q1036
Ukraine	44.52	Q212
United Arab Emirates	42.73	Q878
United Kingdom	38.75	Q145
United States	38.45	Q30
United States Virgin Islands	35.2	Q11703
Uruguay	33.22	Q77
Uzbekistan	42.09	Q265
Vanuatu	57.13	Q686
Venezuela	29.26	Q717
Vietnam	38.37	Q881
Wales	37.41	Q25
Yemen	37.55	Q805
Zambia	43.47	Q953
Zimbabwe	42.31	Q954
