Country	Total	ID
Afghanistan	4.3	Q889
Albania	0.8	Q222
Algeria	1.3	Q262
Angola	3.6	Q916
Argentina	1.3	Q414
Armenia	0.4	Q399
Australia	1.6	Q408
Austria	0.9	Q40
Azerbaijan	1.7	Q227
Bahamas, The	1.8	Q778
Bahrain	3.6	Q398
Bangladesh	2.3	Q902
Barbados	0.2	Q244
Belarus	0	Q184
Belgium	0.7	Q31
Belize	3.4	Q242
Benin	3	Q962
Bhutan	1.5	Q917
Bolivia	2.1	Q750
Bosnia and Herzegovina	-0.8	Q225
Botswana	3.1	Q963
Brazil	1.1	Q155
Brunei Darussalam	1.5	Q921
Bulgaria	-0.6	Q219
Burkina Faso	2.5	Q965
Burundi	3.2	Q967
Cabo Verde	2.3	Q1011
Cambodia	2	Q424
Cameroon	2.7	Q1009
Canada	0.9	Q16
Central African Republic	0.7	Q929
Chad	3.5	Q657
Channel Islands	0.8	Q42314
Chile	2	Q298
China	0.1	Q148
Hong Kong SAR, China	0.8	Q8646
Macao SAR, China	2.1	Q14773
Colombia	2.1	Q739
Comoros	3	Q970
Congo, Dem. Rep.	2.7	Q974
Congo, Rep.	2.6	Q971
Costa Rica	1.7	Q800
Cote d'Ivoire	2.1	Q1008
Croatia	-0.8	Q224
Cuba	0	Q241
Cyprus	1	Q229
Czech Republic	0.4	Q213
Denmark	0.2	Q35
Djibouti	2.2	Q977
Dominican Republic	3.1	Q786
Ecuador	2.5	Q736
Egypt, Arab Rep.	1.4	Q79
El Salvador	0.8	Q792
Equatorial Guinea	4.5	Q983
Estonia	0.2	Q191
Eswatini	1.5	Q1050
Ethiopia	3.4	Q115
Fiji	-0.2	Q712
Finland	0.2	Q33
France	0.3	Q142
French Polynesia	0.6	Q30971
Gabon	4.2	Q1000
Gambia, The	3.4	Q1005
Georgia	0	Q230
Germany	0.4	Q183
Ghana	2.3	Q117
Greece	-0.5	Q41
Guam	0.6	Q16635
Guatemala	2.8	Q774
Guinea	2.6	Q1006
Guinea-Bissau	2.8	Q1007
Guyana	1.2	Q734
Haiti	2.3	Q790
Honduras	3.9	Q783
Hungary	1.2	Q28
Iceland	1.4	Q189
India	0.7	Q668
Indonesia	1.8	Q252
Iran, Islamic Rep.	1.6	Q794
Iraq	4	Q796
Ireland	0.4	Q27
Israel	2.1	Q801
Italy	0.7	Q38
Jamaica	1.5	Q766
Japan	0.2	Q17
Jordan	3.8	Q810
Kazakhstan	0.6	Q232
Kenya	4	Q114
Korea, Dem. Peopleâ€™s Rep.	0.8	Q423
Korea, Rep.	1.4	Q884
Kuwait	5.4	Q817
Kyrgyz Republic	0.7	Q813
Lao PDR	2.4	Q819
Latvia	-1.1	Q211
Lebanon	4	Q822
Lesotho	1	Q1013
Liberia	3.3	Q1014
Libya	1.4	Q1016
Lithuania	-0.4	Q37
Luxembourg	2.8	Q32
Madagascar	3	Q1019
Malawi	3.2	Q1020
Malaysia	2.8	Q833
Maldives	6.4	Q826
Mali	3	Q912
Malta	3.5	Q233
Mauritania	3	Q1025
Mauritius	1	Q1027
Mexico	1.8	Q96
Moldova	-0.3	Q217
Mongolia	1.5	Q711
Montenegro	1.5	Q236
Morocco	0.6	Q1028
Mozambique	2.4	Q1029
Myanmar	0.4	Q836
Namibia	2.3	Q1030
Nepal	1.6	Q837
Netherlands	0.5	Q55
New Caledonia	1.6	Q33788
New Zealand	1.9	Q664
Nicaragua	2.3	Q811
Niger	2.8	Q1032
Nigeria	1.3	Q1033
North Macedonia	0.3	Q221
Norway	0.8	Q20
Oman	8.4	Q842
Pakistan	2.9	Q843
Panama	2.4	Q804
Papua New Guinea	1.8	Q691
Paraguay	2.1	Q733
Peru	1.8	Q419
Philippines	1.7	Q928
Poland	0.3	Q36
Portugal	-0.5	Q45
Puerto Rico	-2.6	Q1183
Qatar	5.9	Q846
Romania	-0.2	Q218
Russian Federation	-0.3	Q159
Rwanda	2.7	Q1037
Samoa	0.6	Q683
Sao Tome and Principe	2.2	Q1039
Saudi Arabia	4.5	Q851
Senegal	2.1	Q1041
Serbia	0.4	Q403
Sierra Leone	2	Q1044
Singapore	2.1	Q334
Slovak Republic	0.3	Q214
Slovenia	-0.1	Q215
Solomon Islands	2.7	Q685
Somalia	3.1	Q1045
South Africa	2	Q258
South Sudan	2.2	Q958
Spain	-0.1	Q29
Sri Lanka	0.7	Q854
St. Lucia	1.6	Q760
St. Vincent and the Grenadines	0.7	Q757
Sudan	2.6	Q1049
Suriname	1.4	Q730
Sweden	1.1	Q34
Switzerland	1.1	Q39
Syrian Arab Republic	-1.1	Q858
Tajikistan	1.9	Q863
Tanzania	2.7	Q924
Thailand	-0.1	Q869
Timor-Leste	3.1	Q574
Togo	2.6	Q945
Tonga	0.2	Q678
Trinidad and Tobago	0.1	Q754
Tunisia	1	Q948
Turkey	3.4	Q43
Turkmenistan	1.8	Q874
Uganda	3.8	Q1036
Ukraine	-0.7	Q212
United Arab Emirates	2	Q878
United Kingdom	0.8	Q145
United States	0.6	Q30
Uruguay	0.3	Q77
Uzbekistan	2.4	Q265
Vanuatu	2.6	Q686
Venezuela, RB	0	Q717
Vietnam	1.4	Q881
Virgin Islands (U.S.)	-0.5	Q11703
West Bank and Gaza	4.3	Q407199
Yemen, Rep.	2.8	Q805
Zambia	3.1	Q953
Zimbabwe	1.5	Q954
