Country	deaths	ID
Afghanistan	26,054	Q889
Albania	1,639	Q222
Algeria	13,222	Q262
American Samoa	22	Q16641
Andorra	23	Q228
Angola	10,728	Q916
Antigua and Barbuda	31	Q781
Argentina	17,011	Q414
Armenia	2,63	Q399
Australia	4,884	Q408
Austria	3,489	Q40
Azerbaijan	6,339	Q227
Bahamas	112	Q778
Bahrain	407	Q398
Bangladesh	122,734	Q902
Barbados	172	Q244
Belarus	8,265	Q184
Belgium	4,98	Q31
Belize	109	Q242
Benin	6,182	Q962
Bermuda	23	Q23635
Bhutan	397	Q917
Bolivia	4,263	Q750
Bosnia and Herzegovina	3,372	Q225
Botswana	822	Q963
Brazil	66,245	Q155
Brunei	52	Q921
Bulgaria	7,684	Q219
Burkina Faso	15,212	Q965
Burundi	6,52	Q967
Cambodia	10,744	Q424
Cameroon	13,301	Q1009
Canada	7,835	Q16
Cape Verde	230	Q1011
Central African Republic	4,711	Q929
Chad	14,329	Q657
Chile	5,666	Q298
China	1.24 million	Q148
Colombia	11,963	Q739
Comoros	392	Q970
Congo	2,44	Q971
Costa Rica	1,042	Q800
Cote d'Ivoire	13,404	Q1008
Croatia	3,089	Q224
Cuba	6,236	Q241
Cyprus	499	Q229
Czech Republic	6,461	Q213
Democratic Republic of Congo	53,515	Q974
Denmark	2,366	Q35
Djibouti	404	Q977
Dominica	36	Q784
Dominican Republic	3,364	Q786
Ecuador	3,851	Q736
Egypt	60,543	Q79
El Salvador	2,654	Q792
England	20,929	Q21
Equatorial Guinea	335	Q983
Eritrea	3,144	Q986
Estonia	452	Q191
Ethiopia	40,614	Q115
Fiji	669	Q712
Finland	1,127	Q33
France	18,992	Q142
Gabon	674	Q1000
Gambia	1,281	Q1005
Georgia	4,208	Q230
Germany	41,839	Q183
Ghana	15,08	Q117
Greece	6,944	Q41
Greenland	20	Q223
Grenada	81	Q769
Guam	76	Q16635
Guatemala	7,185	Q774
Guinea	10,514	Q1006
Guinea-Bissau	1,181	Q1007
Guyana	361	Q734
Haiti	7,854	Q790
Honduras	2,921	Q783
Hungary	7,771	Q28
Iceland	59	Q189
India	1.24 million	Q668
Indonesia	123,753	Q252
Iran	29,098	Q794
Iraq	9,427	Q796
Ireland	1,111	Q27
Israel	2,597	Q801
Italy	29,368	Q38
Jamaica	1,232	Q766
Japan	49,554	Q17
Jordan	1,949	Q810
Kazakhstan	7,996	Q232
Kenya	18,891	Q114
Kiribati	102	Q710
Kuwait	832	Q817
Kyrgyzstan	2,813	Q813
Laos	5,01	Q819
Latvia	1,458	Q211
Lebanon	2,762	Q822
Lesotho	1,722	Q1013
Liberia	2,329	Q1014
Libya	3,061	Q1016
Lithuania	2,054	Q37
Luxembourg	168	Q32
Macedonia	1,663	Q221
Madagascar	18,722	Q1019
Malawi	8,772	Q1020
Malaysia	11,352	Q833
Maldives	56	Q826
Mali	11,522	Q912
Malta	217	Q233
Marshall Islands	28	Q709
Mauritania	1,658	Q1025
Mauritius	755	Q1027
Mexico	48,071	Q96
Micronesia (country)	57	Q702
Moldova	2,787	Q217
Mongolia	1,664	Q711
Montenegro	470	Q236
Morocco	19,696	Q1028
Mozambique	14,473	Q1029
Myanmar	45,383	Q836
Namibia	1,029	Q1030
Nepal	25,689	Q837
Netherlands	6,714	Q55
New Zealand	697	Q664
Nicaragua	1,509	Q811
Niger	15,428	Q1032
Nigeria	114,115	Q1033
North Korea	38,768	Q423
Northern Ireland	596	Q26
Northern Mariana Islands	17	Q16644
Norway	1,153	Q20
Oman	902	Q842
Pakistan	128,005	Q843
Palestine	1,124	Q219060
Panama	853	Q804
Papua New Guinea	10,164	Q691
Paraguay	2,113	Q733
Peru	9,573	Q419
Philippines	64,386	Q928
Poland	24,629	Q36
Portugal	4,329	Q45
Puerto Rico	1,279	Q1183
Qatar	345	Q846
Romania	15,126	Q218
Russia	99,392	Q159
Rwanda	5,524	Q1037
Saint Lucia	80	Q760
Saint Vincent and the Grenadines	66	Q757
Samoa	95	Q683
Sao Tome and Principe	105	Q1039
Saudi Arabia	8,732	Q851
Scotland	1,903	Q22
Senegal	7,875	Q1041
Serbia	9,902	Q403
Seychelles	41	Q1042
Sierra Leone	6,102	Q1044
Singapore	1,318	Q334
Slovakia	3,145	Q214
Slovenia	915	Q215
Solomon Islands	557	Q685
Somalia	12,357	Q1045
South Africa	23,547	Q258
South Korea	17,343	Q884
South Sudan	9,074	Q958
Spain	17,133	Q29
Sri Lanka	8,407	Q854
Sudan	18,079	Q1049
Suriname	269	Q730
Swaziland	567	Q1050
Sweden	2,257	Q34
Switzerland	2,313	Q39
Syria	7,611	Q858
Taiwan	12,722	Q865
Tajikistan	5,318	Q863
Tanzania	27,055	Q924
Thailand	30,625	Q869
Timor	751	Q574
Togo	3,801	Q945
Tonga	53	Q678
Trinidad and Tobago	906	Q754
Tunisia	5,757	Q948
Turkey	39,985	Q43
Turkmenistan	2,413	Q874
Uganda	13,599	Q1036
Ukraine	50,13	Q212
United Arab Emirates	2,072	Q878
United Kingdom	24,794	Q145
United States	107,507	Q30
United States Virgin Islands	54	Q11703
Uruguay	1,194	Q77
Uzbekistan	19,856	Q265
Vanuatu	223	Q686
Venezuela	9,197	Q717
Vietnam	50,232	Q881
Wales	1,366	Q25
Yemen	12,379	Q805
Zambia	7,106	Q953
Zimbabwe	9,021	Q954
